Index,Force [ kN ],Déplacement [ mm ]
160,0.130895107984543,-0.0500635243952274
161,0.131660014390945,-0.0522170774638653
162,0.13273411989212,-0.0488671027123928
163,0.133889600634575,-0.0441877730190754
164,0.134638234972954,-0.0439750775694847
165,0.135175287723541,-0.0417417585849762
166,0.135809987783432,-0.0392691567540169
167,0.136721357703209,-0.0359191820025444
168,0.137909382581711,-0.0356533117592335
169,0.138853296637535,-0.0316386595368385
170,0.139406636357307,-0.0299104955047369
171,0.14000877737999,-0.0290862955152988
172,0.140789955854416,-0.0258692558854818
173,0.141896620392799,-0.0239815711975098
174,0.142970725893974,-0.0200998540967703
175,0.143621698021889,-0.0193022396415472
176,0.144207581877708,-0.0163510702550411
177,0.14497247338295,-0.0119907855987549
178,0.14606286585331,-0.00957135856151581
179,0.147267177700996,-0.00885350722819567
180,0.147918149828911,-0.00518448604270816
181,0.148438930511475,-0.00433369865640998
182,0.149073630571365,-0.00297775608487427
183,0.149952456355095,-0.00292458175681531
184,0.15115675330162,0.00295116892084479
185,0.152084395289421,0.00622138334438205
186,0.152670279145241,0.00598209910094738
187,0.153304979205132,0.00752415135502815
188,0.154118701815605,0.0112729333341122
189,0.155290454626083,0.0166169423609972
190,0.156364575028419,0.0155268711969256
191,0.15699927508831,0.0166169423609972
192,0.157552599906921,0.0220141243189573
193,0.158333778381348,0.0242740288376808
194,0.159424155950546,0.0252045784145594
195,0.160595923662186,0.0299636702984571
196,0.161295711994171,0.0345366522669792
197,0.161865323781967,0.0333402343094349
198,0.162597671151161,0.0356533117592335
199,0.163509041070938,0.0401997081935406
200,0.164615705609322,0.0405453406274319
201,0.165445700287819,0.0433369837701321
202,0.166047841310501,0.0449056252837181
203,0.166682556271553,0.0477238595485687
204,0.167479991912842,0.0498774126172066
205,0.168651759624481,0.0560722090303898
206,0.169807240366936,0.056896410882473
207,0.170474484562874,0.0589967928826809
208,0.171109184622765,0.0581460036337376
209,0.171922907233238,0.0618947856128216
210,0.172997027635574,0.0662018954753876
211,0.17398975789547,0.0703494846820831
212,0.174591913819313,0.0695252865552902
213,0.175128966569901,0.0722371712327003
214,0.175812497735024,0.075853019952774
215,0.176805227994919,0.0781395062804222
216,0.178058370947838,0.0823934450745583
217,0.178888365626335,0.0841481983661652
218,0.17937658727169,0.0865942090749741
219,0.179978743195534,0.0872322991490364
220,0.180825009942055,0.0892795100808144
221,0.182078137993813,0.0913533046841621
222,0.183152258396149,0.0964048504829407
223,0.183786958456039,0.0969365909695625
224,0.184454202651978,0.101695686578751
225,0.185349300503731,0.104593679308891
226,0.186504781246185,0.10685358196497
227,0.187481254339218,0.107757546007633
228,0.188034579157829,0.111532919108868
229,0.18858790397644,0.112038068473339
230,0.189320251345634,0.114617019891739
231,0.190361827611923,0.117328904569149
232,0.191549852490425,0.120891578495502
233,0.192331030964851,0.123337589204311
234,0.192884355783463,0.127192720770836
235,0.193551599979401,0.126262173056602
236,0.194446697831154,0.129186749458313
237,0.195585906505585,0.135115683078766
238,0.196464732289314,0.135753765702248
239,0.197066873311996,0.138864457607269
240,0.197717860341072,0.141310468316078
241,0.198612943291664,0.144926324486732
242,0.199752151966095,0.145670756697655
243,0.200777441263199,0.148728281259537
244,0.201395869255066,0.150722309947014
245,0.201949208974838,0.153700068593025
246,0.20271410048008,0.156996876001358
247,0.203788205981255,0.156491711735725
248,0.20494370162487,0.161144465208054
249,0.205659776926041,0.160506367683411
250,0.206213101744652,0.165212288498878
251,0.206896632909775,0.166196003556252
252,0.207840546965599,0.171885654330254
253,0.209061115980148,0.174650713801384
254,0.209891125559807,0.174517765641212
255,0.210444450378418,0.178452670574188
256,0.211062878370285,0.181483596563339
257,0.211941689252853,0.18188239634037
258,0.213162273168564,0.18438158929348
259,0.214220106601715,0.190496623516083
260,0.214822262525558,0.190789088606834
261,0.215408146381378,0.195627942681313
262,0.216221868991852,0.195468410849571
263,0.217295974493027,0.199110850691795
264,0.218370094895363,0.2005465477705
265,0.21898852288723,0.203577473759651
266,0.219541847705841,0.207459196448326
267,0.220241650938988,0.207352846860886
268,0.221234381198883,0.212430983781815
269,0.22243869304657,0.216817855834961
270,0.223268687725067,0.218280151486397
271,0.223838284611702,0.221390843391418
272,0.224505543708801,0.219822198152542
273,0.225433185696602,0.225113034248352
274,0.226637497544289,0.226362630724907
275,0.227548852562904,0.230935618281364
276,0.228085920214653,0.230935618281364
277,0.228688061237335,0.231015369296074
278,0.229501783847809,0.236572086811066
279,0.230624720454216,0.236917719244957
280,0.231682553887367,0.242421239614487
281,0.232317253947258,0.242421239614487
282,0.232854321599007,0.245771214365959
283,0.233537837862968,0.247765257954597
284,0.234530583024025,0.249998569488525
285,0.235767439007759,0.255980670452118
286,0.236629977822304,0.25919771194458
287,0.237215861678123,0.258426696062088
288,0.237850561738014,0.262175470590591
289,0.238761931657791,0.265286147594452
290,0.239917412400246,0.268423438072205
291,0.240828782320023,0.270284533500671
292,0.241382107138634,0.271028965711594
293,0.241967990994453,0.271108746528625
294,0.242749154567719,0.274910688400269
295,0.243823274970055,0.279749542474747
296,0.244946211576462,0.282567769289017
297,0.2456134557724,0.28597092628479
298,0.246166780591011,0.287911772727966
299,0.246817767620087,0.288337171077728
300,0.247745409607887,0.289533585309982
301,0.248949706554413,0.295143485069275
302,0.249877348542213,0.296658933162689
303,0.250479519367218,0.301178753376007
304,0.251114219427109,0.298307329416275
305,0.251993030309677,0.303651362657547
306,0.25318107008934,0.306974738836288
307,0.254124969244003,0.307293772697449
308,0.254694581031799,0.310803294181824
309,0.255247920751572,0.311467975378037
310,0.255963981151581,0.315456032752991
311,0.257005542516708,0.318752825260162
312,0.258193582296371,0.318992108106613
313,0.259007304906845,0.324309527873993
314,0.259560644626617,0.324495643377304
315,0.260179042816162,0.328271001577377
316,0.261074155569077,0.331886857748032
317,0.26222962141037,0.335795164108276
318,0.263141006231308,0.338294357061386
319,0.263743162155151,0.340075701475143
320,0.264345318078995,0.341086000204086
321,0.265191584825516,0.341803848743439
322,0.266347050666809,0.345818489789963
323,0.26743745803833,0.348955780267715
324,0.268072158098221,0.35259822010994
325,0.268625468015671,0.353794634342194
326,0.269341558218002,0.353262901306152
327,0.270366847515106,0.358606904745102
328,0.2715223133564,0.361584663391113
329,0.272319763898849,0.364908039569855
330,0.272873103618622,0.369853258132935
331,0.273491531610489,0.366450101137161
332,0.274386614561081,0.370757222175598
333,0.275542110204697,0.374240130186081
334,0.27648600935936,0.37679249048233
335,0.277104437351227,0.381232529878616
336,0.27770659327507,0.382030159235001
337,0.278520315885544,0.381737679243088
338,0.279692083597183,0.385087668895721
339,0.280815005302429,0.39051142334938
340,0.28144970536232,0.388038843870163
341,0.281986773014069,0.392026901245117
342,0.28267028927803,0.394446313381195
343,0.283663034439087,0.397184789180756
344,0.284802258014679,0.40114626288414
345,0.285567134618759,0.406330764293671
346,0.286104202270508,0.40609148144722
347,0.286738902330399,0.409255355596542
348,0.287617713212967,0.410770803689957
349,0.288822025060654,0.415716022253037
350,0.289831042289734,0.418534249067307
351,0.290433198213577,0.420661211013794
352,0.291035354137421,0.419650912284851
353,0.291849076747894,0.425340533256531
354,0.292988270521164,0.428903222084045
355,0.294078648090363,0.429860353469849
356,0.294745922088623,0.430923819541931
357,0.295299232006073,0.433715492486954
358,0.296031594276428,0.436719834804535
359,0.297056883573532,0.437464267015457
360,0.298179805278778,0.442888021469116
361,0.298912167549133,0.444084465503693
362,0.299432933330536,0.447221726179123
363,0.300067633390427,0.447859823703766
364,0.300930202007294,0.451954245567322
365,0.302101939916611,0.452698677778244
366,0.303176045417786,0.458760529756546
367,0.303827047348022,0.459132760763168
368,0.30441290140152,0.460329174995422
369,0.305242896080017,0.462057322263718
370,0.306365847587585,0.46777355670929
371,0.307374864816666,0.469953715801239
372,0.307993292808533,0.471150130033493
373,0.308546602725983,0.471708446741104
374,0.309262692928314,0.476547300815582
375,0.310271710157394,0.479737758636475
376,0.311443448066711,0.481971085071564
377,0.312240898609161,0.485134959220886
378,0.31277796626091,0.48917618393898
379,0.313428938388824,0.487953186035156
380,0.314291477203369,0.491462677717209
381,0.315463244915009,0.491542428731918
382,0.316472262144089,0.497577697038651
383,0.317090690135956,0.499491989612579
384,0.317709118127823,0.50015664100647
385,0.318522840738297,0.503772497177124
386,0.31967830657959,0.506032407283783
387,0.320736140012741,0.511030793190002
388,0.321338295936584,0.515178382396698
389,0.321891635656357,0.514247834682465
390,0.322623997926712,0.514912486076355
391,0.32363298535347,0.517704129219055
392,0.32485356926918,0.520841419696808
393,0.32565101981163,0.523739397525787
394,0.326188087463379,0.528578281402588
395,0.32682278752327,0.530173480510712
396,0.327685326337814,0.533284187316895
397,0.32884082198143,0.531396508216858
398,0.329800993204117,0.537086129188538
399,0.33040314912796,0.537564694881439
400,0.331021577119827,0.540382981300354
401,0.331867843866348,0.541951596736908
402,0.333023339509964,0.544557154178619
403,0.334064900875092,0.550751924514771
404,0.334650784730911,0.551389992237091
405,0.335171550512314,0.555191993713379
406,0.335871368646622,0.557132840156555
407,0.336864084005356,0.560296714305878
408,0.338084667921066,0.563620090484619
409,0.33889839053154,0.563912570476532
410,0.339435458183289,0.565747082233429
411,0.340070158243179,0.567953765392303
412,0.340965241193771,0.567980349063873
413,0.342153280973434,0.575052559375763
414,0.343080908060074,0.577844202518463
415,0.343666791915894,0.579811632633209
416,0.344268947839737,0.581858813762665
417,0.345082670450211,0.583135008811951
418,0.346270710229874,0.586564779281616
419,0.347377359867096,0.589888155460358
420,0.34802833199501,0.593397617340088
421,0.348581671714783,0.592759549617767
422,0.349281460046768,0.598076999187469
423,0.350290477275848,0.599751949310303
424,0.351413428783417,0.602410674095154
425,0.352129489183426,0.60639876127243
426,0.352666556835175,0.60371345281601
427,0.353317528963089,0.607648313045502
428,0.354180067777634,0.609057426452637
429,0.355351835489273,0.612699866294861
430,0.356328308582306,0.612886011600494
431,0.356946736574173,0.617831170558929
432,0.35756516456604,0.619399845600128
433,0.358346313238144,0.620755791664124
434,0.359485536813736,0.627189874649048
435,0.360575914382935,0.629981517791748
436,0.361243158578873,0.632454097270966
437,0.361796498298645,0.632959246635437
438,0.362480014562607,0.637027084827423
439,0.363440215587616,0.640456795692444
440,0.364611983299255,0.642663538455963
441,0.365393131971359,0.643434584140778
442,0.365930199623108,0.645853996276855
443,0.366532355546951,0.648087322711945
444,0.36741116642952,0.652155160903931
445,0.368615478277206,0.654627740383148
446,0.36964076757431,0.656276166439056
447,0.370259195566177,0.659174144268036
448,0.370828807353973,0.661035239696503
449,0.371561139822006,0.664066195487976
450,0.372667819261551,0.6649169921875
451,0.373790740966797,0.669941902160645
452,0.374457985162735,0.671483993530273
453,0.375043869018555,0.67135101556778
454,0.37574365735054,0.674381971359253
455,0.376736402511597,0.677785098552704
456,0.377956986427307,0.679539859294891
457,0.378803253173828,0.683022797107697
458,0.379324048757553,0.682172000408173
459,0.379893660545349,0.688871920108795
460,0.3807073533535,0.691158413887024
461,0.381862848997116,0.693444907665253
462,0.382936954498291,0.695013582706451
463,0.383620500564575,0.698682606220245
464,0.384255200624466,0.701793253421783
465,0.38503634929657,0.701554000377655
466,0.386126756668091,0.708386898040771
467,0.387135773897171,0.708998382091522
468,0.387803018093109,0.711896359920502
469,0.388405174016953,0.712454736232758
470,0.389088690280914,0.715645134449005
471,0.390065163373947,0.717373311519623
472,0.391236901283264,0.721042335033417
473,0.39218083024025,0.724897503852844
474,0.392782986164093,0.726359784603119
475,0.393417686223984,0.725881218910217
476,0.394280225038528,0.731570839881897
477,0.395403176546097,0.734947383403778
478,0.396330803632736,0.736941456794739
479,0.396965503692627,0.740105271339417
480,0.397535115480423,0.741780281066895
481,0.398283749818802,0.742710828781128
482,0.399406671524048,0.744704842567444
483,0.400578439235687,0.74592787027359
484,0.401278227567673,0.752122700214386
485,0.401815295219421,0.75081992149353
486,0.402449995279312,0.750952839851379
487,0.403377622365952,0.757147610187531
488,0.404581934213638,0.759460687637329
489,0.405542135238647,0.763953924179077
490,0.406095445156097,0.76499080657959
491,0.406697601079941,0.76493763923645
492,0.407543867826462,0.77054750919342
493,0.408699363470078,0.77272766828537
494,0.409740924835205,0.77488124370575
495,0.410359352827072,0.778736352920532
496,0.410912692546844,0.779587149620056
497,0.411645025014877,0.782644689083099
498,0.412784248590469,0.784798204898834
499,0.413907170295715,0.788547039031982
500,0.414639532566071,0.789583921432495
501,0.415209114551544,0.792987048625946
502,0.415876388549805,0.794316411018372
503,0.416852831840515,0.797427117824554
504,0.417992055416107,0.800245344638824
505,0.418789505958557,0.803143322467804
506,0.419342815876007,0.804472684860229
507,0.419993817806244,0.808061957359314
508,0.42090517282486,0.811571419239044
509,0.422093212604523,0.811013102531433
510,0.423085927963257,0.814549207687378
511,0.423736929893494,0.818058669567108
512,0.424355357885361,0.819095611572266
513,0.425217896699905,0.823668599128723
514,0.426422208547592,0.823828101158142
515,0.427447497844696,0.827949106693268
516,0.428082197904587,0.828853070735931
517,0.428635507822037,0.83188396692276
518,0.429367870092392,0.831644713878632
519,0.430441975593567,0.837733149528503
520,0.431548625230789,0.83964741230011
521,0.432280987501144,0.843236684799194
522,0.432818055152893,0.843635499477386
523,0.433420181274414,0.847570359706879
524,0.434331566095352,0.849697351455688
525,0.435552150011063,0.850601315498352
526,0.43659371137619,0.856051683425903
527,0.437228411436081,0.859880208969116
528,0.437830567359924,0.860172688961029
529,0.438725650310516,0.861156404018402
530,0.439881145954132,0.867165088653564
531,0.440808773040771,0.867563903331757
532,0.441394656896591,0.867085337638855
533,0.441980540752411,0.871498763561249
534,0.442745447158813,0.874875366687775
535,0.443819552659988,0.876497149467468
536,0.444958746433258,0.878198742866516
537,0.44567483663559,0.880564987659454
538,0.446211874485016,0.882239997386932
539,0.4468954205513,0.884340345859528
540,0.447888135910034,0.889179229736328
541,0.449092447757721,0.891465723514557
542,0.449987560510635,0.893034338951111
543,0.450557142496109,0.894549787044525
544,0.451208144426346,0.898591041564941
545,0.452168315649033,0.897580742835999
546,0.453356355428696,0.903296947479248
547,0.454235166311264,0.905955672264099
548,0.454772233963013,0.909092962741852
549,0.455341845750809,0.912682235240936
550,0.45615553855896,0.91427743434906
551,0.457245945930481,0.915659964084625
552,0.458352595567703,0.919461905956268
553,0.459052383899689,0.925071775913239
554,0.459589451551437,0.922147214412689
555,0.460256695747375,0.924699604511261
556,0.461200624704361,0.928102731704712
557,0.462356090545654,0.929245948791504
558,0.463218659162521,0.933792352676392
559,0.463788241147995,0.934988796710968
560,0.464439243078232,0.938445091247559
561,0.465350598096848,0.942486345767975
562,0.466538637876511,0.943044662475586
563,0.467482537031174,0.945304572582245
564,0.46805214881897,0.947670817375183
565,0.468605488538742,0.950329542160034
566,0.469386637210846,0.95378589630127
567,0.470477044582367,0.954530298709869
568,0.471599966287613,0.959714829921722
569,0.472332328557968,0.958412051200867
570,0.472869366407394,0.959555268287659
571,0.473585456609726,0.963011622428894
572,0.474561899900436,0.963756024837494
573,0.475717395544052,0.969339311122894
574,0.476531118154526,0.971625804901123
575,0.477084457874298,0.971785366535187
576,0.477735430002213,0.973885715007782
577,0.478646785020828,0.97835236787796
578,0.479867368936539,0.983005106449127
579,0.480860114097595,0.984972536563873
580,0.481462270021439,0.986275315284729
581,0.482031881809235,0.988030076026917
582,0.482813030481339,0.992470145225525
583,0.483887165784836,0.995261788368225
584,0.484928727149963,0.997548282146454
585,0.485563427209854,0.999302983283997
586,0.48610046505928,0.999170064926147
587,0.486784011125565,1.00111091136932
588,0.487744182348251,1.00717282295227
589,0.488948494195938,1.00850212574005
590,0.489827305078506,1.00876796245575
591,0.490396916866302,1.01530849933624
592,0.491047888994217,1.01772785186768
593,0.491943001747131,1.01687705516815
594,0.493131011724472,1.02280604839325
595,0.494091212749481,1.02589011192322
596,0.494660824537277,1.02485322952271
597,0.495230406522751,1.02604961395264
598,0.496011584997177,1.03110122680664
599,0.497085690498352,1.03282940387726
600,0.49820864200592,1.03487658500671
601,0.498892158269882,1.03620588779449
602,0.499412953853607,1.03684401512146
603,0.500096440315247,1.04027378559113
604,0.501056671142578,1.04325151443481
605,0.502293527126312,1.04670786857605
606,0.503221154212952,1.05149352550507
607,0.503790736198425,1.05404591560364
608,0.504425466060638,1.05380654335022
609,0.505304276943207,1.05686414241791
610,0.506459772586823,1.06239426136017
611,0.507403671741486,1.0617561340332
612,0.507973313331604,1.06630253791809
613,0.508559167385101,1.06747233867645
614,0.509324073791504,1.06938660144806
615,0.510381877422333,1.06893467903137
616,0.511504828929901,1.07839965820313
617,0.512220919132233,1.07661831378937
618,0.512741684913635,1.07603335380554
619,0.513392686843872,1.07871866226196
620,0.514287769794464,1.08337140083313
621,0.515475809574127,1.08443486690521
622,0.516468524932861,1.08943331241608
623,0.517070710659027,1.09203886985779
624,0.517705380916595,1.09267687797546
625,0.518584191799164,1.09493684768677
626,0.519755959510803,1.09730303287506
627,0.52071613073349,1.1017165184021
628,0.521285772323608,1.10134434700012
629,0.521855354309082,1.10384345054626
630,0.522571444511414,1.10623633861542
631,0.523596704006195,1.106076836586
632,0.524784743785858,1.11094224452972
633,0.525631010532379,1.1156747341156
634,0.526184380054474,1.11679148674011
635,0.526819050312042,1.11806762218475
636,0.527714133262634,1.12149739265442
637,0.528853356838226,1.12625646591187
638,0.529764711856842,1.12668180465698
639,0.530350625514984,1.12843656539917
640,0.530985295772552,1.13141429424286
641,0.53181529045105,1.13074970245361
642,0.532954514026642,1.13952338695526
643,0.534061193466187,1.14095914363861
644,0.534695863723755,1.14228844642639
645,0.53524923324585,1.14449524879456
646,0.53598153591156,1.14425587654114
647,0.536990582942963,1.14787173271179
648,0.538146078586578,1.14957332611084
649,0.538943469524384,1.15178000926971
650,0.539480566978455,1.15473127365112
651,0.540115237236023,1.15603399276733
652,0.540977776050568,1.16031455993652
653,0.542149543762207,1.16387724876404
654,0.543126046657562,1.16499388217926
655,0.543744444847107,1.16666889190674
656,0.544346630573273,1.17084300518036
657,0.545160293579102,1.17387390136719
658,0.546299517154694,1.17371439933777
659,0.547438740730286,1.17770254611969
660,0.548089742660522,1.18033456802368
661,0.548626780509949,1.18001556396484
662,0.549326598644257,1.18512034416199
663,0.550319314002991,1.18506717681885
664,0.551458537578583,1.1876460313797
665,0.552239716053009,1.19213926792145
666,0.552760481834412,1.19740355014801
667,0.55339515209198,1.19301664829254
668,0.554290294647217,1.19950389862061
669,0.555462002754211,1.20301342010498
670,0.556471049785614,1.20511376857758
671,0.557073175907135,1.20676219463348
672,0.557675361633301,1.20795857906342
673,0.558489084243774,1.21354186534882
674,0.559660851955414,1.21199989318848
675,0.56075119972229,1.21394073963165
676,0.561402201652527,1.21737051010132
677,0.561971783638,1.21901881694794
678,0.562704145908356,1.22372472286224
679,0.563761949539185,1.22505414485931
680,0.564852356910706,1.23151481151581
681,0.565568447113037,1.23071718215942
682,0.56608921289444,1.2329238653183
683,0.566740214824677,1.23539650440216
684,0.567635297775269,1.23699176311493
685,0.568807065486908,1.23882627487183
686,0.569848597049713,1.24486148357391
687,0.570467054843903,1.24214959144592
688,0.571085453033447,1.24310672283173
689,0.571915447711945,1.24717462062836
690,0.573022127151489,1.24916863441467
691,0.574031114578247,1.25608122348785
692,0.574649572372437,1.25594830513
693,0.575186610221863,1.2562940120697
694,0.575902700424194,1.26113283634186
695,0.576911687850952,1.2633661031723
696,0.578099727630615,1.26575899124146
697,0.578897178173065,1.26724791526794
698,0.579434216022491,1.26884305477142
699,0.580068945884705,1.27474546432495
700,0.580964028835297,1.27437317371368
701,0.582119524478912,1.2779358625412
702,0.58312851190567,1.28173780441284
703,0.58374696969986,1.28216326236725
704,0.584365367889404,1.28737425804138
705,0.585211634635925,1.2850878238678
706,0.586350858211517,1.2918940782547
707,0.587392449378967,1.29476547241211
708,0.587994575500488,1.29527068138123
709,0.588547885417938,1.29859411716461
710,0.589280247688293,1.29888653755188
711,0.59030556678772,1.30314040184021
712,0.591493606567383,1.30353927612305
713,0.592290997505188,1.30635750293732
714,0.592811822891235,1.30970752239227
715,0.59343022108078,1.31098365783691
716,0.594276487827301,1.31183445453644
717,0.59544825553894,1.31398797035217
718,0.596408426761627,1.31771016120911
719,0.597010612487793,1.31914591789246
720,0.597645282745361,1.3211133480072
721,0.598507881164551,1.32393157482147
722,0.599647045135498,1.32581925392151
723,0.600688636302948,1.32986044883728
724,0.601290762424469,1.33262550830841
725,0.601811528205872,1.33283829689026
726,0.602511346340179,1.33379542827606
727,0.603487849235535,1.33788979053497
728,0.604692101478577,1.34349966049194
729,0.605554699897766,1.34730160236359
730,0.606091737747192,1.34735476970673
731,0.606742680072784,1.34839177131653
732,0.607654094696045,1.35283172130585
733,0.608793258666992,1.35440039634705
734,0.6097372174263,1.36027610301971
735,0.610323071479797,1.36040914058685
736,0.610941529273987,1.36035585403442
737,0.611787796020508,1.36445033550262
738,0.612959504127502,1.3666570186615
739,0.614066183567047,1.3712831735611
740,0.61470091342926,1.37285184860229
741,0.615237951278687,1.37415456771851
742,0.615986585617065,1.37593591213226
743,0.616995573043823,1.3775577545166
744,0.618085980415344,1.38210415840149
745,0.618802070617676,1.38513505458832
746,0.619339108467102,1.38372600078583
747,0.619990050792694,1.38542759418488
748,0.620885193347931,1.38869774341583
749,0.622073173522949,1.39127671718597
750,0.623065948486328,1.39507865905762
751,0.623651802539825,1.39795005321503
752,0.624270260334015,1.39582312107086
