S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déform1[mm];C_1_Valeur de consigne[];C_1_Virtual Channel LX[];C_1_Virtual Channel LE[];C_1_Cycles[];C_1_Valeur de commande[%];C_1_Déplacement[mm]
1271.0;12.7100928;1.17206597328186;0.317400008440018;1.18531692028046;200.0;100.0;0.0;10.685571283102;1.18362188339233
1281.0;12.8101171199996;1.18134486675262;0.321000009775162;1.19365227222443;200.0;100.0;0.0;9.38283950090408;1.19219851493835
1291.0;12.91001856;1.18506705760956;0.323900014162064;1.20197737216949;200.0;100.0;0.0;6.30828589200974;1.20066118240356
1301.0;13.0100428799997;1.19713771343231;0.326999992132187;1.21031272411346;200.0;100.0;0.0;3.79771143198013;1.20901000499725
1311.0;13.1100672000002;1.20482134819031;0.330399990081787;1.21864807605743;200.0;100.0;0.0;3.24977524578571;1.21719598770142
1321.0;13.2100915199999;1.2110161781311;0.333600014448166;1.2269834280014;200.0;100.0;0.0;7.63206332921982;1.22508907318115
1331.0;13.3101158399995;1.21978986263275;0.337000012397766;1.23531877994537;200.0;100.0;0.0;9.22901406884193;1.23340535163879
1341.0;13.4100172799999;1.22811162471771;0.340700000524521;1.24364376068115;200.0;100.0;0.0;10.2149806916714;1.24177038669586
1351.0;13.5100415999996;1.23739051818848;0.343699991703033;1.25197911262512;200.0;100.0;0.0;10.3382460772991;1.25023305416107
1361.0;13.6100659200001;1.24334609508514;0.34689998626709;1.26031446456909;200.0;100.0;0.0;9.25566181540489;1.25885844230652
1371.0;13.7100902399998;1.25023210048676;0.350100010633469;1.26864981651306;200.0;100.0;0.0;6.40228986740112;1.2672723531723
1381.0;13.8101145599994;1.25900590419769;0.353300005197525;1.27698516845703;200.0;100.0;0.0;4.13558892905712;1.27566993236542
1391.0;13.9100159999998;1.26565265655518;0.357100009918213;1.2853102684021;200.0;100.0;0.0;2.81096566468477;1.28393733501434
1401.0;14.0100403199995;1.27463912963867;0.360199987888336;1.29364562034607;200.0;100.0;0.0;6.22488856315613;1.29183042049408
1411.0;14.11006464;1.28078067302704;0.364300012588501;1.30198097229004;200.0;100.0;0.0;9.61459130048752;1.30003273487091
1421.0;14.2100889599997;1.28955447673798;0.367500007152557;1.31031620502472;200.0;100.0;0.0;9.80919748544693;1.30847918987274
1431.0;14.3101132800002;1.29620122909546;0.371300011873245;1.31865155696869;200.0;100.0;0.0;9.8984569311142;1.31700694561005
1441.0;14.4100147199997;1.30702221393585;0.374399989843369;1.32697665691376;200.0;100.0;0.0;8.62054228782654;1.32555103302002
1451.0;14.5100390400003;1.3139613866806;0.37729999423027;1.33531200885773;200.0;100.0;0.0;5.11507205665112;1.3339649438858
1461.0;14.6100633599999;1.32012963294983;0.380299985408783;1.3436473608017;200.0;100.0;0.0;3.3436194062233;1.3423136472702
1471.0;14.7100876799996;1.33084416389465;0.383599996566772;1.35198271274567;200.0;100.0;0.0;3.2160360366106;1.35045087337494
1481.0;14.8101120000001;1.33719849586487;0.386700004339218;1.36031806468964;200.0;100.0;0.0;7.88886100053787;1.35836029052734
1491.0;14.9100134399996;1.34238302707672;0.390300005674362;1.3686431646347;200.0;100.0;0.0;9.05041545629501;1.36669278144836
1501.0;15.0100377600002;1.35291147232056;0.393400013446808;1.37697851657867;200.0;100.0;0.0;10.3551238775253;1.37509036064148
1511.0;15.1100620799998;1.35926580429077;0.396699994802475;1.38531374931335;200.0;100.0;0.0;10.4890994727612;1.38356935977936
1521.0;15.2100863999995;1.36801302433014;0.399399995803833;1.39364910125732;200.0;100.0;0.0;9.16228666901588;1.39216220378876
1531.0;15.31011072;1.37194788455963;0.402399986982346;1.40198445320129;200.0;100.0;0.0;6.483094394207;1.40049469470978
1541.0;15.4100121599995;1.38130652904511;0.405099987983704;1.41030955314636;200.0;100.0;0.0;4.06148843467236;1.40884351730347
1551.0;15.5100364800001;1.39005374908447;0.407999992370605;1.41864490509033;200.0;100.0;0.0;3.53797525167465;1.41707837581635
1561.0;15.6100607999997;1.39600920677185;0.411100000143051;1.4269802570343;200.0;100.0;0.0;8.12656432390213;1.42500400543213
1571.0;15.7100851200003;1.4042512178421;0.414099991321564;1.43531560897827;200.0;100.0;0.0;10.8459815382957;1.43322253227234
1581.0;15.8101094399999;1.41244006156921;0.417400002479553;1.44365084171295;200.0;100.0;0.0;11.4507474005222;1.44170153141022
1591.0;15.9100108799994;1.41980469226837;0.419600009918213;1.45197594165802;200.0;100.0;0.0;11.3908313214779;1.45021307468414
1601.0;16.0100351999999;1.42690348625183;0.422399997711182;1.46031129360199;200.0;100.0;0.0;10.8690276741982;1.45869195461273
1611.0;16.1100595199996;1.43179547786713;0.424899995326996;1.46864664554596;200.0;100.0;0.0;7.22004249691963;1.46708965301514
1621.0;16.2100838400002;1.44258987903595;0.427899986505508;1.47698199748993;200.0;100.0;0.0;5.79380616545677;1.47535705566406
1631.0;16.3101081599998;1.44873142242432;0.43079999089241;1.4853173494339;200.0;100.0;0.0;5.47002553939819;1.48378717899323
1641.0;16.4100096000002;1.45795714855194;0.434399992227554;1.49364244937897;200.0;100.0;0.0;10.617783665657;1.4915337562561
1651.0;16.5100339199998;1.46170592308044;0.437700003385544;1.50197780132294;200.0;100.0;0.0;11.2016797065735;1.50006151199341
1661.0;16.6100582399995;1.47135710716248;0.441399991512299;1.51031315326691;200.0;100.0;0.0;11.4326931536198;1.50849175453186
1671.0;16.71008256;1.47800385951996;0.444700002670288;1.51864838600159;200.0;100.0;0.0;11.2125262618065;1.51698696613312
1681.0;16.8101068799997;1.48635220527649;0.448500007390976;1.52698373794556;200.0;100.0;0.0;9.83371138572693;1.52562868595123
1691.0;16.9100083200001;1.49169623851776;0.451099991798401;1.53530883789063;200.0;100.0;0.0;8.00149664282799;1.53404259681702
1701.0;17.0100326399997;1.50193226337433;0.454600006341934;1.54364418983459;200.0;100.0;0.0;5.00436387956142;1.54245638847351
1711.0;17.1100569600003;1.50833976268768;0.45770001411438;1.55197954177856;200.0;100.0;0.0;2.61373464018106;1.55074012279511
1721.0;17.2100812799999;1.515305519104;0.460700005292892;1.56031489372253;200.0;100.0;0.0;5.8182880282402;1.55858433246613
1731.0;17.3101055999996;1.52200555801392;0.464300006628037;1.5686502456665;200.0;100.0;0.0;9.36975255608559;1.56675410270691
1741.0;17.41000704;1.52854597568512;0.467500001192093;1.57697534561157;200.0;100.0;0.0;9.94816273450851;1.57516801357269
1751.0;17.5100313599996;1.5372930765152;0.471300005912781;1.58531057834625;200.0;100.0;0.0;10.2382451295853;1.58366322517395
1761.0;17.6100556800002;1.5428763628006;0.474299997091293;1.59364593029022;200.0;100.0;0.0;8.992750197649;1.5922235250473
1771.0;17.7100799999998;1.54824697971344;0.477400004863739;1.60198128223419;200.0;100.0;0.0;5.66497333347797;1.60065376758575
1781.0;17.8101043199995;1.55789816379547;0.480500012636185;1.61031663417816;200.0;100.0;0.0;3.79541553556919;1.60895371437073
1791.0;17.9100057599999;1.5655552148819;0.483900010585785;1.61864173412323;200.0;100.0;0.0;3.54630872607231;1.61710715293884
1801.0;18.0100300799995;1.56999528408051;0.486900001764297;1.6269770860672;200.0;100.0;0.0;7.51199945807457;1.62506532669067
1811.0;18.1100544000001;1.5807363986969;0.490799993276596;1.63531243801117;200.0;100.0;0.0;9.19638648629189;1.63338160514832
1821.0;18.2100787199997;1.58336853981018;0.493800014257431;1.64364778995514;200.0;100.0;0.0;10.0956551730633;1.64177918434143
1831.0;18.3101030400003;1.59262084960938;0.497299998998642;1.65198302268982;200.0;100.0;0.0;10.705541819334;1.65022563934326
1841.0;18.4100044799998;1.60120844841003;0.500199973583221;1.66030812263489;200.0;100.0;0.0;9.39382687211037;1.65880215167999
1851.0;18.5100287999994;1.60687160491943;0.50330001115799;1.66864347457886;200.0;100.0;0.0;7.09837004542351;1.66708588600159
1861.0;18.61005312;1.6139702796936;0.506200015544891;1.67697882652283;200.0;100.0;0.0;5.11279851198196;1.67536950111389
1871.0;18.7100774399996;1.62024486064911;0.509500026702881;1.6853141784668;200.0;100.0;0.0;5.45018836855888;1.68347418308258
1881.0;18.8101017600002;1.62963008880615;0.513000011444092;1.69364953041077;200.0;100.0;0.0;10.2355636656284;1.69149744510651
1891.0;18.9100031999997;1.63468170166016;0.516600012779236;1.70197463035584;200.0;100.0;0.0;11.7710612714291;1.69986259937286
1901.0;19.0100275200002;1.64257800579071;0.520099997520447;1.7103099822998;200.0;100.0;0.0;12.5328809022903;1.70830893516541
1911.0;19.1100518399999;1.64699149131775;0.523500025272369;1.71864521503448;200.0;100.0;0.0;12.3582571744919;1.71686935424805
1921.0;19.2100761599995;1.65815806388855;0.52649998664856;1.72698056697845;200.0;100.0;0.0;10.8695290982723;1.7254296541214
1931.0;19.3101004800001;1.66286396980286;0.529799997806549;1.73531591892242;200.0;100.0;0.0;7.84795060753822;1.73390865325928
1941.0;19.4100019199996;1.67065405845642;0.532700002193451;1.74364101886749;200.0;100.0;0.0;5.52050806581974;1.74235498905182
1951.0;19.5100262400001;1.68152821063995;0.536099970340729;1.75197637081146;200.0;100.0;0.0;3.88401001691818;1.75067126750946
1961.0;19.6100505599998;1.68636703491211;0.539499998092651;1.76031172275543;200.0;100.0;0.0;6.24546855688095;1.75867831707001
1971.0;19.7100748799994;1.69157803058624;0.542400002479553;1.7686470746994;200.0;100.0;0.0;8.19635316729546;1.76696193218231
1981.0;19.8100992;1.69811844825745;0.54559999704361;1.77698242664337;200.0;100.0;0.0;9.88085567951202;1.77522933483124
1991.0;19.9100006399995;1.70354223251343;0.548500001430511;1.78530752658844;200.0;100.0;0.0;10.4097150266171;1.7836594581604
2001.0;20.01002496;1.71292757987976;0.551199972629547;1.79364275932312;200.0;100.0;0.0;9.59309786558151;1.79220354557037
2011.0;20.1100492799997;1.71848428249359;0.553699970245361;1.80197811126709;200.0;100.0;0.0;7.47243985533714;1.80060112476349
