S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déplacement[mm]
695;69.50006784;11.4378252;1.896278501
696;69.60009216;11.49711418;1.899110198
697;69.70011648;11.56076431;1.902072191
698;69.80001792;11.64568329;1.905750155
699;69.90004224;11.73568058;1.909314275
700;70.00006656;11.78707314;1.911885619
701;70.10009088;11.85845947;1.915205598
702;70.2001152;11.94441605;1.918899894
703;70.30001664;12.03055763;1.922398925
704;70.40004096;12.07679272;1.924970269
705;70.50006528;12.15211391;1.928420424
706;70.6000896;12.23977184;1.932065845
707;70.70011392;12.3293438;1.93584156
708;70.80001536;12.37058067;1.938331485
709;70.90003968;12.44925213;1.94194448
710;71.000064;12.52970409;1.945573688
711;71.10008832;12.61975479;1.949446917
712;71.20011264;12.67654514;1.952311277
713;71.30001408;12.73689747;1.955387115
714;71.4000384;12.82282734;1.959162831
715;71.50006272;12.91234589;1.963019848
716;71.60008704;12.97051811;1.966030598
717;71.70011136;13.02547359;1.968846083
718;71.8000128;13.10651112;1.972589135
719;71.90003712;13.18951607;1.976185799
720;72.00006144;13.25481415;1.979310513
721;72.10008576;13.3121891;1.982256174
722;72.20011008;13.39298725;1.98586905
723;72.30001152;13.47726822;1.989547133
724;72.40003584;13.52028656;1.992037058
725;72.50006016;13.58909416;1.995471001
726;72.60008448;13.66686058;1.9989537
727;72.7001088;13.74888229;2.002469063
728;72.80001024;13.79003906;2.004910231
729;72.90003456;13.86349964;2.00831151
730;73.00005888;13.94323349;2.011924505
731;73.1000832;14.00403881;2.014788628
732;73.20010752;14.05282593;2.017555475
733;73.30000896;14.13301277;2.02100563
734;73.40003328;14.21112537;2.024439573
735;73.5000576;14.24212646;2.026669025
736;73.60008192;14.31984043;2.030086756
737;73.70010624;14.40026569;2.033471823
738;73.80000768;14.43054867;2.035619974
739;73.900032;14.51073551;2.039119005
740;74.00005632;14.58350468;2.042422771
741;74.10008064;14.61251068;2.044456959
742;74.20010496;14.68389702;2.047695637
743;74.3000064;14.75844765;2.050917864
744;74.40003072;14.78822517;2.053017378
745;74.50005504;14.86628437;2.056288481
746;74.60007936;14.91422176;2.058859825
747;74.70010368;14.96455097;2.061594009
748;74.80000512;15.0424509;2.064865112
749;74.90002944;15.07164383;2.066834211
750;75.00005376;15.13781834;2.069942713
751;75.10007808;15.20093632;2.07277441
752;75.2001024;15.23698902;2.075036526
753;75.30000384;15.31342697;2.07832408
754;75.40002816;15.33458996;2.080049038
755;75.50005248;15.40847588;2.083271503
756;75.6000768;15.44899464;2.085533619
757;75.70010112;15.49932384;2.088072538
758;75.80000256;15.57132149;2.091229677
759;75.90002688;15.59192657;2.092922211
760;76.0000512;15.66504097;2.0960958
761;76.10007552;15.68133926;2.097641706
762;76.20009984;15.75187397;2.100782633
763;76.30000128;15.7767868;2.102475166
764;76.4000256;15.8411541;2.105518579
765;76.50004992;15.86803341;2.107276201
766;76.60007424;15.92235088;2.109896421
767;76.70009856;15.95539856;2.111800432
768;76.8;16.00740242;2.114388227
769;76.90002432;16.04595375;2.116487503
770;77.00004864;16.09147072;2.118896246
771;77.10007296;16.12640762;2.120865345
772;77.20009728;16.16899872;2.123192549
773;77.3001216;16.19143867;2.124722481
774;77.40002304;16.25322723;2.127521515
775;77.50004736;16.26529694;2.128904819
776;77.60007168;16.32841492;2.131622791
777;77.700096;16.33615303;2.132827044
778;77.80012032;16.39831352;2.135544777
779;77.90002176;16.40753937;2.13692832
780;78.00004608;16.44098473;2.138767242
781;78.1000704;16.47982979;2.140915394
782;78.20009472;16.49381447;2.142201185
783;78.30011904;16.55132103;2.144788742
784;78.40002048;16.55403328;2.145862818
785;78.5000448;16.59343529;2.147815704
786;78.60006912;16.62597847;2.149736166
787;78.70009344;16.63033867;2.150794029
788;78.80011776;16.68614578;2.153186321
789;78.9000192;16.6896286;2.154341936
790;79.00004352;16.70257568;2.155546188
791;79.10006784;16.75779724;2.157905817
792;79.20009216;16.75226784;2.158849955
793;79.30011648;16.75864792;2.159826279
794;79.40001792;16.81551743;2.162169933
795;79.50004224;16.81674004;2.16316247
796;79.60006656;16.81993103;2.164106369
797;79.70009088;16.87036705;2.166205883
798;79.8001152;16.87299919;2.167279959
799;79.90001664;16.87411499;2.168126345
800;80.00004096;16.8883934;2.169346809
801;80.10006528;16.93220901;2.171348572
802;80.2000896;16.92340851;2.17204833
803;80.30011392;16.92130852;2.172731876
804;80.40001536;16.93819046;2.173838615
805;80.50003968;16.96956253;2.175449848
806;80.600064;16.96560097;2.176116943
807;80.70008832;16.95850372;2.176637888
808;80.80011264;16.95635033;2.177337646
809;80.90001408;16.97230148;2.178330421
810;81.0000384;17.01010895;2.179974079
811;81.10006272;16.99737358;2.18044591
812;81.20008704;16.9888649;2.180869102
813;81.30011136;16.9888649;2.181308508
814;81.4000128;16.98081017;2.181764126
815;81.50003712;16.991045;2.18251276
816;81.60006144;17.01768684;2.183798552
817;81.70008576;17.01933479;2.18433547
818;81.80011008;17.00734329;2.184563398
819;81.90001152;16.9976387;2.184758663
820;82.00003584;16.98522377;2.184937716
821;82.10006016;16.975811;2.185067892
822;82.20008448;16.96655846;2.185214281
823;82.3001088;16.95775795;2.185263157
824;82.40001024;16.9461937;2.185360909
825;82.50003456;16.93710136;2.185409784
826;82.60005888;16.92718315;2.185425997
827;82.7000832;16.91891479;2.185442209
828;82.80010752;16.91053963;2.185442209
829;82.90000896;16.9025898;2.185442209
830;83.00003328;16.89368439;2.185442209
831;83.1000576;16.88238335;2.185425997
832;83.20008192;16.87645531;2.185344696
833;83.30010624;16.86991501;2.185165644
834;83.40000768;16.85478592;2.184937716
835;83.500032;16.84481621;2.184596062
836;83.60005632;16.82923698;2.184205294
837;83.70008064;16.804245;2.183603287
838;83.80010496;16.74726868;2.182154894
839;83.9000064;16.71509743;2.181438684
840;84.00003072;16.69478607;2.181064367
841;84.10005504;16.68018913;2.180641174
842;84.20007936;16.66301346;2.180234432
843;84.30010368;16.64022827;2.179778814
844;84.40000512;16.60284805;2.17886734
845;84.50002944;16.54363823;2.177321196
846;84.60005376;16.52215576;2.176800489
847;84.70007808;16.50152397;2.176312208
848;84.8001024;16.48363113;2.175840378
849;84.90000384;16.45863914;2.175254345
850;85.00002816;16.41593933;2.174082756
851;85.10005248;16.35680962;2.172650576
852;85.2000768;16.3380394;2.172162294
853;85.30010112;16.31626511;2.1715765
854;85.40000256;16.28903961;2.170876741
855;85.50002688;16.23294067;2.169444561
856;85.6000512;16.17697525;2.167963505
857;85.70007552;16.15304756;2.167393923
858;85.80009984;16.12773705;2.16674304
859;85.90000128;16.08995628;2.165717602
860;86.0000256;16.01192284;2.163715839
861;86.10004992;15.98727608;2.163048744
862;86.20007424;15.96411896;2.162365198
863;86.30009856;15.92373371;2.161356211
864;86.4;15.84580612;2.159256697
865;86.50002432;15.81794357;2.158540726
866;86.60004864;15.78848457;2.15777564
867;86.70007296;15.73483181;2.156327248
868;86.80009728;15.66982651;2.15452075
869;86.9001216;15.63515663;2.153690815
870;87.00002304;15.60141754;2.152665615
871;87.10004736;15.5184927;2.150517464
872;87.20007168;15.49055004;2.149654865
873;87.300096;15.45303535;2.148743391
874;87.40012032;15.37194443;2.146562576
875;87.50002176;15.32586956;2.145342112
876;87.60004608;15.29742146;2.144479513
877;87.7000704;15.23042202;2.142689466
878;87.80009472;15.16608047;2.140980482
879;87.90011904;15.13159752;2.140052795
880;88.00002048;15.05542564;2.137985945
881;88.1000448;15.00227737;2.136472464
882;88.20006912;14.96691704;2.135512352
883;88.30009344;14.88494873;2.133282661
884;88.40011776;14.8332901;2.131915808
885;88.5000192;14.79987049;2.130841494
886;88.60004352;14.70926094;2.128449202
887;88.70006784;14.66751957;2.12732625
888;88.80009216;14.61713696;2.125926733
889;88.90011648;14.52594376;2.123387814
890;89.00001792;14.49161911;2.122443914
891;89.10004224;14.42374229;2.120556116
892;89.20006656;14.35302067;2.118668318
893;89.30009088;14.31268787;2.117545366
894;89.4001152;14.21240139;2.11479497
895;89.50001664;14.17446232;2.113655806
896;89.60004096;14.10815334;2.111881971
897;89.70006528;14.02783394;2.109717369
898;89.8000896;13.98827267;2.108513117
899;89.90011392;13.89208031;2.105860472
900;90.00001536;13.85459232;2.104769945
901;90.10003968;13.77887249;2.102719307
902;90.200064;13.70365715;2.100652456
903;90.30008832;13.65455151;2.099301815
904;90.40011264;13.56240082;2.096648932
905;90.50001408;13.5191431;2.095460892
906;90.6000384;13.41728783;2.092661858
907;90.70006272;13.37373829;2.091359854
908;90.80008704;13.29828453;2.089195251
909;90.90011136;13.22514343;2.087177277
910;91.0000128;13.16920376;2.085533619
911;91.10003712;13.08042908;2.083076239
912;91.20006144;13.03283882;2.081692934
913;91.30008576;12.9299202;2.078828573
914;91.40011008;12.88780594;2.077526569
915;91.50001152;12.7858448;2.074613571
916;91.60003584;12.74208164;2.073311567
917;91.70006016;12.63435078;2.070430994
918;91.80008448;12.58896732;2.068982601
919;91.9001088;12.50021935;2.066476345
920;92.00001024;12.44438648;2.064734936
921;92.10003456;12.37073994;2.062619209
922;92.20005888;12.29435539;2.060422182
923;92.3000832;12.22310162;2.058339119
924;92.40010752;12.143713;2.055914164
925;92.50000896;12.07743073;2.054026365
926;92.60003328;11.99373531;2.051585197
927;92.7000576;11.93622684;2.049811363
928;92.80008192;11.84309292;2.047093391
929;92.90010624;11.77750206;2.045026541
930;93.00000768;11.69829941;2.042601824
931;93.100032;11.62260532;2.040307045
932;93.20005632;11.55690861;2.038110018
933;93.30008064;11.47052765;2.035603762
934;93.40010496;11.40581417;2.033422947
935;93.5000064;11.30611324;2.03050971
936;93.60003072;11.25751114;2.02884984
937;93.70005504;11.15416718;2.025741339
938;93.80007936;11.10976696;2.024178982
939;93.90010368;11.00812435;2.02100563
940;94.00000512;10.96032143;2.019378185
941;94.10002944;10.8661499;2.016432524
942;94.20005376;10.81395912;2.014609814
943;94.30007808;10.71917629;2.011647701
944;94.4001024;10.65579224;2.009597301
945;94.50000384;10.57536602;2.007025957
946;94.60002816;10.4811945;2.00403142
947;94.70005248;10.4309721;2.002257347
948;94.8000768;10.33007336;1.999067664
949;94.90010112;10.28865147;1.997554183
950;95.00000256;10.18785954;1.994413137
951;95.10002688;10.14824486;1.99285078
952;95.2000512;10.04458141;1.989482045
953;95.30007552;9.98034668;1.987366319
954;95.40009984;9.906727791;1.984908938
955;95.50000128;9.818006516;1.981995821
956;95.6000256;9.763449669;1.979945183
957;95.70004992;9.662498474;1.976722836
958;95.80007424;9.62338829;1.97516048
959;95.90009856;9.530281067;1.971954465
960;96;9.474766731;1.969920158
961;96.10002432;9.3903265;1.966941953
962;96.20004864;9.293017387;1.963687062
963;96.30007296;9.259969711;1.962092161
964;96.40009728;9.159842491;1.958560586
965;96.5001216;9.106323242;1.956444979
966;96.60002304;9.032755852;1.95351553
967;96.70004736;8.939888;1.950195551
968;96.80007168;8.904287338;1.948389173
969;96.900096;8.812987328;1.945052862
970;97.00012032;8.748673439;1.942530394
971;97.10002176;8.686831474;1.939942718
972;97.20004608;8.592554092;1.936427474
973;97.3000704;8.554162025;1.934474468
974;97.40009472;8.471103668;1.931219578
975;97.50011904;8.383791924;1.927948475
976;97.60002048;8.344043732;1.925914168
977;97.7000448;8.259922028;1.922529101
978;97.80006912;8.176279068;1.919306755
979;97.90009344;8.148655891;1.917402625
980;98.00011776;8.05934906;1.913773417
981;98.1000192;7.977647305;1.910339594
982;98.20004352;7.945210934;1.908093691
983;98.30006784;7.87451601;1.9048388
984;98.40009216;7.788479805;1.901209593
985;98.50011648;7.75287962;1.898768425
986;98.60001792;7.687315941;1.895546079
987;98.70004224;7.610080719;1.891933203
988;98.80006656;7.552652359;1.889068842
989;98.90009088;7.507161617;1.886188269
990;99.0001152;7.438859463;1.882738113
991;99.10001664;7.359364033;1.879060149
992;99.20004096;7.334265709;1.876814246
993;99.30006528;7.265485287;1.873429179
994;99.4000896;7.190589428;1.869767427
995;99.50011392;7.131114006;1.866691589
996;99.60001536;7.09915638;1.864120245
997;99.70003968;7.028381348;1.860621214
998;99.800064;6.951358318;1.857073426
999;99.90008832;6.934449196;1.8549577
1000;100.0001126;6.867396355;1.851507545
1001;100.1000141;6.792606831;1.847992301
1002;100.2000384;6.768518925;1.845664978
1003;100.3000627;6.70524168;1.842312455
1004;100.400087;6.638906956;1.8388623
1005;100.5001114;6.611681461;1.836502552
1006;100.6000128;6.555689335;1.833296418
1007;100.7000371;6.490603924;1.829732418
1008;100.8000614;6.442534447;1.826949477
1009;100.9000858;6.417143822;1.824394345
1010;101.0001101;6.346501827;1.820732594
1011;101.1000115;6.294976234;1.817754388
1012;101.2000358;6.274317741;1.815475941
1013;101.3000602;6.204340458;1.811846733
1014;101.4000845;6.175095081;1.809486985
1015;101.5001088;6.135586262;1.806687832
1016;101.6000102;6.069863319;1.803156257
1017;101.7000346;6.045775414;1.801073074
1018;101.8000589;6.00108242;1.797997236
1019;101.9000832;5.938230515;1.794986486
1020;102.0001075;5.929722309;1.793001056
1021;102.100009;5.863866329;1.789599657
1022;102.2000333;5.847674847;1.78764677
1023;102.3000576;5.800668716;1.78478241
1024;102.4000819;5.749860764;1.782080889
1025;102.5001062;5.735769749;1.780014038
1026;102.6000077;5.669647217;1.776824236
1027;102.700032;5.668530941;1.775261879
1028;102.8000563;5.612724304;1.772300005
1029;102.9000806;5.60884285;1.770851493
1030;103.000105;5.541152;1.767808199
1031;103.1000064;5.53902483;1.766327262
1032;103.2000307;5.482527256;1.763430357
1033;103.300055;5.480958939;1.762128472
1034;103.4000794;5.422413826;1.759247899
1035;103.5001037;5.421802521;1.757978439
1036;103.6000051;5.37931633;1.75568378
1037;103.7000294;5.363310814;1.753909826
1038;103.8000538;5.34376955;1.752363801
1039;103.9000781;5.302080631;1.749955177
1040;104.0001024;5.301734924;1.74886477
1041;104.1000038;5.249810696;1.746521235
1042;104.2000282;5.245503426;1.745121717
1043;104.3000525;5.239866734;1.74411273
1044;104.4000768;5.183183193;1.741704106
1045;104.5001011;5.181960106;1.740629911
1046;104.6000026;5.182172775;1.739767432
1047;104.7000269;5.135592461;1.737700582
1048;104.8000512;5.127296925;1.736512542
1049;104.9000755;5.125622272;1.735649943
1050;105.0000998;5.113604546;1.7346735
1051;105.1000013;5.069177628;1.732688069
1052;105.2000256;5.073085785;1.731988192
1053;105.3000499;5.074202538;1.731402397
1054;105.4000742;5.071065426;1.730783939
1055;105.5000986;5.045408726;1.729644775
1056;105.6;5.020549774;1.728277683
1057;105.7000243;5.027303219;1.727805734
1058;105.8000486;5.028127193;1.727398872
1059;105.900073;5.031450748;1.727040768
1060;106.0000973;5.027622223;1.726601362
1061;106.1001216;5.018928051;1.72603178
1062;106.200023;4.982822895;1.72468102
1063;106.3000474;4.975644112;1.724095106
1064;106.4000717;4.980908394;1.723834753
1065;106.500096;4.988273144;1.723672032
1066;106.6001203;4.994042397;1.723541856
1067;106.7000218;5.001327515;1.723444223
1068;106.8000461;5.004597664;1.723379135
1069;106.9000704;5.01164341;1.723346472
1070;107.0000947;5.016641617;1.723330259
1071;107.100119;5.019752502;1.723313928
1072;107.2000205;5.023793697;1.723313928
1073;107.3000448;5.026957512;1.723313928
1074;107.4000691;5.032328129;1.723313928
1075;107.5000934;5.035039902;1.723313928
1076;107.6001178;5.037167072;1.723313928
1077;107.7000192;5.039160728;1.723330259
1078;107.8000435;5.046020508;1.723444223
1079;107.9000678;5.053890228;1.723753333
1080;108.0000922;5.067848206;1.72412765
1081;108.1001165;5.088001251;1.7245996
1082;108.2000179;5.131763935;1.725803971
1083;108.3000422;5.167603016;1.726682782
1084;108.4000666;5.186107635;1.727024555
1085;108.5000909;5.194748402;1.727366328
1086;108.6001152;5.208573818;1.727675557
1087;108.7000166;5.221734524;1.728049874
1088;108.800041;5.244440079;1.728538036
1089;108.9000653;5.268315315;1.729156494
1090;109.0000896;5.315639973;1.730442166
1091;109.1001139;5.345125198;1.731141925
1092;109.2000154;5.360519409;1.731532574
1093;109.3000397;5.377907276;1.731971979
1094;109.400064;5.394178391;1.732460141
1095;109.5000883;5.418691635;1.733029842
1096;109.6001126;5.461576939;1.734217882
1097;109.7000141;5.520467281;1.735666275
1098;109.8000384;5.53524971;1.736121893
1099;109.9000627;5.554817677;1.736610174
1100;110.000087;5.57385397;1.737163544
1101;110.1001114;5.610411167;1.738156199
1102;110.2000128;5.684642792;1.740190506
1103;110.3000371;5.704476357;1.740629911
1104;110.4000614;5.725985527;1.741232157
1105;110.5000858;5.757119179;1.742078424
1106;110.6001101;5.830605984;1.744014978
1107;110.7000115;5.858389378;1.744828701
1108;110.8000358;5.881652832;1.745430946
1109;110.9000602;5.908505917;1.746114492
1110;111.0000845;5.960909367;1.747530341
1111;111.1001088;6.024425507;1.749271631
1112;111.2000102;6.04989624;1.749971509
1113;111.3000346;6.075153828;1.750752687
1114;111.4000589;6.142765045;1.752493978
1115;111.5000832;6.18432045;1.753795981
1116;111.6001075;6.215773106;1.754625916
1117;111.700009;6.260067463;1.755797744
1118;111.8000333;6.335414886;1.757945895
1119;111.9000576;6.367957592;1.758759618
1120;112.0000819;6.400872707;1.759638429
1121;112.1001062;6.476911545;1.761884332
1122;112.2000077;6.519371033;1.762990952
1123;112.300032;6.551701069;1.763886094
1124;112.4000563;6.619950294;1.765822768
1125;112.5000806;6.673310757;1.767352581
1126;112.600105;6.706544399;1.768247604
1127;112.7000064;6.783061981;1.770428419
1128;112.8000307;6.836103439;1.771925688
1129;112.900055;6.870586872;1.772902131
1130;113.0000794;6.955692291;1.775278211
1131;113.1001037;6.993498802;1.776401162
1132;113.2000051;7.030375481;1.777523994
1133;113.3000294;7.122499466;1.780176759
1134;113.4000538;7.1567173;1.781202078
1135;113.5000781;7.215873718;1.782927155
1136;113.6001024;7.287499428;1.785075426
1137;113.7000038;7.322301865;1.786149502
1138;113.8000282;7.414744854;1.788785934
1139;113.9000525;7.44816494;1.789990306
1140;114.0000768;7.507719994;1.791682839
1141;114.1001011;7.584928989;1.794189095
1142;114.2000026;7.627654552;1.795523524
1143;114.3000269;7.714673996;1.798225164
1144;114.4000512;7.755060196;1.799592137
1145;114.5000755;7.846944809;1.802423954
1146;114.6000998;7.881986618;1.803758383
1147;114.7000013;7.975998878;1.806622744
1148;114.8000256;8.018910408;1.808119893
1149;114.9000499;8.106807709;1.810821533
1150;115.0000742;8.149346352;1.81238389
1151;115.1000986;8.225571632;1.814711094
1152;115.2;8.287706375;1.816891909
1153;115.3000243;8.357895851;1.819088936
1154;115.4000486;8.420987129;1.821253419
1155;115.500073;8.50189209;1.823792219
1156;115.6000973;8.558415413;1.825761437
1157;115.7001216;8.63325882;1.828170061
1158;115.800023;8.696775436;1.830318213
1159;115.9000474;8.774914742;1.832775712
1160;116.0000717;8.83298111;1.834826231
1161;116.100096;8.928534508;1.837804437
1162;116.2001203;8.974397659;1.839480758
1163;116.3000218;9.064634323;1.842393875
1164;116.4000461;9.108210564;1.844004989
1165;116.5000704;9.210836411;1.847227335
1166;116.6000947;9.252923965;1.8489362
1167;116.700119;9.350286484;1.852060914
1168;116.8000205;9.402715683;1.853899837
1169;116.9000448;9.485189438;1.856715322
1170;117.0000691;9.549635887;1.858961225
1171;117.1000934;9.62610054;1.861662745
1172;117.2001178;9.720298767;1.864738584
1173;117.3000192;9.764432907;1.866431236
1174;117.4000435;9.861157417;1.869751215
1175;117.5000678;9.91305542;1.87168777
1176;117.6000922;9.997495651;1.874649763
1177;117.7001165;10.08988571;1.877709389
1178;117.8000179;10.13862038;1.8796134
1179;117.9000422;10.23693943;1.883079886
1180;118.0000666;10.28793335;1.884935141
1181;118.1000909;10.37069893;1.887962222
1182;118.2001152;10.46290302;1.891200781
1183;118.3000166;10.51030731;1.893039823
1184;118.400041;10.60487843;1.89642489
1185;118.5000653;10.66679955;1.898719668
1186;118.6000896;10.74033928;1.90150249
1187;118.7001139;10.84296513;1.905066609
1188;118.8000154;10.887393;1.907100916
1189;118.9000397;10.96648884;1.910176754
1190;119.000064;11.06177711;1.913594484
1191;119.1000883;11.11043167;1.915937901
1192;119.2001126;11.1921072;1.919225335
1193;119.3000141;11.28040314;1.922691822
1194;119.4000384;11.33267307;1.925084114
1195;119.5000627;11.41291332;1.92838788
1196;119.600087;11.49796581;1.931935668
1197;119.7001114;11.5803318;1.935369611
1198;119.8000128;11.62598228;1.93774569
1199;119.9000371;11.7151022;1.941423655
1200;120.0000614;11.80496693;1.945052862
1201;120.1000858;11.86904144;1.94796598
1202;120.2001101;11.93540287;1.951041818
1203;120.3000115;12.01479149;1.95455718
1204;120.4000358;12.11188793;1.958397865
1205;120.5000602;12.15543747;1.960904121
1206;120.6000845;12.23036003;1.964191556
1207;120.7001088;12.3184166;1.967885852
1208;120.8000102;12.40618038;1.971482515
1209;120.9000346;12.45619106;1.974167824
1210;121.0000589;12.52138233;1.977276206
1211;121.1000832;12.61294842;1.981133223
1212;121.2001075;12.70153713;1.98476243
1213;121.300009;12.74359703;1.98721993
1214;121.4000333;12.81907845;1.990556121
1215;121.5000576;12.91013908;1.994429469
1216;121.6000819;12.98912907;1.997830749
1217;121.7001062;13.0271225;2.000255585
1218;121.8000077;13.1047039;2.003771067
1219;121.900032;13.19618988;2.007530451
1220;122.0000563;13.26946354;2.010833979
1221;122.1000806;13.30987644;2.013340235
1222;122.200105;13.39173794;2.016920567
1223;122.3000064;13.47668362;2.020436049
1224;122.4000307;13.52549744;2.023104906
1225;122.500055;13.58909416;2.02622962
1226;122.6000794;13.67260361;2.029809952
1227;122.7001037;13.74247456;2.032934666
1228;122.8000051;13.78501415;2.035440922
1229;122.9000294;13.87030506;2.039053917
1230;123.0000538;13.94756794;2.042520285
1231;123.1000781;13.9815464;2.044684887
1232;123.2001024;14.05322456;2.047988653
1233;123.3000038;14.14019108;2.051520109
1234;123.4000282;14.17664242;2.053733349
1235;123.5000525;14.24491787;2.05684185
1236;123.6000768;14.33308029;2.060438395
1237;123.7001011;14.36905289;2.062765598
1238;123.8000026;14.43352699;2.065727711
1239;123.9000269;14.51358032;2.069194078
1240;124.0000512;14.54309177;2.071244717
1241;124.1000755;14.61862564;2.074532032
1242;124.2000998;14.69963646;2.077917099
1243;124.3000013;14.72372437;2.079739809
1244;124.4000256;14.80300713;2.083206415
1245;124.5000499;14.85487843;2.085680008
1246;124.6000742;14.9058733;2.088300228
1247;124.7000986;14.98510265;2.091669083
1248;124.8;15.01227474;2.093589544
1249;124.9000243;15.08270359;2.096681595
1250;125.0000486;15.13486767;2.099155188
1251;125.100073;15.18200684;2.101661444
1252;125.2000973;15.26458645;2.105014086
1253;125.3001216;15.28277206;2.106722832
1254;125.400023;15.35112667;2.109750032
1255;125.5000474;15.38768387;2.111702919
1256;125.6000717;15.45072269;2.11456728
1257;125.700096;15.51479721;2.117366314
1258;125.8001203;15.54622364;2.119433165
1259;125.9000218;15.61989594;2.122427702
1260;126.0000461;15.63342857;2.123990059
1261;126.1000704;15.71201992;2.127082109
1262;126.2000947;15.73156166;2.128644466
1263;126.300119;15.80034256;2.131573915
1264;126.4000205;15.81858158;2.133022308
1265;126.5000448;15.89113712;2.136049509
1266;126.6000691;15.90724945;2.137481451
1267;126.7000934;15.97805119;2.140443563
1268;126.8001178;15.99333858;2.141794205
1269;126.9000192;16.06041718;2.144625902
1270;127.0000435;16.07419014;2.145944357
1271;127.1000678;16.13605881;2.148564339
1272;127.2000922;16.15942764;2.150224447
1273;127.3001165;16.1916256;2.151884317
1274;127.4000179;16.23815155;2.15421176
1275;127.5000422;16.25790596;2.155578613
1276;127.6000666;16.31932259;2.158215046
1277;127.7000909;16.32769775;2.159321785
1278;127.8001152;16.38055229;2.161486387
1279;127.9000166;16.40918732;2.163195133
1280;128.000041;16.42484665;2.164497137
1281;128.1000653;16.48599815;2.167003393
1282;128.2000896;16.48985291;2.168093681
1283;128.3001139;16.54015541;2.170128107
1284;128.4000154;16.56780624;2.171869278
1285;128.5000397;16.5738945;2.172878504
1286;128.600064;16.62595177;2.174961567
1287;128.7000883;16.6383419;2.176198483
1288;128.8001126;16.64392471;2.177142382
1289;128.9000141;16.69008064;2.179079056
1290;129.0000384;16.71576309;2.180657625
1291;129.1000627;16.72126579;2.181503773
1292;129.200087;16.75793076;2.18322897
1293;129.3001114;16.78962135;2.184872627
1294;129.4000128;16.78637886;2.185605049
1295;129.5000371;16.79860878;2.186516285
1296;129.6000614;16.84989548;2.188550711
1297;129.7000858;16.85162354;2.189364433
1298;129.8001101;16.85101128;2.190031528
1299;129.9000115;16.85736656;2.190845251
1300;130.0000358;16.90405273;2.192635536
1301;130.1000602;16.91654778;2.193693399
1302;130.2000845;16.91471481;2.194262981
1303;130.3001088;16.91633606;2.194881439
1304;130.4000102;16.93066597;2.19576025
1305;130.5000346;16.96972275;2.197371483
1306;130.6000589;16.96775627;2.197941065
1307;130.7000832;16.96536255;2.198396683
1308;130.8001075;16.96081543;2.198868752
1309;130.900009;16.96129417;2.199324369
1310;131.0000333;16.97004128;2.20004034
1311;131.1000576;16.99740028;2.201195955
1312;131.2000819;17.00535011;2.201911926
1313;131.3001062;17.00383377;2.202270031
1314;131.4000077;16.99569893;2.202546597
1315;131.500032;16.9865799;2.20280695
1316;131.6000563;16.98195267;2.202986002
1317;131.7000806;16.97759247;2.20321393
1318;131.800105;16.97006798;2.203344107
1319;131.9000064;16.96419334;2.203506947
1320;132.0000307;16.96076393;2.203637123
1321;132.100055;16.95347786;2.203734636
1322;132.2000794;16.94986153;2.203864813
1323;132.3001037;16.94263077;2.203897476
1324;132.4000051;16.93337822;2.203962564
1325;132.5000294;16.92994881;2.203962564
1326;132.6000538;16.92322159;2.203978777
1327;132.7000781;16.91524506;2.203978777
1328;132.8001024;16.90732384;2.203978777
1329;132.9000038;16.90309525;2.203962564
1330;133.0000282;16.89541245;2.203897476
1331;133.1000525;16.88916397;2.203702211
1332;133.2000768;16.87725258;2.203376532
1333;133.3001011;16.8643589;2.203116179
1334;133.4000026;16.85279274;2.202741861
1335;133.5000269;16.83907318;2.202367544
1336;133.6000512;16.81392288;2.201895714
1337;133.7000755;16.78507614;2.201098204
1338;133.8000998;16.73046494;2.199698687
1339;133.9000013;16.70443726;2.19916153
1340;134.0000256;16.69029236;2.198754787
1341;134.1000499;16.67125702;2.198331594
1342;134.2000742;16.65216637;2.197908401
1343;134.3000986;16.63110924;2.197322607
1344;134.4;16.58729362;2.196248531
1345;134.5000243;16.53417397;2.194930315
1346;134.6000486;16.51537514;2.194458246
1347;134.700073;16.49910545;2.193969965
1348;134.8000973;16.4756012;2.193433046
1349;134.9001216;16.44731331;2.1926682
1350;135.000023;16.37816048;2.190877914
1351;135.1000474;16.34931374;2.190064192
1352;135.2000717;16.32578278;2.189527035
1353;135.300096;16.30491257;2.188957453
1354;135.4001203;16.27266312;2.188176394
1355;135.5000218;16.20499802;2.186402321
1356;135.6000461;16.17104721;2.18552351
1357;135.7000704;16.14990997;2.184953928
1358;135.8000947;16.12340164;2.184286833
1359;135.900119;16.07546616;2.183001041
1360;136.0000205;16.00580788;2.181210995
1361;136.1000448;15.98291588;2.180543661
1362;136.2000691;15.9557972;2.179795027
1363;136.3000934;15.90140057;2.178313971
1364;136.4001178;15.84054279;2.176719189
1365;136.5000192;15.81148243;2.175970554
1366;136.6000435;15.78518772;2.175156832
1367;136.7000678;15.70712852;2.173203945
1368;136.8000922;15.66751385;2.172080994
1369;136.9001165;15.63887882;2.171316147
1370;137.0000179;15.59139442;2.170063019
1371;137.1000422;15.51219177;2.167865992
1372;137.2000666;15.48225498;2.167084694
1373;137.3000909;15.44692039;2.166075706
1374;137.4001152;15.35577965;2.163650751
1375;137.5000166;15.32321072;2.162804604
1376;137.600041;15.28737164;2.161844254
1377;137.7000653;15.19950104;2.159484625
