S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déplacement[mm]
2047;204.7000166;5.190175533;1.779932618
2048;204.800041;5.166619301;1.778614402
2049;204.9000653;5.128546715;1.776759148
2050;205.0000896;5.134023666;1.776059389
2051;205.1001139;5.135486126;1.7754246
2052;205.2000154;5.120012283;1.774513245
2053;205.3000397;5.083588123;1.772771955
2054;205.400064;5.081035614;1.772137165
2055;205.5000883;5.087256908;1.771665215
2056;205.6001126;5.088027954;1.771209598
2057;205.7000141;5.081727028;1.770623684
2058;205.8000384;5.061307907;1.769630909
2059;205.9000627;5.028552532;1.76829648
2060;206.000087;5.030386925;1.767808199
2061;206.1001114;5.036342621;1.76749897
2062;206.2000128;5.039905071;1.767254949
2063;206.3000371;5.045036793;1.767043352
2064;206.4000614;5.045807838;1.766799212
2065;206.5000858;5.050965309;1.766603947
2066;206.6001101;5.049689293;1.766408682
2067;206.7000115;5.047721863;1.766245842
2068;206.8000358;5.050513744;1.766083121
2069;206.9000602;5.049768925;1.765936613
2070;207.0000845;5.053411484;1.765871525
2071;207.1001088;5.058064461;1.765838981
2072;207.2000102;5.061228275;1.765806437
2073;207.3000346;5.064977169;1.765806437
2074;207.4000589;5.07175684;1.765806437
2075;207.5000832;5.077021122;1.765806437
2076;207.6001075;5.077552795;1.765838981
2077;207.700009;5.081035614;1.766001821
2078;207.8000333;5.094515324;1.76631093
2079;207.9000576;5.109297752;1.766636491
2080;208.0000819;5.119081497;1.766929388
2081;208.1001062;5.1316576;1.767222404
2082;208.2000077;5.146253586;1.767531514
2083;208.300032;5.161195755;1.767873287
2084;208.4000563;5.176057816;1.768263936
2085;208.5000806;5.197593212;1.768784642
2086;208.600105;5.248587608;1.77003777
2087;208.7000064;5.284267426;1.770965457
2088;208.8000307;5.302824974;1.771356106
2089;208.900055;5.314443588;1.771714091
2090;209.0000794;5.330688477;1.772120953
2091;209.1001037;5.344832897;1.772511482
2092;209.2000051;5.369744778;1.773097396
2093;209.3000294;5.41268301;1.774220347
2094;209.4000538;5.459503174;1.775408387
2095;209.5000781;5.477981091;1.775864005
2096;209.6001024;5.49523592;1.776352286
2097;209.7000038;5.515096664;1.776824236
2098;209.8000282;5.537855148;1.777507782
2099;209.9000525;5.602249146;1.779102683
2100;210.0000768;5.638966084;1.780095458
2101;210.1001011;5.660554409;1.780632496
2102;210.2000026;5.676852703;1.781250834
2103;210.3000269;5.708172321;1.781999469
2104;210.4000512;5.7800107;1.783887386
2105;210.5000755;5.809522152;1.784717321
2106;210.6000998;5.830446243;1.785303235
2107;210.7000013;5.857405663;1.785954237
2108;210.8000256;5.900848866;1.787174821
2109;210.9000499;5.966997623;1.788916111
2110;211.0000742;5.991909504;1.789583445
2111;211.1000986;6.018363953;1.790299416
2112;211.2001229;6.062657833;1.79152
2113;211.3000243;6.135639668;1.793538094
2114;211.4000486;6.159700871;1.794286728
2115;211.500073;6.191605568;1.795084119
2116;211.6000973;6.256796837;1.796955705
2117;211.7001216;6.304786682;1.798208833
2118;211.800023;6.330177307;1.79897368
2119;211.9000474;6.371945858;1.800145507
2120;212.0000717;6.454764366;1.802342534
2121;212.100096;6.479304314;1.803172588
2122;212.2001203;6.51594162;1.804165244
2123;212.3000218;6.604343414;1.806557655
2124;212.4000461;6.637497902;1.807534099
2125;212.5000704;6.672459602;1.808559418
2126;212.6000947;6.757299423;1.810902834
2127;212.700119;6.789336681;1.811928153
2128;212.8000205;6.825282574;1.812920928
2129;212.9000448;6.916157246;1.815427184
2130;213.0000691;6.953432083;1.816550136
2131;213.1000934;6.991850853;1.817673087
2132;213.2001178;7.079135895;1.820163012
2133;213.3000192;7.117660999;1.821237087
2134;213.4000435;7.167936802;1.822815776
2135;213.5000678;7.248336315;1.825094223
2136;213.6000922;7.284574509;1.826151967
2137;213.7001165;7.369706631;1.828690767
2138;213.8000179;7.411607742;1.830041528
2139;213.9000422;7.459331512;1.831457496
2140;214.0000666;7.54414463;1.834045053
2141;214.1000909;7.581818581;1.835281968
2142;214.2001152;7.673570633;1.838162541
2143;214.3000166;7.711829185;1.839415669
2144;214.400041;7.789277554;1.841726661
2145;214.5000653;7.840005875;1.843467951
2146;214.6000896;7.902777672;1.845453501
2147;214.7001139;7.976955891;1.847796917
2148;214.8000154;8.030076981;1.849619746
2149;214.9000397;8.107871056;1.852142215
2150;215.000064;8.158572197;1.853720903
2151;215.1000883;8.24006176;1.85638988
2152;215.2001126;8.284222603;1.857773185
2153;215.3000141;8.379405022;1.860816479
2154;215.4000384;8.426092148;1.862378836
2155;215.5000627;8.513616562;1.865129232
2156;215.600087;8.557857513;1.866626501
2157;215.7001114;8.648812294;1.869620919
2158;215.8000128;8.692015648;1.87113452
2159;215.9000371;8.792169571;1.874145269
2160;216.0000614;8.832209587;1.875658751
2161;216.1000858;8.929225922;1.878620744
2162;216.2001101;8.977481842;1.880264401
2163;216.3000115;9.070961952;1.883242607
2164;216.4000358;9.120334625;1.884886384
2165;216.5000602;9.205864906;1.887718081
2166;216.6000845;9.268291473;1.889801264
2167;216.7001088;9.344436646;1.89230752
2168;216.8000102;9.41938591;1.894651055
2169;216.9000346;9.484471321;1.896929383
2170;217.0000589;9.579174042;1.899875045
2171;217.1000832;9.622033119;1.90158391
2172;217.2001075;9.726306915;1.9048388
2173;217.300009;9.772595406;1.906449914
2174;217.4000333;9.864427567;1.909493327
2175;217.5000576;9.910103798;1.911267161
2176;217.6000819;10.00371742;1.914294243
2177;217.7001062;10.07475758;1.916735411
2178;217.8000077;10.14345932;1.919192791
2179;217.900032;10.23268509;1.922187328
2180;218.0000563;10.27822876;1.923961282
2181;218.1000806;10.3818922;1.927346349
2182;218.200105;10.42916393;1.929234147
2183;218.3000064;10.51458836;1.932212353
2184;218.4000307;10.60277748;1.935190558
2185;218.500055;10.65411758;1.937224865
2186;218.6000794;10.75650406;1.940609932
2187;218.7001037;10.80853558;1.942693114
2188;218.8000051;10.89159298;1.945622444
2189;218.9000294;10.98015499;1.948747158
2190;219.0000538;11.0342598;1.950895429
2191;219.1000781;11.12603855;1.954101443
2192;219.2001024;11.18466282;1.956363559
2193;219.3000038;11.26354694;1.959276676
2194;219.4000282;11.36319542;1.962775707
2195;219.5000525;11.40650558;1.964712381
2196;219.6000768;11.49373817;1.967934728
2197;219.7001011;11.58381462;1.971157074
2198;219.8000026;11.62997055;1.97333777
2199;219.9000269;11.71390533;1.976625204
2200;220.0000512;11.80980587;1.980075359
2201;220.1000755;11.85239792;1.982386351
2202;220.2000998;11.93891239;1.985820293
2203;220.3000013;12.03010654;1.989270449
2204;220.4000256;12.07240582;1.991386175
2205;220.5000499;12.16141987;1.995015264
2206;220.6000742;12.25006104;1.998530626
2207;220.7000986;12.30496311;2.001183271
2208;220.8001229;12.37246799;2.004080057
2209;220.9000243;12.46227932;2.007758141
2210;221.0000486;12.54746437;2.011192083
2211;221.100073;12.5854311;2.013421774
2212;221.2000973;12.67072201;2.016937017
2213;221.3001216;12.75728989;2.020338297
2214;221.400023;12.80881596;2.022909641
2215;221.5000474;12.87666607;2.026050568
2216;221.6000717;12.96783352;2.029663563
2217;221.700096;13.02869129;2.032479048
2218;221.8001203;13.08476353;2.035148144
2219;221.9000218;13.17478752;2.038874865
2220;222.0000461;13.2521019;2.042113543
2221;222.1000704;13.29060078;2.04431057
2222;222.2000947;13.37294102;2.047744513
2223;222.300119;13.46073151;2.051227093
2224;222.4000205;13.49896336;2.05342412
2225;222.5000448;13.57444477;2.056662798
2226;222.6000691;13.66308594;2.060210705
2227;222.7000934;13.70352459;2.062440157
2228;222.8001178;13.77145481;2.065597534
2229;222.9000192;13.8614521;2.069096565
2230;223.0000435;13.89181423;2.071146965
2231;223.1000678;13.97484589;2.074564695
2232;223.2000922;14.05676079;2.077900887
2233;223.3001165;14.08252335;2.079837561
2234;223.4000179;14.1677618;2.083303928
2235;223.5000422;14.23571873;2.086103201
2236;223.6000666;14.27841759;2.088560581
2237;223.7000909;14.36171436;2.091945648
2238;223.8001152;14.40941238;2.094305515
2239;223.9000166;14.47175884;2.0970397
2240;224.000041;14.55255699;2.100375891
2241;224.1000653;14.58313179;2.10234499
2242;224.2000896;14.66108513;2.105664968
2243;224.3001139;14.72093296;2.108399153
2244;224.4000154;14.76052094;2.110563755
2245;224.5000397;14.84501553;2.113916159
2246;224.600064;14.87774372;2.11583662
2247;224.7000883;14.94939613;2.118961334
2248;224.8001126;15.01583672;2.121760368
2249;224.9000141;15.05122471;2.123811007
2250;225.0000384;15.13162422;2.127033472
2251;225.1000627;15.157094;2.12875843
2252;225.200087;15.2297039;2.131834269
2253;225.3001114;15.25493526;2.133526802
2254;225.4000128;15.32679939;2.136537552
2255;225.5000371;15.36311817;2.138474226
2256;225.6000614;15.42607594;2.141192198
2257;225.7000858;15.4814043;2.143600702
2258;225.8001101;15.51676464;2.145683765
2259;225.9000115;15.5747776;2.148141384
2260;226.0000358;15.61665249;2.150224447
2261;226.1000602;15.66743374;2.152437687
2262;226.2000845;15.70598507;2.154553413
2263;226.3001088;15.76163197;2.156815529
2264;226.4000102;15.79901314;2.158866167
2265;226.5000346;15.82839203;2.160542488
2266;226.6000589;15.89076519;2.163130045
2267;226.7000832;15.91873455;2.164611101
2268;226.8001075;15.97781181;2.167296171
2269;226.900009;16.00006485;2.168647051
2270;227.0000333;16.0749073;2.171527624
2271;227.1000576;16.08168793;2.172699451
2272;227.2000819;16.14339638;2.175042868
2273;227.3001062;16.16535759;2.176523924
2274;227.4000077;16.18766403;2.177874565
2275;227.500032;16.25421143;2.180543661
2276;227.6000563;16.26551056;2.181666613
2277;227.7000806;16.33564758;2.184351921
2278;227.800105;16.34835625;2.185458422
2279;227.9000064;16.36348343;2.186695337
2280;228.0000307;16.42630959;2.189071417
2281;228.100055;16.43037796;2.190015316
2282;228.2000794;16.45393372;2.191398621
2283;228.3001037;16.51394081;2.193693399
2284;228.4000051;16.52071953;2.194669724
2285;228.5000294;16.55169487;2.196085691
2286;228.6000538;16.59311676;2.198038578
2287;228.7000781;16.60109329;2.198901176
2288;228.8001024;16.62225533;2.200105429
2289;228.9000038;16.67777061;2.202270031
2290;229.0000282;16.67963028;2.203083754
2291;229.1000525;16.6852417;2.203897476
2292;229.2000768;16.71775627;2.205345869
2293;229.3001011;16.75612259;2.207005739
2294;229.4000026;16.75928688;2.20765686
2295;229.5000269;16.76481628;2.208405495
2296;229.6000512;16.79975128;2.209853888
2297;229.7000755;16.83112526;2.211269855
2298;229.8000998;16.82870483;2.21185565
2299;229.9000013;16.830513;2.212392569
2300;230.0000256;16.84178543;2.213108778
2301;230.1000499;16.87712097;2.214524508
2302;230.2000742;16.90296364;2.215777636
2303;230.3000986;16.90001106;2.216233492
2304;230.4001229;16.90195274;2.216672897
2305;230.5000243;16.90128708;2.217112303
2306;230.6000486;16.90721703;2.217616796
2307;230.700073;16.93335152;2.218739748
2308;230.8000973;16.95743942;2.219764948
2309;230.9001216;16.95504761;2.220171928
2310;231.000023;16.95262718;2.220448494
2311;231.1000474;16.94866562;2.22072506
2312;231.2000717;16.94707108;2.221001863
2313;231.300096;16.94566154;2.221246004
2314;231.4001203;16.94422531;2.22152257
2315;231.5000218;16.9440403;2.221717834
2316;231.6000461;16.94172668;2.222027063
2317;231.7000704;16.94616699;2.222287416
2318;231.8000947;16.94685745;2.222645521
2319;231.900119;16.95533943;2.223019838
2320;232.0000205;16.95781136;2.223215103
2321;232.1000448;16.95305252;2.22334528
2322;232.2000691;16.94412041;2.223361731
2323;232.3000934;16.93882942;2.223377943
2324;232.4001178;16.93537331;2.223377943
2325;232.5000192;16.92622566;2.223377943
2326;232.6000435;16.92401886;2.223377943
2327;232.7000678;16.9178257;2.223329067
2328;232.8000922;16.90463829;2.223068714
2329;232.9001165;16.8817997;2.222173691
2330;233.0000179;16.86058235;2.221636534
2331;233.1000422;16.84875107;2.221376181
2332;233.2000666;16.83351707;2.221034288
2333;233.3000909;16.81969261;2.22072506
2334;233.4001152;16.80169296;2.220432281
2335;233.5000166;16.78765488;2.220025301
2336;233.600041;16.77061272;2.219585896
2337;233.7000653;16.7355175;2.218739748
2338;233.8000896;16.68042946;2.217388868
2339;233.9001139;16.66508865;2.216998339
2340;234.0000154;16.65237999;2.216656685
2341;234.1000397;16.63581467;2.216265917
2342;234.200064;16.61930466;2.215859175
2343;234.3000883;16.59628105;2.215322018
2344;234.4001126;16.55709076;2.214215517
2345;234.5000141;16.49445152;2.212669373
2346;234.6000384;16.47772789;2.212229967
2347;234.7000627;16.46076584;2.211790562
2348;234.800087;16.44016075;2.211286068
2349;234.9001114;16.41822624;2.210683823
2350;235.0000128;16.36675453;2.20931673
2351;235.1000371;16.31714249;2.208031178
2352;235.2000614;16.29765511;2.207542896
2353;235.3000858;16.27734184;2.206924438
2354;235.4001101;16.24841499;2.206192017
2355;235.5000115;16.17503548;2.204353094
2356;235.6000358;16.13954163;2.203376532
2357;235.7000602;16.12382698;2.202774525
2358;235.8000845;16.09104538;2.202090979
2359;235.9001088;16.05020905;2.200837851
2360;236.0000102;15.98142719;2.199064016
2361;236.1000346;15.95736599;2.198396683
2362;236.2000589;15.92788124;2.197648048
2363;236.3000832;15.88153934;2.196362257
2364;236.4001075;15.81688023;2.194588423
2365;236.500009;15.78856468;2.193872452
2366;236.6000333;15.75814915;2.193042278
2367;236.7000576;15.68341255;2.190991879
2368;236.8000819;15.63502407;2.189771175
2369;236.9001062;15.61011219;2.188973904
2370;237.0000077;15.56464767;2.187834501
2371;237.100032;15.48653507;2.185735226
2372;237.2000563;15.45912361;2.184921503
2373;237.3000806;15.42695332;2.18402648
2374;237.400105;15.33751488;2.181715488
2375;237.5000064;15.29938889;2.180592537
2376;237.6000307;15.26514435;2.179648638
2377;237.700055;15.18144798;2.177451611
2378;237.8000794;15.14138126;2.17624712
2379;237.9001037;15.1046114;2.175319672
2380;238.0000051;15.02450466;2.173155069
2381;238.1000294;14.97997093;2.171901941
2382;238.2000538;14.9446373;2.170892954
2383;238.3000781;14.84889698;2.168386698
2384;238.4001024;14.81119633;2.167312622
2385;238.5000038;14.76910877;2.16617322
2386;238.6000282;14.6722517;2.16356945
2387;238.7000525;14.63973618;2.162641764
2388;238.8000768;14.59156036;2.161274672
2389;238.9001011;14.50185585;2.158866167
2390;239.0000026;14.46715927;2.157905817
2391;239.1000269;14.39085388;2.155790329
2392;239.2000512;14.32693863;2.154000044
2393;239.3000755;14.28235245;2.152779579
2394;239.4000998;14.18820763;2.15024066
2395;239.5000013;14.15010834;2.149166584
2396;239.6000256;14.07853603;2.147197485
2397;239.7000499;14.00866508;2.14524436
2398;239.8000742;13.96649742;2.14405632
2399;239.9000986;13.86791229;2.141322374
2400;240.0001229;13.82787228;2.140199423
2401;240.1000243;13.74130535;2.137839556
2402;240.2000486;13.68382359;2.136163235
2403;240.300073;13.63461113;2.134796381
2404;240.4000973;13.53748798;2.132127285
2405;240.5001216;13.49694252;2.130939245
2406;240.600023;13.40144253;2.128302813
2407;240.7000474;13.35571194;2.126984596
2408;240.8000717;13.26837349;2.124575853
2409;240.900096;13.20645237;2.122753143
2410;241.0001203;13.15205479;2.121190786
2411;241.1000218;13.06583309;2.11868453
2412;241.2000461;13.01627445;2.117333889
2413;241.3000704;12.91473866;2.114453316
2414;241.4000947;12.8699398;2.113135099
2415;241.500119;12.76369762;2.110189438
2416;241.6000205;12.72336483;2.108919859
2417;241.7000448;12.62119007;2.106104374
2418;241.8000691;12.58022022;2.104769945
2419;241.9000934;12.49115276;2.102247477
2420;242.0001178;12.42625427;2.100375891
2421;242.1000192;12.35005569;2.0981462
2422;242.2000435;12.28481007;2.0960958
2423;242.3000678;12.21563053;2.094175339
2424;242.4000922;12.13313103;2.091669083
2425;242.5001165;12.07009315;2.089781284
2426;242.6000179;11.9799366;2.087177277
2427;242.7000422;11.91485119;2.08506155
2428;242.8000666;11.83894444;2.08276701
2429;242.9000909;11.76771832;2.080586195
2430;243.0001152;11.69146633;2.078177691
2431;243.1000166;11.61781979;2.075915337
2432;243.200041;11.54441261;2.073588133
2433;243.3000653;11.45329857;2.070854187
2434;243.4000896;11.39991188;2.068933725
2435;243.5001139;11.29858875;2.066004276
2436;243.6000154;11.25285912;2.064327955
2437;243.7000397;11.1495676;2.061333656
2438;243.800064;11.10721493;2.059706211
2439;243.9000883;10.99730396;2.05643487
2440;244.0001126;10.95399284;2.054970264
2441;244.1000141;10.85729599;2.051878214
2442;244.2000384;10.80821609;2.050266981
2443;244.3000627;10.71244907;2.047240019
2444;244.400087;10.64930534;2.045221806
2445;244.5001114;10.56810856;2.04256916
2446;244.6000128;10.49023438;2.04011178
2447;244.7000371;10.42724991;2.038012266
2448;244.8000614;10.32930279;2.035050392
2449;244.9000858;10.27934551;2.033227682
2450;245.0001101;10.17743683;2.030151844
2451;245.1000115;10.13737011;2.028540611
2452;245.2000358;10.03384018;2.025383472
2453;245.3000602;9.989120483;2.02377224
2454;245.4000845;9.891306877;2.020696402
2455;245.5001088;9.833134651;2.018645763
2456;245.6000102;9.756191254;2.016106844
2457;245.7000346;9.680258751;2.013682127
2458;245.8000589;9.612913132;2.011306047
2459;245.9000832;9.522198677;2.008392811
2460;246.0001075;9.474873543;2.006586313
2461;246.100009;9.374347687;2.003364086
2462;246.2000333;9.334838867;2.001736641
2463;246.3000576;9.239736557;1.998611927
2464;246.4000819;9.194272995;1.996870637
2465;246.5001062;9.112118721;1.993941188
2466;246.6000077;9.030682564;1.991223335
2467;246.700032;8.97309494;1.988912463
2468;246.8000563;8.879561424;1.985787749
2469;246.9000806;8.844174385;1.984143972
2470;247.000105;8.750294685;1.980775237
2471;247.1000064;8.685209274;1.978350282
2472;247.2000307;8.624485016;1.975827813
2473;247.300055;8.531004906;1.972507834
2474;247.4000794;8.501093864;1.970864058
2475;247.5001037;8.402562141;1.96739769
2476;247.6000051;8.351514816;1.965135455
2477;247.7000294;8.290178299;1.962564111
2478;247.8000538;8.19483757;1.959113955
2479;247.9000781;8.15628624;1.957258701
2480;248.0001024;8.071659088;1.953938723
2481;248.1000038;8.007876396;1.951318502
2482;248.2000282;7.962146759;1.949088931
2483;248.3000525;7.868560314;1.945541143
2484;248.4000768;7.841281891;1.943783522
2485;248.5001011;7.757931232;1.940365791
2486;248.6000026;7.677983761;1.937062144
2487;248.7000269;7.652247429;1.935027838
2488;248.8000512;7.568471909;1.931463718
2489;248.9000755;7.495304108;1.92830646
2490;249.0000998;7.464781761;1.926028132
2491;249.1000013;7.387174129;1.922480226
2492;249.2000256;7.311454296;1.919062614
2493;249.3000499;7.286622047;1.917093396
2494;249.4000742;7.214092255;1.913561821
2495;249.5000986;7.134836197;1.910014033
2496;249.6001229;7.111732006;1.907947183
2497;249.7000243;7.049916744;1.904773712
2498;249.8000486;6.968347549;1.901274681
2499;249.900073;6.948912621;1.899224162
2500;250.0000973;6.881434441;1.895904183
2501;250.1001216;6.804783821;1.892502785
2502;250.200023;6.790160656;1.890631199
2503;250.3000474;6.71566391;1.887132287
2504;250.4000717;6.650365829;1.88405633
2505;250.500096;6.634839058;1.882103443
2506;250.6001203;6.557071686;1.8785882
2507;250.7000218;6.520993233;1.876358628
2508;250.8000461;6.474013805;1.8735919
2509;250.9000704;6.402813435;1.87019062
2510;251.0000947;6.390849113;1.868432879
2511;251.100119;6.320340157;1.865161777
2512;251.2000205;6.283091545;1.862932205
2513;251.3000448;6.240578651;1.860377073
2514;251.4000691;6.167464256;1.857171059
2515;251.5000934;6.162466049;1.855543613
2516;251.6001178;6.088925838;1.852353811
2517;251.7000192;6.078583717;1.850807786
2518;251.8000435;6.009058475;1.847634196
2519;251.9000678;5.991510868;1.845909119
2520;252.0000922;5.930015087;1.842930913
2521;252.1001165;5.90794754;1.84115696
2522;252.2000179;5.858708382;1.838553071
2523;252.3000422;5.835683823;1.836811781
2524;252.4000666;5.780595303;1.833996296
2525;252.5000909;5.755364418;1.83220613
2526;252.6001152;5.709368706;1.829618454
2527;252.7000166;5.694426537;1.828072429
2528;252.800041;5.639550686;1.8253057
2529;252.9000653;5.630537987;1.82395494
2530;253.0000896;5.567367077;1.821074367
2531;253.1001139;5.564229488;1.819805026
2532;253.2000154;5.503345013;1.817005754
2533;253.3000397;5.501856327;1.815834045
2534;253.400064;5.457455635;1.813588142
2535;253.5000883;5.433633804;1.811716557
2536;253.6001126;5.427066803;1.810577393
2537;253.7000141;5.365703583;1.807924628
2538;253.8000384;5.368787766;1.806883097
2539;253.9000627;5.335660458;1.805060387
2540;254.000087;5.304207802;1.803058624
2541;254.1001114;5.304952145;1.802130938
2542;254.2000128;5.25565958;1.800112963
2543;254.3000371;5.239893436;1.798566818
2544;254.4000614;5.244014263;1.797769427
2545;254.5000858;5.21995306;1.796402335
2546;254.6001101;5.181215763;1.794514537
2547;254.7000115;5.18227911;1.793733358
2548;254.8000358;5.177706242;1.792870879
2549;254.9000602;5.122724056;1.790706277
2550;255.0000845;5.119161606;1.789729834
2551;255.1001088;5.120862961;1.789127707
2552;255.2000102;5.118736267;1.788493037
2553;255.3000346;5.091723442;1.787207365
2554;255.4000589;5.066386223;1.785840273
2555;255.5000832;5.071251392;1.785303235
2556;255.6001075;5.072580814;1.78486383
2557;255.700009;5.075664997;1.784473181
2558;255.8000333;5.07066679;1.783985019
2559;255.9000576;5.05434227;1.783138752
2560;256.0000819;5.019247055;1.781755447
2561;256.1001062;5.01951313;1.781364799
2562;256.2000077;5.027276516;1.781039357
2563;256.300032;5.032434464;1.780827761
2564;256.4000563;5.035784245;1.780632496
2565;256.5000806;5.038336754;1.780518532
2566;256.600105;5.042377949;1.780355811
2567;256.7000064;5.045595169;1.780258179
2568;256.8000307;5.053119183;1.780176759
2569;256.900055;5.052454472;1.78011167
2570;257.0000794;5.057639122;1.780062914
2571;257.1001037;5.061467648;1.780046582
2572;257.2000051;5.061148167;1.78003037
2573;257.3000294;5.071038723;1.78003037
2574;257.4000538;5.071357727;1.78003037
2575;257.5000781;5.078137398;1.780062914
2576;257.6001024;5.081194878;1.780144215
2577;257.7000038;5.08340168;1.780290723
2578;257.8000282;5.091457844;1.780502319
2579;257.9000525;5.102863789;1.780762672
2580;258.0000768;5.113418579;1.781006813
2581;258.1001011;5.128679752;1.781316042
2582;258.2000026;5.143834114;1.781739116
2583;258.3000269;5.167417049;1.782308698
2584;258.4000512;5.215885162;1.783480525
2585;258.5000755;5.242658615;1.784196615
2586;258.6000998;5.256669998;1.784505725
2587;258.7000013;5.269910336;1.784847498
2588;258.8000256;5.284878731;1.785189271
2589;258.9000499;5.300990582;1.78557992
2590;259.0000742;5.317368507;1.786002994
2591;259.1000986;5.343822479;1.786719084
2592;259.2001229;5.404175282;1.788200021
2593;259.3000243;5.429486275;1.78883481
2594;259.4000486;5.443444252;1.789274216
2595;259.500073;5.463012695;1.789729834
2596;259.6000973;5.479310513;1.790218115
2597;259.7001216;5.510071754;1.790950418
2598;259.800023;5.577044487;1.792691827
2599;259.9000474;5.605838299;1.793521762
2600;260.0000717;5.625991344;1.794042587
2601;260.100096;5.647872448;1.794644713
2602;260.2001203;5.673662186;1.795344591
2603;260.3000218;5.738268852;1.79700458
2604;260.4000461;5.774746418;1.797981024
2605;260.5000704;5.794367313;1.798550606
2606;260.6000947;5.819944382;1.799201608
2607;260.700119;5.860011101;1.800308228
2608;260.8000205;5.928738594;1.802147269
2609;260.9000448;5.951497078;1.802847028
2610;261.0000691;5.977366447;1.803563118
2611;261.1000934;6.013179302;1.804507017
2612;261.2001178;6.093658447;1.8066715
2613;261.3000192;6.121441841;1.807436466
2614;261.4000435;6.146380901;1.808185101
2615;261.5000678;6.198969841;1.809584618
2616;261.6000922;6.264640331;1.811358571
2617;261.7001165;6.291785717;1.812107205
2618;261.8000179;6.321137905;1.812986016
2619;261.9000422;6.403876781;1.815280676
2620;262.0000666;6.442640781;1.816322207
2621;262.1000909;6.471142292;1.817168474
2622;262.2001152;6.532026768;1.818779707
2623;262.3000166;6.592937946;1.820520997
2624;262.400041;6.621146679;1.821399927
2625;262.5000653;6.681977749;1.823059916
2626;262.6000896;6.749163628;1.824963927
2627;262.7001139;6.779393196;1.825891614
2628;262.8000154;6.837459564;1.827453971
2629;262.9000397;6.909217834;1.82950449
2630;263.000064;6.940378189;1.830448389
2631;263.1000883;7.008813381;1.832352519
2632;263.2001126;7.069086075;1.834126472
2633;263.3000141;7.107265472;1.83521688
2634;263.4000384;7.199389458;1.837853312
2635;263.5000627;7.234697342;1.838976264
2636;263.600087;7.276306152;1.840229392
2637;263.7001114;7.363192558;1.842735648
2638;263.8000128;7.396559715;1.843842268
2639;263.9000371;7.482435703;1.846348524
2640;264.0000614;7.528165817;1.847910881
2641;264.1000858;7.585195065;1.849603415
2642;264.2001101;7.662058353;1.852077127
2643;264.3000115;7.705474854;1.853411674
2644;264.4000358;7.790819645;1.856129527
2645;264.5000602;7.827403545;1.857366323
2646;264.6000845;7.924605846;1.860263228
2647;264.7001088;7.964911938;1.861711621
2648;264.8000102;8.054377556;1.864462018
2649;264.9000346;8.093540192;1.865861535
2650;265.0000589;8.174790382;1.868367791
2651;265.1000832;8.231261253;1.870239377
2652;265.2001075;8.300068855;1.872452736
2653;265.300009;8.365552902;1.874633431
2654;265.4000333;8.437178612;1.876798034
2655;265.5000576;8.501306534;1.878995061
2656;265.6000819;8.570646286;1.881110668
2657;265.7001062;8.643494606;1.883503079
2658;265.8000077;8.708685875;1.885472298
2659;265.900032;8.777068138;1.887880802
2660;266.0000563;8.849916458;1.890191793
2661;266.1000806;8.913459778;1.892340064
2662;266.200105;8.988010406;1.894667268
2663;266.3000064;9.052297592;1.896848083
2664;266.4000307;9.137003899;1.899484515
2665;266.500055;9.196692467;1.901356101
2666;266.6000794;9.291714668;1.904334307
2667;266.7001037;9.336700439;1.906059384
2668;266.8000051;9.429807663;1.908939958
2669;266.9000294;9.473996162;1.910534859
2670;267.0000538;9.571145058;1.913610697
2671;267.1000781;9.621793747;1.91530323
2672;267.2001024;9.716549873;1.918460488
2673;267.3000038;9.765070915;1.920055389
2674;267.4000282;9.85291481;1.923001051
2675;267.5000525;9.910369873;1.924986482
2676;267.6000768;9.996964455;1.927850842
2677;267.7001011;10.08278751;1.930666327
2678;267.8000026;10.13651943;1.932603002
2679;267.9000269;10.23784351;1.935971737
2680;268.0000512;10.27509212;1.93758297
2681;268.1000755;10.37396908;1.940870404
2682;268.2000998;10.44360065;1.943311453
2683;268.3000013;10.50916481;1.945752621
2684;268.4000256;10.60862732;1.949040055
2685;268.5000499;10.65855789;1.950927973
2686;268.6000742;10.74900723;1.954117775
2687;268.7000986;10.81159306;1.956331015
2688;268.8001229;10.88757896;1.9591465
2689;268.9000243;10.98751926;1.962417722
2690;269.0000486;11.03205299;1.964256644
2691;269.100073;11.1276865;1.967609167
2692;269.2000973;11.18750763;1.969838858
2693;269.3001216;11.26352024;1.972621679
2694;269.400023;11.35471439;1.975909114
2695;269.5000474;11.40448475;1.977813244
2696;269.6000717;11.49613094;1.981133223
2697;269.700096;11.58668613;1.984339356
2698;269.8001203;11.63427734;1.986373663
2699;269.9000218;11.72895432;1.989807487
2700;270.0000461;11.7823143;1.992020845
2701;270.1000704;11.86305904;1.995145559
2702;270.2000947;11.95295048;1.99856317
2703;270.300119;12.00886345;2.00085783
2704;270.4000205;12.07814884;2.003884792
2705;270.5000448;12.17888737;2.007448912
2706;270.6000691;12.23799038;2.010118008
2707;270.7000934;12.30116177;2.012835741
2708;270.8001178;12.39304638;2.016416073
2709;270.9000192;12.45121956;2.018987417
2710;271.0000435;12.51611805;2.021851778
2711;271.1000678;12.60425472;2.02543211
2712;271.2000922;12.68008137;2.028410435
2713;271.3001165;12.73088932;2.030932903
2714;271.4000179;12.81772232;2.034366846
