Index,Déplacement [ mm ],Force [ N ]
1796,10.2835683267191,167854.399999907
1797,10.2920683267191,167893.599999907
1798,10.2944433267191,167916.799999907
1799,10.2993183267191,167940.399999907
1800,10.3053183267191,167979.599999907
1801,10.3101933267191,168010.799999907
1802,10.3150683267191,168049.999999907
1803,10.3199433267191,168073.199999907
1804,10.3223183267191,168135.999999907
1805,10.3284433267191,168167.199999907
1806,10.3333183267191,168221.999999907
1807,10.3380683267191,168261.199999907
1808,10.3454433267191,168315.999999907
1809,10.3501933267191,168362.799999907
1810,10.3538183267191,168401.999999907
1811,10.3599433267191,168433.199999907
1812,10.3635683267191,168456.799999907
1813,10.3695683267191,168495.599999907
1814,10.3733183267191,168503.599999907
1815,10.3769433267191,168558.399999907
1816,10.3816933267191,168573.999999907
1817,10.3890683267191,168589.599999907
1818,10.3914433267191,168613.199999907
1819,10.3975683267191,168628.799999907
1820,10.4023183267191,168644.399999907
1821,10.4084433267191,168659.999999907
1822,10.4133183267191,168691.199999906
1823,10.4169433267191,168722.399999906
1824,10.4205683267191,168737.999999906
1825,10.4265683267191,168785.199999906
1826,10.4326933267191,168792.799999906
1827,10.4363183267191,168816.399999906
1828,10.4399433267191,168855.599999906
1829,10.4471933267191,168910.399999906
1830,10.4496933267191,168957.199999906
1831,10.4569433267191,169003.999999906
1832,10.4593183267191,169051.199999906
1833,10.4678183267191,169113.599999906
1834,10.4703183267191,169129.199999906
1835,10.4750683267191,169144.799999906
1836,10.4811933267191,169175.999999906
1837,10.4848183267191,169199.599999906
1838,10.4920683267191,169238.799999906
1839,10.4933183267191,169269.999999906
1840,10.4993183267191,169309.199999906
1841,10.5041933267191,169355.999999906
1842,10.5103183267191,169395.199999906
1843,10.5150683267191,169426.399999906
1844,10.5199433267191,169434.399999906
1845,10.5235683267191,169449.999999906
1846,10.5284433267191,169473.599999906
1847,10.5356933267191,169504.799999906
1848,10.5393183267191,169520.399999906
1849,10.5441933267191,169543.599999906
1850,10.5466933267191,169543.599999906
1851,10.5539433267191,169590.799999906
1852,10.5563183267191,169613.999999906
1853,10.5624433267191,169653.199999906
1854,10.5660683267191,169676.799999906
1855,10.5696933267191,169707.999999906
1856,10.5769433267191,169754.799999906
1857,10.5805683267191,169778.399999906
1858,10.5841933267191,169817.599999906
1859,10.5914433267191,169841.199999906
1860,10.5963183267191,169872.399999906
1861,10.6011933267191,169903.599999906
1862,10.6048183267191,169911.199999906
1863,10.6096933267191,169919.199999906
1864,10.6133183267191,169950.399999906
1865,10.6194433267191,169973.999999906
1866,10.6230683267191,170028.799999906
1867,10.6254433267191,170059.999999906
1868,10.6326933267191,170099.199999906
1869,10.6375683267191,170122.399999906
1870,10.6435683267191,170161.599999906
1871,10.6484433267191,170185.199999906
1872,10.6556933267191,170231.999999906
1873,10.6581933267191,170239.999999906
1874,10.6641933267191,170271.199999906
1875,10.6678183267191,170302.399999906
1876,10.6726933267191,170325.999999906
1877,10.6763183267191,170372.799999906
1878,10.6824433267191,170411.999999906
1879,10.6860683267191,170435.599999906
1880,10.6920683267191,170482.399999905
1881,10.6981933267191,170521.599999905
1882,10.7018183267191,170537.199999905
1883,10.7079433267191,170568.399999905
1884,10.7126933267191,170591.999999905
1885,10.7163183267191,170615.199999905
1886,10.7224433267191,170646.799999905
1887,10.7284433267191,170669.999999905
1888,10.7321933267191,170701.199999905
1889,10.7394433267191,170732.799999905
1890,10.7418183267191,170740.399999905
1891,10.7490683267191,170787.199999905
1892,10.7526933267191,170803.199999905
1893,10.7588183267191,170810.799999905
1894,10.7600683267191,170841.999999905
1895,10.7684433267191,170849.999999905
1896,10.7709433267191,170881.199999905
1897,10.7758183267191,170904.799999905
1898,10.7794433267191,170927.999999905
1899,10.7854433267191,170959.599999905
1900,10.7903183267191,170982.799999905
1901,10.7915683267191,171006.399999905
1902,10.8000683267191,171061.199999905
1903,10.8048183267191,171076.799999905
1904,10.8085683267191,171107.999999905
1905,10.8145683267191,171139.199999905
1906,10.8194433267191,171193.999999905
1907,10.8218183267191,171248.799999905
1908,10.8290683267191,171295.599999905
1909,10.8351933267191,171319.199999905
1910,10.8375683267191,171358.399999905
1911,10.8449433267191,171373.999999905
1912,10.8485683267191,171397.599999905
1913,10.8545683267191,171436.399999905
1914,10.8594433267191,171467.999999905
1915,10.8654433267191,171483.599999905
1916,10.8715683267191,171522.399999905
1917,10.8751933267191,171538.399999905
1918,10.8800683267191,171561.599999905
1919,10.8860683267191,171592.799999905
1920,10.8921933267191,171608.799999905
1921,10.8945683267191,171639.999999905
1922,10.8994433267191,171663.199999905
1923,10.9030683267191,171686.799999905
1924,10.9079433267191,171702.399999905
1925,10.9128183267191,171749.599999905
1926,10.9188183267191,171780.799999905
1927,10.9224433267191,171819.999999905
1928,10.9249433267191,171843.199999905
1929,10.9309433267191,171890.399999905
1930,10.9358183267191,171929.199999905
1931,10.9418183267191,171960.399999905
1932,10.9443183267191,171983.999999905
1933,10.9503183267191,172007.599999905
1934,10.9551933267191,172046.799999905
1935,10.9588183267191,172038.799999905
1936,10.9636933267191,172062.399999905
1937,10.9709433267191,172077.999999905
1938,10.9758183267191,172101.199999905
1939,10.9819433267191,172109.199999905
1940,10.9855683267191,172117.199999905
1941,10.9903183267191,172132.799999905
1942,10.9928183267191,172163.999999905
1943,10.9988183267191,172171.599999905
1944,11.0024433267191,172210.799999905
1945,11.0073183267191,172226.399999905
1946,11.0145683267191,172265.599999905
1947,11.0183183267191,172289.199999904
1948,11.0219433267191,172320.399999904
1949,11.0279433267191,172359.599999904
1950,11.0328183267191,172390.799999904
1951,11.0351933267191,172453.199999904
1952,11.0424433267191,172492.399999904
1953,11.0461933267191,172531.599999904
1954,11.0534433267191,172555.199999904
1955,11.0545683267191,172586.399999904
1956,11.0594433267191,172609.599999904
1957,11.0655683267191,172656.799999904
1958,11.0704433267191,172703.599999904
1959,11.0776933267191,172758.399999904
1960,11.0800683267191,172781.999999904
1961,11.0849433267191,172813.199999904
1962,11.0898183267191,172836.399999904
1963,11.0958183267191,172867.999999904
1964,11.1019433267191,172883.599999904
1965,11.1079433267191,172899.199999904
1966,11.1115683267191,172914.799999904
1967,11.1176933267191,172930.399999904
1968,11.1225683267191,172945.999999904
1969,11.1273183267191,172953.999999904
1970,11.1334433267191,172961.599999904
1971,11.1370683267191,172969.599999904
1972,11.1419433267191,173000.799999904
1973,11.1468183267191,173024.399999904
1974,11.1528183267191,173055.599999904
1975,11.1564433267191,173071.199999904
1976,11.1613183267191,173102.399999904
1977,11.1661933267191,173125.999999904
1978,11.1710683267191,173165.199999904
1979,11.1758183267191,173211.999999904
1980,11.1794433267191,173243.199999904
1981,11.1843183267191,173282.399999904
1982,11.1904433267191,173313.599999904
1983,11.1964433267191,173360.799999904
1984,11.1989433267191,173383.999999904
1985,11.2025683267191,173431.199999904
1986,11.2098183267191,173477.999999904
1987,11.2134433267191,173517.199999904
1988,11.2195683267191,173548.399999904
1989,11.2231933267191,173595.199999904
1990,11.2279433267191,173626.399999904
1991,11.2340683267191,173634.399999904
1992,11.2400683267191,173657.999999904
1993,11.2449433267191,173649.999999904
1994,11.2498183267191,173665.599999904
1995,11.2559433267191,173665.599999904
1996,11.2583183267191,173681.199999904
1997,11.2631933267191,173704.799999904
1998,11.2691933267191,173712.399999904
1999,11.2716933267191,173728.399999904
2000,11.2776933267191,173759.599999904
2001,11.2825683267191,173775.199999904
2002,11.2861933267191,173814.399999904
2003,11.2910683267191,173837.599999904
2004,11.2959433267191,173876.799999904
2005,11.3019433267191,173923.599999904
2006,11.3080683267191,173955.199999904
2007,11.3091933267191,173986.399999904
2008,11.3153183267191,174001.999999904
2009,11.3201933267191,174025.599999904
2010,11.3274433267191,174048.799999904
2011,11.3310683267191,174079.999999903
2012,11.3359433267191,174087.999999903
2013,11.3419433267191,174134.799999903
2014,11.3468183267191,174134.799999903
2015,11.3540683267191,174150.399999903
2016,11.3565683267191,174158.399999903
2017,11.3613183267191,174189.599999903
2018,11.3674433267191,174228.799999903
2019,11.3710683267191,174252.399999903
2020,11.3759433267191,174275.599999903
2021,11.3795683267191,174307.199999903
2022,11.3868183267191,174345.999999903
2023,11.3904433267191,174377.199999903
2024,11.3965683267191,174424.399999903
2025,11.4001933267191,174439.999999903
2026,11.4050683267191,174455.599999903
2027,11.4110683267191,174510.399999903
2028,11.4146933267191,174525.999999903
2029,11.4219433267191,174565.199999903
2030,11.4268183267191,174588.399999903
2031,11.4316933267191,174619.999999903
2032,11.4340683267191,174651.199999903
2033,11.4413183267191,174682.399999903
2034,11.4450683267191,174705.999999903
2035,11.4510683267191,174705.999999903
2036,11.4571933267191,174729.199999903
2037,11.4595683267191,174768.399999903
2038,11.4644433267191,174783.999999903
2039,11.4693183267191,174799.599999903
2040,11.4753183267191,174831.199999903
2041,11.4801933267191,174854.399999903
2042,11.4838183267191,174862.399999903
2043,11.4910683267191,174909.199999903
2044,11.4946933267191,174901.599999903
2045,11.4995683267191,174932.799999903
2046,11.5031933267191,174971.999999903
2047,11.5129433267191,174995.199999903
2048,11.5129433267191,175003.199999903
2049,11.5178183267191,175026.399999903
2050,11.5238183267191,175057.999999903
2051,11.5286933267191,175096.799999903
2052,11.5323183267191,175112.799999903
2053,11.5383183267191,175128.399999903
2054,11.5420683267191,175143.999999903
2055,11.5468183267191,175182.799999903
2056,11.5516933267191,175206.399999903
2057,11.5565683267191,175221.999999903
2058,11.5638183267191,175261.199999903
2059,11.5699433267191,175261.199999903
2060,11.5723183267191,175300.399999903
2061,11.5746933267191,175315.999999903
2062,11.5808183267191,175370.799999903
2063,11.5880683267191,175409.999999903
2064,11.5929433267191,175425.599999903
2065,11.5989433267191,175441.199999903
2066,11.6014433267191,175480.399999903
2067,11.6086933267191,175503.599999903
2068,11.6123183267191,175527.199999903
2069,11.6184433267191,175534.799999903
2070,11.6220683267191,175581.999999903
2071,11.6293183267191,175613.199999903
2072,11.6305683267191,175620.799999903
2073,11.6378183267191,175659.999999903
2074,11.6414433267191,175659.999999903
2075,11.6474433267191,175675.599999903
2076,11.6510683267191,175699.199999903
2077,11.6559433267191,175707.199999903
2078,11.6595683267191,175730.399999903
2079,11.6656933267191,175761.599999903
2080,11.6693183267191,175761.599999903
2081,11.6753183267191,175785.199999903
2082,11.6814433267191,175816.399999903
2083,11.6838183267191,175824.399999903
2084,11.6899433267191,175839.999999902
2085,11.6948183267191,175886.799999902
2086,11.6984433267191,175886.799999902
2087,11.7031933267191,175894.799999902
2088,11.7093183267191,175941.599999902
2089,11.7129433267191,175949.599999902
2090,11.7190683267191,175988.399999902
2091,11.7250683267191,176027.599999902
2092,11.7274433267191,176066.799999902
2093,11.7323183267191,176082.399999902
2094,11.7359433267191,176105.999999902
2095,11.7433183267191,176121.599999902
2096,11.7469433267191,176168.399999902
2097,11.7529433267191,176207.599999902
2098,11.7590683267191,176231.199999902
2099,11.7626933267191,176231.199999902
2100,11.7675683267191,176246.799999902
2101,11.7723183267191,176293.599999902
2102,11.7759433267191,176269.999999902
2103,11.7796933267191,176332.799999902
2104,11.7844433267191,176324.799999902
2105,11.7893183267191,176371.999999902
2106,11.7954433267191,176387.599999902
2107,11.7978183267191,176418.799999902
2108,11.8039433267191,176434.399999902
2109,11.8086933267191,176457.999999902
2110,11.8148183267191,176481.199999902
2111,11.8220683267191,176496.799999902
2112,11.8244433267191,176512.799999902
2113,11.8305683267191,176567.199999902
2114,11.8365683267191,176535.999999902
2115,11.8414433267191,176598.799999902
2116,11.8450683267191,176629.999999902
2117,11.8486933267191,176621.999999902
2118,11.8548183267191,176676.799999902
2119,11.8620683267191,176723.999999902
2120,11.8656933267191,176700.399999902
2121,11.8693183267191,176723.999999902
2122,11.8765683267191,176778.399999902
2123,11.8814433267191,176809.999999902
2124,11.8850683267191,176786.399999902
2125,11.8899433267191,176778.399999902
2126,11.8948183267191,176833.199999902
2127,11.8984433267191,176864.399999902
2128,11.9056933267191,176911.599999902
2129,11.9093183267191,176934.799999902
2130,11.9141933267191,176942.799999902
2131,11.9178183267191,176942.799999902
2132,11.9239433267191,176966.399999902
2133,11.9288183267191,177028.799999902
2134,11.9360683267191,177044.399999902
2135,11.9396933267191,177075.599999902
2136,11.9433183267191,177091.599999902
2137,11.9481933267191,177107.199999902
2138,11.9541933267191,177091.599999902
2139,11.9578183267191,177099.199999902
2140,11.9626933267191,177107.199999902
2141,11.9688183267191,177138.399999902
2142,11.9724433267191,177145.999999902
2143,11.9771933267191,177177.599999902
2144,11.9820683267191,177208.799999902
2145,11.9869433267191,177247.999999902
2146,11.9930683267191,177271.199999902
2147,11.9966933267191,177310.399999902
2148,12.0026933267191,177365.199999902
2149,12.0075683267191,177404.399999902
2150,12.0124433267191,177443.199999902
2151,12.0173183267191,177490.399999902
2152,12.0233183267191,177490.399999902
2153,12.0256933267191,177474.799999902
2154,12.0305683267191,177497.999999902
2155,12.0354433267191,177552.799999902
2156,12.0415683267191,177591.999999902
2157,12.0463183267191,177599.599999902
2158,12.0536933267191,177607.599999902
2159,12.0573183267191,177638.799999902
2160,12.0584433267191,177677.999999902
2161,12.0669433267191,177693.599999902
2162,12.0705683267191,177709.199999902
2163,12.0741933267191,177732.799999901
2164,12.0803183267191,177771.999999901
2165,12.0851933267191,177756.399999901
2166,12.0911933267191,177787.599999901
2167,12.0948183267191,177818.799999901
2168,12.0984433267191,177818.799999901
2169,12.1058183267191,177865.599999901
2170,12.1105683267191,177842.399999901
2171,12.1154433267191,177873.599999901
2172,12.1203183267191,177873.599999901
2173,12.1263183267191,177912.799999901
2174,12.1300683267191,177920.399999901
2175,12.1336933267191,177967.199999901
2176,12.1384433267191,177935.999999901
2177,12.1445683267191,178006.399999901
2178,12.1505683267191,178014.399999901
2179,12.1530683267191,178045.599999901
2180,12.1603183267191,178069.199999901
2181,12.1639433267191,178076.799999901
2182,12.1688183267191,178131.599999901
2183,12.1748183267191,178147.199999901
2184,12.1785683267191,178162.799999901
2185,12.1858183267191,178233.199999901
2186,12.1894433267191,178209.999999901
2187,12.1943183267191,178225.599999901
2188,12.1979433267191,178272.399999901
2189,12.2026933267191,178280.399999901
2190,12.2064433267191,178311.599999901
2191,12.2124433267191,178342.799999901
2192,12.2185683267191,178358.399999901
2193,12.2221933267191,178373.999999901
2194,12.2269433267191,178428.799999901
2195,12.2318183267191,178428.799999901
2196,12.2390683267191,178428.799999901
2197,12.2428183267191,178428.799999901
2198,12.2488183267191,178467.999999901
2199,12.2536933267191,178499.199999901
2200,12.2596933267191,178499.199999901
2201,12.2621933267191,178545.999999901
2202,12.2681933267191,178569.599999901
2203,12.2706933267191,178593.199999901
2204,12.2779433267191,178608.799999901
2205,12.2839433267191,178632.399999901
2206,12.2888183267191,178655.599999901
2207,12.2913183267191,178647.999999901
2208,12.2985683267191,178679.199999901
2209,12.3009433267191,178702.799999901
2210,12.3058183267191,178741.599999901
2211,12.3106933267191,178788.799999901
2212,12.3166933267191,178788.799999901
2213,12.3215683267191,178811.999999901
2214,12.3251933267191,178835.599999901
2215,12.3300683267191,178866.799999901
2216,12.3360683267191,178882.399999901
2217,12.3396933267191,178897.999999901
2218,12.3445683267191,178913.599999901
2219,12.3494433267191,178929.599999901
2220,12.3555683267191,178952.799999901
2221,12.3603183267191,178991.999999901
2222,12.3664433267191,178999.999999901
2223,12.3688183267191,179023.199999901
2224,12.3760683267191,179038.799999901
2225,12.3798183267191,179070.399999901
2226,12.3845683267191,179077.999999901
2227,12.3894433267191,179085.999999901
2228,12.3930683267191,179117.199999901
2229,12.4003183267191,179132.799999901
2230,12.4028183267191,179124.799999901
2231,12.4076933267191,179156.399999901
2232,12.4113183267191,179195.199999901
2233,12.4161933267191,179226.799999901
2234,12.4234433267191,179226.799999901
2235,12.4294433267191,179234.399999901
2236,12.4330683267191,179273.599999901
2237,12.4379433267191,179297.199999901
2238,12.4451933267191,179312.799999901
2239,12.4476933267191,179320.399999901
2240,12.4525683267191,179343.999999901
2241,12.4573183267191,179383.199999901
2242,12.4634433267191,179406.399999901
2243,12.4658183267191,179453.599999901
2244,12.4730683267191,179476.799999901
2245,12.4779433267191,179476.799999901
2246,12.4828183267191,179508.3999999
2247,12.4888183267191,179523.9999999
2248,12.4936933267191,179539.5999999
2249,12.4961933267191,179570.7999999
2250,12.5009433267191,179601.9999999
2251,12.5083183267191,179633.1999999
2252,12.5143183267191,179664.7999999
2253,12.5179433267191,179687.9999999
2254,12.5228183267191,179687.9999999
2255,12.5289433267191,179695.9999999
2256,12.5325683267191,179727.1999999
2257,12.5373183267191,179735.1999999
2258,12.5421933267191,179742.7999999
2259,12.5470683267191,179750.7999999
2260,12.5506933267191,179773.9999999
2261,12.5555683267191,179805.5999999
2262,12.5615683267191,179828.7999999
2263,12.5676933267191,179828.7999999
2264,12.5689433267191,179852.3999999
2265,12.5761933267191,179867.9999999
2266,12.5810683267191,179891.5999999
2267,12.5834433267191,179891.5999999
2268,12.5906933267191,179930.3999999
2269,12.5943183267191,179953.9999999
2270,12.5991933267191,179977.5999999
2271,12.6053183267191,179993.1999999
2272,12.6100683267191,180024.3999999
2273,12.6113183267191,180039.9999999
2274,12.6185683267191,180071.1999999
2275,12.6210683267191,180110.3999999
2276,12.6246933267191,180141.5999999
2277,12.6331933267191,180196.3999999
2278,12.6355683267191,180227.5999999
2279,12.6428183267191,180259.1999999
2280,12.6476933267191,180282.3999999
2281,12.6561933267191,180305.9999999
2282,12.6610683267191,180321.5999999
2283,12.6670683267191,180321.5999999
2284,12.6670683267191,180329.5999999
2285,12.6755683267191,180345.1999999
2286,12.6791933267191,180329.5999999
2287,12.6853183267191,180360.7999999
2288,12.6889433267191,180345.1999999
2289,12.6949433267191,180345.1999999
2290,12.6998183267191,180352.7999999
2291,12.7034433267191,180360.7999999
2292,12.7070683267191,180376.3999999
2293,12.7131933267191,180391.9999999
2294,12.7180683267191,180383.9999999
2295,12.7240683267191,180407.5999999
2296,12.7276933267191,180407.5999999
2297,12.7338183267191,180431.1999999
2298,12.7361933267191,180446.7999999
2299,12.7423183267191,180477.9999999
2300,12.7446933267191,180509.1999999
2301,12.7506933267191,180563.9999999
2302,12.7544433267191,180611.1999999
2303,12.7604433267191,180657.9999999
2304,12.7653183267191,180697.1999999
2305,12.7701933267191,180720.3999999
2306,12.7749433267191,180767.5999999
2307,12.7786933267191,180790.7999999
2308,12.7846933267191,180829.9999999
2309,12.7895683267191,180845.5999999
2310,12.7944433267191,180876.7999999
2311,12.8004433267191,180923.9999999
2312,12.8029433267191,180939.5999999
2313,12.8076933267191,180955.1999999
2314,12.8138183267191,180978.7999999
2315,12.8210683267191,181009.9999999
2316,12.8259433267191,181017.5999999
2317,12.8308183267191,181033.1999999
2318,12.8344433267191,181041.1999999
2319,12.8404433267191,181064.7999999
2320,12.8465683267191,181064.7999999
2321,12.8514433267191,181087.9999999
2322,12.8561933267191,181080.3999999
2323,12.8610683267191,181087.9999999
2324,12.8671933267191,181103.5999999
2325,12.8708183267191,181111.5999999
2326,12.8744433267191,181103.5999999
2327,12.8804433267191,181119.5999999
2328,12.8829433267191,181127.1999999
2329,12.8914433267191,181150.7999999
2330,12.8961933267191,181173.9999999
2331,12.8986933267191,181189.5999999
2332,12.9046933267191,181213.1999999
2333,12.9095683267191,181221.1999999
2334,12.9156933267191,181259.9999999
2335,12.9193183267191,181283.5999999
2336,12.9265683267191,181299.199999899
2337,12.9289433267191,181322.799999899
2338,12.9325683267191,181346.399999899
2339,12.9386933267191,181385.199999899
2340,12.9446933267191,181400.799999899
2341,12.9483183267191,181416.799999899
2342,12.9531933267191,181424.399999899
2343,12.9568183267191,181455.599999899
2344,12.9629433267191,181510.399999899
2345,12.9665683267191,181533.999999899
2346,12.9725683267191,181557.599999899
2347,12.9763183267191,181565.199999899
2348,12.9823183267191,181604.399999899
2349,12.9884433267191,181619.999999899
2350,12.9944433267191,181619.999999899
2351,12.9968183267191,181643.599999899
2352,13.0029433267191,181666.799999899
2353,13.0065683267191,181682.399999899
2354,13.0114433267191,181705.999999899
2355,13.0163183267191,181721.599999899
2356,13.0186933267191,181745.199999899
2357,13.0259433267191,181760.799999899
2358,13.0284433267191,181776.399999899
2359,13.0356933267191,181791.999999899
2360,13.0405683267191,181815.599999899
2361,13.0453183267191,181831.199999899
2362,13.0501933267191,181838.799999899
2363,13.0550683267191,181877.999999899
2364,13.0599433267191,181885.999999899
2365,13.0635683267191,181901.599999899
2366,13.0684433267191,181917.199999899
2367,13.0756933267191,181948.399999899
2368,13.0805683267191,181948.399999899
2369,13.0853183267191,181979.599999899
2370,13.0890683267191,181987.599999899
2371,13.0938183267191,182011.199999899
2372,13.1011933267191,182034.399999899
2373,13.1059433267191,182042.399999899
2374,13.1120683267191,182049.999999899
2375,13.1144433267191,182073.599999899
2376,13.1205683267191,182104.799999899
2377,13.1253183267191,182112.799999899
2378,13.1290683267191,182128.399999899
2379,13.1326933267191,182159.599999899
2380,13.1386933267191,182190.799999899
2381,13.1435683267191,182206.399999899
2382,13.1484433267191,182222.399999899
2383,13.1556933267191,182253.599999899
2384,13.1580683267191,182284.799999899
2385,13.1641933267191,182300.399999899
2386,13.1665683267191,182339.599999899
2387,13.1738183267191,182355.199999899
2388,13.1786933267191,182363.199999899
2389,13.1848183267191,182378.799999899
2390,13.1871933267191,182394.399999899
2391,13.1920683267191,182425.599999899
2392,13.1956933267191,182441.199999899
2393,13.2005683267191,182472.399999899
2394,13.2065683267191,182487.999999899
2395,13.2126933267191,182503.599999899
2396,13.2175683267191,182511.599999899
2397,13.2223183267191,182535.199999899
2398,13.2271933267191,182550.799999899
2399,13.2308183267191,182558.399999899
2400,13.2369433267191,182589.999999899
2401,13.2418183267191,182597.599999899
2402,13.2465683267191,182628.799999899
2403,13.2514433267191,182652.399999899
2404,13.2550683267191,182667.999999899
2405,13.2599433267191,182714.799999899
2406,13.2684433267191,182722.799999899
2407,13.2720683267191,182746.399999899
2408,13.2744433267191,182746.399999899
2409,13.2793183267191,182777.599999899
2410,13.2841933267191,182793.199999899
2411,13.2914433267191,182793.199999899
2412,13.2939433267191,182808.799999899
2413,13.2999433267191,182816.799999899
2414,13.3060683267191,182839.999999899
2415,13.3120683267191,182863.599999899
2416,13.3145683267191,182871.199999899
2417,13.3193183267191,182879.199999899
2418,13.3218183267191,182879.199999899
2419,13.3303183267191,182887.199999899
2420,13.3326933267191,182887.199999899
2421,13.3388183267191,182933.999999899
2422,13.3435683267191,182941.599999899
2423,13.3484433267191,182965.199999899
2424,13.3533183267191,182980.799999899
2425,13.3581933267191,183019.999999899
2426,13.3630683267191,183051.199999899
2427,13.3678183267191,183066.799999898
2428,13.3714433267191,183090.399999898
2429,13.3775683267191,183129.599999898
2430,13.3824433267191,183152.799999898
2431,13.3884433267191,183176.399999898
2432,13.3933183267191,183184.399999898
2433,13.3969433267191,183191.999999898
2434,13.4018183267191,183215.599999898
2435,13.4066933267191,183231.199999898
2436,13.4103183267191,183246.799999898
2437,13.4151933267191,183254.799999898
2438,13.4224433267191,183277.999999898
2439,13.4248183267191,183293.599999898
2440,13.4296933267191,183309.199999898
2441,13.4345683267191,183325.199999898
2442,13.4381933267191,183325.199999898
2443,13.4405683267191,183348.399999898
2444,13.4478183267191,183403.199999898
2445,13.4515683267191,183403.199999898
2446,13.4575683267191,183449.999999898
2447,13.4636933267191,183497.199999898
2448,13.4673183267191,183520.399999898
2449,13.4733183267191,183536.399999898
2450,13.4769433267191,183567.599999898
2451,13.4830683267191,183583.199999898
2452,13.4890683267191,183606.399999898
2453,13.4951933267191,183622.399999898
2454,13.4975683267191,183629.999999898
2455,13.5024433267191,183661.199999898
2456,13.5084433267191,183676.799999898
2457,13.5133183267191,183715.999999898
2458,13.5194433267191,183715.999999898
2459,13.5254433267191,183715.999999898
2460,13.5290683267191,183723.999999898
2461,13.5339433267191,183731.599999898
2462,13.5375683267191,183731.599999898
2463,13.5400683267191,183747.199999898
2464,13.5460683267191,183770.799999898
2465,13.5521933267191,183763.199999898
2466,13.5558183267191,183778.799999898
2467,13.5605683267191,183794.399999898
2468,13.5643183267191,183809.999999898
2469,13.5726933267191,183817.599999898
2470,13.5751933267191,183833.599999898
2471,13.5788183267191,183841.199999898
2472,13.5848183267191,183856.799999898
2473,13.5896933267191,183864.799999898
2474,13.5945683267191,183887.999999898
2475,13.5994433267191,183911.599999898
2476,13.6030683267191,183942.799999898
2477,13.6090683267191,183966.399999898
2478,13.6128183267191,183981.999999898
2479,13.6200683267191,184013.199999898
2480,13.6249433267191,184028.799999898
2481,13.6296933267191,184036.799999898
2482,13.6333183267191,184067.999999898
2483,13.6418183267191,184083.599999898
2484,13.6443183267191,184091.599999898
2485,13.6503183267191,184099.199999898
2486,13.6551933267191,184122.799999898
2487,13.6588183267191,184138.399999898
2488,13.6624433267191,184177.599999898
2489,13.6673183267191,184224.399999898
2490,13.6745683267191,184271.599999898
2491,13.6794433267191,184287.199999898
2492,13.6830683267191,184318.399999898
2493,13.6891933267191,184341.999999898
2494,13.6939433267191,184349.599999898
2495,13.6988183267191,184380.799999898
2496,13.7036933267191,184388.799999898
2497,13.7085683267191,184404.399999898
2498,13.7121933267191,184427.999999898
2499,13.7181933267191,184451.199999898
2500,13.7243183267191,184451.199999898
2501,13.7291933267191,184466.799999898
2502,13.7328183267191,184474.799999898
2503,13.7388183267191,184482.399999898
2504,13.7436933267191,184498.399999898
2505,13.7498183267191,184498.399999898
2506,13.7534433267191,184513.999999898
2507,13.7606933267191,184521.599999898
2508,13.7643183267191,184529.599999898
2509,13.7691933267191,184537.199999898
2510,13.7740683267191,184521.599999898
2511,13.7788183267191,184529.599999898
2512,13.7849433267191,184552.799999898
2513,13.7898183267191,184560.799999898
2514,13.7945683267191,184568.799999898
2515,13.7981933267191,184576.399999898
2516,13.8019433267191,184607.599999898
2517,13.8066933267191,184623.199999898
2518,13.8115683267191,184646.799999898
2519,13.8164433267191,184677.999999898
2520,13.8200683267191,184701.599999898
2521,13.8261933267191,184748.399999898
2522,13.8285683267191,184779.999999898
2523,13.8345683267191,184811.199999898
2524,13.8419433267191,184834.399999898
2525,13.8443183267191,184849.999999898
2526,13.8504433267191,184873.599999898
2527,13.8540683267191,184881.599999898
2528,13.8600683267191,184904.799999898
2529,13.8636933267191,184928.399999898
2530,13.8698183267191,184951.999999897
2531,13.8746933267191,184983.199999897
2532,13.8794433267191,184983.199999897
2533,13.8855683267191,185006.799999897
2534,13.8915683267191,185006.799999897
2535,13.8951933267191,185006.799999897
2536,13.9013183267191,184998.799999897
2537,13.9049433267191,185014.399999897
2538,13.9061933267191,185045.599999897
2539,13.9134433267191,185069.199999897
2540,13.9194433267191,185077.199999897
2541,13.9230683267191,185100.399999897
2542,13.9279433267191,185123.999999897
2543,13.9351933267191,185139.599999897
2544,13.9389433267191,185155.199999897
2545,13.9436933267191,185163.199999897
2546,13.9473183267191,185170.799999897
2547,13.9521933267191,185194.399999897
2548,13.9570683267191,185209.999999897
2549,13.9606933267191,185217.599999897
2550,13.9668183267191,185264.799999897
2551,13.9728183267191,185280.399999897
2552,13.9776933267191,185311.599999897
2553,13.9825683267191,185327.199999897
2554,13.9849433267191,185358.399999897
2555,13.9910683267191,185397.599999897
2556,13.9983183267191,185428.799999897
2557,14.0019433267191,185444.799999897
2558,14.0068183267191,185460.399999897
2559,14.0128183267191,185475.999999897
2560,14.0176933267191,185483.599999897
2561,14.0225683267191,185499.199999897
2562,14.0274433267191,185507.199999897
2563,14.0359433267191,185522.799999897
2564,14.0395683267191,185530.799999897
2565,14.0443183267191,185546.399999897
2566,14.0491933267191,185553.999999897
2567,14.0528183267191,185569.599999897
2568,14.0576933267191,185569.599999897
2569,14.0625683267191,185577.599999897
2570,14.0674433267191,185577.599999897
2571,14.0721933267191,185593.199999897
