"C35",,
"Temps","Force","Stroke"
"sec","N","mm"
"59.08","7848.145","4.923225"
"59.09","7848.295","4.924075"
"59.1","7848.416","4.924937"
"59.11","7848.488","4.925775"
"59.12","7848.574","4.9266"
"59.13","7848.746","4.927425"
"59.14","7849.007","4.928237"
"59.15","7849.261","4.929062"
"59.16","7849.433","4.9299"
"59.17","7849.518","4.930737"
"59.18","7849.573","4.931562"
"59.19","7849.665","4.9324"
"59.2","7849.827","4.933238"
"59.21","7850.043","4.934087"
"59.22","7850.262","4.934912"
"59.23","7850.462","4.93575"
"59.24","7850.666","4.936575"
"59.25","7850.889","4.937412"
"59.26","7851.099","4.938237"
"59.27","7851.286","4.93905"
"59.28","7851.442","4.939888"
"59.29","7851.563","4.940737"
"59.3","7851.639","4.941587"
"59.31","7851.696","4.942437"
"59.32","7851.785","4.943263"
"59.33","7851.954","4.944088"
"59.34","7852.192","4.944912"
"59.35","7852.443","4.945737"
"59.36","7852.675","4.946575"
"59.37","7852.844","4.947412"
"59.38","7852.968","4.94825"
"59.39","7853.085","4.949075"
"59.4","7853.241","4.949925"
"59.41","7853.438","4.950775"
"59.42","7853.667","4.951612"
"59.43","7853.912","4.952437"
"59.44","7854.169","4.953262"
"59.45","7854.414","4.954087"
"59.46","7854.604","4.9549"
"59.47","7854.726","4.955712"
"59.48","7854.799","4.956537"
"59.49","7854.837","4.957387"
"59.5","7854.872","4.958237"
"59.51","7854.913","4.959075"
"59.52","7855.018","4.959912"
"59.53","7855.221","4.960737"
"59.54","7855.479","4.961562"
"59.55","7855.733","4.962388"
"59.56","7855.949","4.963225"
"59.57","7856.137","4.964062"
"59.58","7856.309","4.9649"
"59.59","7856.499","4.965737"
"59.6","7856.716","4.966588"
"59.61","7856.96","4.967425"
"59.62","7857.195","4.96825"
"59.63","7857.415","4.969088"
"59.64","7857.612","4.969913"
"59.65","7857.796","4.970737"
"59.66","7857.968","4.971562"
"59.67","7858.121","4.972375"
"59.68","7858.248","4.973212"
"59.69","7858.343","4.97405"
"59.7","7858.41","4.974887"
"59.71","7858.461","4.975738"
"59.72","7858.547","4.976575"
"59.73","7858.702","4.977387"
"59.74","7858.944","4.978212"
"59.75","7859.224","4.979037"
"59.76","7859.475","4.979887"
"59.77","7859.656","4.980725"
"59.78","7859.809","4.981562"
"59.79","7859.987","4.982412"
"59.8","7860.212","4.98325"
"59.81","7860.454","4.9841"
"59.82","7860.673","4.984937"
"59.83","7860.89","4.985763"
"59.84","7861.128","4.986588"
"59.85","7861.363","4.987425"
"59.86","7861.573","4.988237"
"59.87","7861.723","4.98905"
"59.88","7861.818","4.989887"
"59.89","7861.891","4.99075"
"59.9","7861.951","4.991587"
"59.91","7862.03","4.992425"
"59.92","7862.183","4.993262"
"59.93","7862.416","4.994087"
"59.94","7862.679","4.994912"
"59.95","7862.905","4.995725"
"59.96","7863.083","4.996575"
"59.97","7863.204","4.9974"
"59.98","7863.318","4.998238"
"59.99","7863.461","4.999075"
"60","7863.636","4.999912"
"60.01","7863.849","5.000762"
"60.02","7864.062","5.0016"
"60.03","7864.266","5.002425"
"60.04","7864.475","5.003263"
"60.05","7864.698","5.004087"
"60.06","7864.911","5.0049"
"60.07","7865.089","5.005713"
"60.08","7865.235","5.00655"
"60.09","7865.33","5.0074"
"60.1","7865.372","5.008237"
"60.11","7865.394","5.009088"
"60.12","7865.492","5.009925"
"60.13","7865.677","5.010737"
"60.14","7865.921","5.01155"
"60.15","7866.154","5.012387"
"60.16","7866.319","5.013225"
"60.17","7866.405","5.01405"
"60.18","7866.478","5.014887"
"60.19","7866.592","5.015725"
"60.2","7866.773","5.016575"
"60.21","7867.002","5.017412"
"60.22","7867.25","5.01825"
"60.23","7867.508","5.019075"
"60.24","7867.775","5.0199"
"60.25","7868.039","5.020737"
"60.26","7868.255","5.021575"
"60.27","7868.42","5.022388"
"60.28","7868.547","5.023212"
"60.29","7868.659","5.024075"
"60.3","7868.751","5.024912"
"60.31","7868.837","5.02575"
"60.32","7868.958","5.026587"
"60.33","7869.145","5.027412"
"60.34","7869.377","5.028225"
"60.35","7869.609","5.02905"
"60.36","7869.806","5.029887"
"60.37","7869.946","5.030725"
"60.38","7870.039","5.031562"
"60.39","7870.125","5.0324"
"60.4","7870.264","5.033237"
"60.41","7870.468","5.034087"
"60.42","7870.665","5.034913"
"60.43","7870.852","5.03575"
"60.44","7871.059","5.036575"
"60.45","7871.285","5.0374"
"60.46","7871.488","5.038225"
"60.47","7871.644","5.03905"
"60.48","7871.771","5.039875"
"60.49","7871.876","5.040725"
"60.5","7871.942","5.041563"
"60.51","7871.984","5.042425"
"60.52","7872.073","5.043262"
"60.53","7872.267","5.044087"
"60.54","7872.528","5.044912"
"60.55","7872.807","5.045737"
"60.56","7873.058","5.046587"
"60.57","7873.246","5.047425"
"60.58","7873.376","5.04825"
"60.59","7873.497","5.0491"
"60.6","7873.656","5.04995"
"60.61","7873.856","5.050787"
"60.62","7874.085","5.051625"
"60.63","7874.32","5.05245"
"60.64","7874.559","5.053262"
"60.65","7874.788","5.054087"
"60.66","7874.962","5.054913"
"60.67","7875.064","5.055712"
"60.68","7875.096","5.056562"
"60.69","7875.096","5.0574"
"60.7","7875.109","5.058238"
"60.71","7875.175","5.059075"
"60.72","7875.313","5.059912"
"60.73","7875.503","5.060738"
"60.74","7875.716","5.06155"
"60.75","7875.919","5.062375"
"60.76","7876.091","5.063225"
"60.77","7876.237","5.064063"
"60.78","7876.368","5.064888"
"60.79","7876.514","5.065725"
"60.8","7876.708","5.066575"
"60.81","7876.934","5.067412"
"60.82","7877.191","5.068237"
"60.83","7877.474","5.069075"
"60.84","7877.757","5.069912"
"60.85","7877.995","5.070737"
"60.86","7878.167","5.071562"
"60.87","7878.291","5.072375"
"60.88","7878.402","5.073212"
"60.89","7878.51","5.07405"
"60.9","7878.599","5.0749"
"60.91","7878.672","5.075737"
"60.92","7878.777","5.076575"
"60.93","7878.949","5.0774"
"60.94","7879.178","5.078212"
"60.95","7879.397","5.079037"
"60.96","7879.585","5.079887"
"60.97","7879.706","5.080725"
"60.98","7879.804","5.081563"
"60.99","7879.944","5.082387"
"61","7880.15","5.083237"
"61.01","7880.396","5.0841"
"61.02","7880.63","5.084925"
"61.03","7880.853","5.085763"
"61.04","7881.075","5.086587"
"61.05","7881.308","5.087425"
"61.06","7881.527","5.08825"
"61.07","7881.692","5.089075"
"61.08","7881.823","5.089912"
"61.09","7881.934","5.090775"
"61.1","7882.026","5.091612"
"61.11","7882.137","5.092463"
"61.12","7882.309","5.093287"
"61.13","7882.557","5.094112"
"61.14","7882.805","5.094925"
"61.15","7883.002","5.09575"
"61.16","7883.135","5.096575"
"61.17","7883.221","5.097413"
"61.18","7883.278","5.09825"
"61.19","7883.33","5.099087"
"61.2","7883.418","5.099925"
"61.21","7883.555","5.100775"
"61.22","7883.717","5.1016"
"61.23","7883.915","5.102425"
"61.24","7884.153","5.10325"
"61.25","7884.401","5.104075"
"61.26","7884.623","5.1049"
"61.27","7884.782","5.105712"
"61.28","7884.89","5.10655"
"61.29","7884.941","5.1074"
"61.3","7884.966","5.108237"
"61.31","7885.004","5.109075"
"61.32","7885.113","5.109912"
"61.33","7885.3","5.110725"
"61.34","7885.542","5.11155"
"61.35","7885.799","5.112387"
"61.36","7886.032","5.113225"
"61.37","7886.209","5.11405"
"61.38","7886.346","5.114887"
"61.39","7886.48","5.115725"
"61.4","7886.658","5.116562"
"61.41","7886.864","5.117413"
"61.42","7887.068","5.11825"
"61.43","7887.268","5.119075"
"61.44","7887.481","5.119912"
"61.45","7887.704","5.120738"
"61.46","7887.917","5.121562"
"61.47","7888.098","5.122375"
"61.48","7888.234","5.123212"
"61.49","7888.32","5.124063"
"61.5","7888.355","5.1249"
"61.51","7888.38","5.12575"
"61.52","7888.466","5.126575"
"61.53","7888.67","5.1274"
"61.54","7888.946","5.128225"
"61.55","7889.223","5.12905"
"61.56","7889.436","5.1299"
"61.57","7889.573","5.130725"
"61.58","7889.668","5.131562"
"61.59","7889.789","5.132412"
"61.6","7889.973","5.13325"
"61.61","7890.192","5.1341"
"61.62","7890.421","5.134925"
"61.63","7890.644","5.135762"
"61.64","7890.867","5.136575"
"61.65","7891.08","5.137413"
"61.66","7891.254","5.138225"
"61.67","7891.382","5.13905"
"61.68","7891.477","5.139887"
"61.69","7891.553","5.140725"
"61.7","7891.604","5.141575"
"61.71","7891.632","5.142425"
"61.72","7891.715","5.14325"
"61.73","7891.906","5.144075"
"61.74","7892.195","5.1449"
"61.75","7892.498","5.145725"
"61.76","7892.736","5.146575"
"61.77","7892.866","5.147412"
"61.78","7892.933","5.14825"
"61.79","7893.019","5.149087"
"61.8","7893.19","5.149937"
"61.81","7893.438","5.150775"
"61.82","7893.689","5.151612"
"61.83","7893.902","5.152437"
"61.84","7894.074","5.153262"
"61.85","7894.255","5.154088"
"61.86","7894.437","5.154912"
"61.87","7894.563","5.155725"
"61.88","7894.634","5.15655"
"61.89","7894.668","5.1574"
"61.9","7894.694","5.158237"
"61.91","7894.72","5.159062"
"61.92","7894.802","5.159913"
"61.93","7894.968","5.160738"
"61.94","7895.206","5.16155"
"61.95","7895.438","5.162375"
"61.96","7895.628","5.163212"
"61.97","7895.771","5.164037"
"61.98","7895.861","5.164875"
"61.99","7895.946","5.165712"
"62","7896.064","5.16655"
"62.01","7896.22","5.1674"
"62.02","7896.417","5.168225"
"62.03","7896.639","5.169062"
"62.04","7896.881","5.1699"
"62.05","7897.116","5.170737"
"62.06","7897.316","5.171575"
"62.07","7897.498","5.172388"
"62.08","7897.669","5.173213"
"62.09","7897.829","5.174075"
"62.1","7897.953","5.174925"
"62.11","7898.054","5.175762"
"62.12","7898.184","5.1766"
"62.13","7898.369","5.177413"
"62.14","7898.601","5.178237"
"62.15","7898.833","5.17905"
"62.16","7899.023","5.1799"
"62.17","7899.135","5.180737"
"62.18","7899.186","5.181575"
"62.19","7899.246","5.182412"
"62.2","7899.376","5.18325"
"62.21","7899.57","5.184087"
"62.22","7899.784","5.184925"
"62.23","7900.003","5.18575"
"62.24","7900.232","5.186575"
"62.25","7900.435","5.187412"
"62.26","7900.594","5.188237"
"62.27","7900.718","5.189063"
"62.28","7900.816","5.1899"
"62.29","7900.902","5.19075"
"62.3","7900.985","5.1916"
"62.31","7901.087","5.192437"
"62.32","7901.252","5.193275"
"62.33","7901.5","5.1941"
"62.34","7901.783","5.194937"
"62.35","7902.034","5.19575"
"62.36","7902.231","5.196588"
"62.37","7902.365","5.197425"
"62.38","7902.438","5.19825"
"62.39","7902.504","5.199087"
"62.4","7902.622","5.199925"
"62.41","7902.771","5.200775"
"62.42","7902.934","5.201612"
"62.43","7903.115","5.202425"
"62.44","7903.334","5.20325"
"62.45","7903.557","5.204075"
"62.46","7903.748","5.2049"
"62.47","7903.894","5.205712"
"62.48","7904.005","5.206537"
"62.49","7904.084","5.207375"
"62.5","7904.123","5.208212"
"62.51","7904.135","5.209063"
"62.52","7904.192","5.2099"
"62.53","7904.358","5.210725"
"62.54","7904.612","5.211537"
"62.55","7904.896","5.212375"
"62.56","7905.13","5.213225"
"62.57","7905.292","5.214062"
"62.58","7905.413","5.214887"
"62.59","7905.563","5.215737"
"62.6","7905.77","5.216588"
"62.61","7906.021","5.217437"
"62.62","7906.269","5.218262"
"62.63","7906.51","5.219088"
"62.64","7906.768","5.219913"
"62.65","7907.013","5.22075"
"62.66","7907.194","5.221562"
"62.67","7907.305","5.222387"
"62.68","7907.375","5.223212"
"62.69","7907.441","5.224062"
"62.7","7907.496","5.2249"
"62.71","7907.553","5.22575"
"62.72","7907.642","5.226575"
"62.73","7907.797","5.2274"
"62.74","7908.01","5.228225"
"62.75","7908.249","5.22905"
"62.76","7908.462","5.229887"
"62.77","7908.599","5.230725"
"62.78","7908.678","5.231562"
"62.79","7908.758","5.2324"
"62.8","7908.891","5.23325"
"62.81","7909.079","5.2341"
"62.82","7909.298","5.234925"
"62.83","7909.533","5.23575"
"62.84","7909.778","5.236588"
"62.85","7910.007","5.237412"
"62.86","7910.185","5.238237"
"62.87","7910.29","5.23905"
"62.88","7910.36","5.239875"
"62.89","7910.404","5.240725"
"62.9","7910.446","5.241575"
"62.91","7910.496","5.242425"
"62.92","7910.617","5.243262"
"62.93","7910.837","5.244087"
"62.94","7911.094","5.2449"
"62.95","7911.32","5.245725"
"62.96","7911.498","5.246575"
"62.97","7911.628","5.2474"
"62.98","7911.72","5.248237"
"62.99","7911.806","5.249075"
"63","7911.943","5.249925"
"63.01","7912.127","5.250775"
"63.02","7912.35","5.251612"
"63.03","7912.579","5.252438"
"63.04","7912.801","5.253263"
"63.05","7913.001","5.254087"
"63.06","7913.16","5.254912"
"63.07","7913.265","5.255725"
"63.08","7913.326","5.256562"
"63.09","7913.367","5.257425"
"63.1","7913.396","5.258262"
"63.11","7913.446","5.2591"
"63.12","7913.558","5.259937"
"63.13","7913.771","5.26075"
"63.14","7914.022","5.261562"
"63.15","7914.241","5.262387"
"63.16","7914.406","5.263225"
"63.17","7914.527","5.264062"
"63.18","7914.613","5.264887"
"63.19","7914.68","5.265725"
"63.2","7914.766","5.266562"
"63.21","7914.896","5.2674"
"63.22","7915.074","5.268238"
"63.23","7915.287","5.269075"
"63.24","7915.506","5.2699"
"63.25","7915.735","5.270737"
"63.26","7915.939","5.271563"
"63.27","7916.098","5.272375"
"63.28","7916.231","5.273212"
"63.29","7916.352","5.27405"
"63.3","7916.463","5.2749"
"63.31","7916.565","5.275737"
"63.32","7916.679","5.276575"
"63.33","7916.841","5.2774"
"63.34","7917.029","5.278225"
"63.35","7917.22","5.27905"
"63.36","7917.391","5.279887"
"63.37","7917.528","5.280725"
"63.38","7917.62","5.281562"
"63.39","7917.715","5.2824"
"63.4","7917.853","5.283237"
"63.41","7918.034","5.284087"
"63.42","7918.237","5.284925"
"63.43","7918.453","5.285762"
"63.44","7918.701","5.286587"
"63.45","7918.962","5.287412"
"63.46","7919.184","5.288225"
"63.47","7919.327","5.28905"
"63.48","7919.382","5.289887"
"63.49","7919.388","5.290737"
"63.5","7919.391","5.291587"
"63.51","7919.429","5.292438"
"63.52","7919.553","5.293262"
"63.53","7919.766","5.2941"
"63.54","7920.021","5.294912"
"63.55","7920.256","5.295737"
"63.56","7920.45","5.296587"
"63.57","7920.564","5.297425"
"63.58","7920.634","5.29825"
"63.59","7920.72","5.2991"
"63.6","7920.888","5.299937"
"63.61","7921.114","5.300787"
"63.62","7921.333","5.301612"
"63.63","7921.521","5.302437"
"63.64","7921.692","5.303262"
"63.65","7921.858","5.304075"
"63.66","7922.004","5.3049"
"63.67","7922.115","5.305712"
"63.68","7922.195","5.306537"
"63.69","7922.246","5.307387"
"63.7","7922.236","5.308225"
"63.71","7922.201","5.309062"
"63.72","7922.227","5.3099"
"63.73","7922.379","5.310725"
"63.74","7922.621","5.311537"
"63.75","7922.872","5.312375"
"63.76","7923.069","5.313212"
"63.77","7923.203","5.31405"
"63.78","7923.313","5.314888"
"63.79","7923.46","5.315725"
"63.8","7923.647","5.316575"
"63.81","7923.841","5.317412"
"63.82","7924.055","5.31825"
"63.83","7924.299","5.319075"
"63.84","7924.566","5.319912"
"63.85","7924.824","5.320737"
"63.86","7925.015","5.321575"
"63.87","7925.142","5.322387"
"63.88","7925.243","5.323212"
"63.89","7925.329","5.324062"
"63.9","7925.39","5.3249"
"63.91","7925.444","5.32575"
"63.92","7925.539","5.326587"
"63.93","7925.71","5.3274"
"63.94","7925.924","5.328225"
"63.95","7926.117","5.329037"
"63.96","7926.258","5.329875"
"63.97","7926.35","5.330712"
"63.98","7926.394","5.33155"
"63.99","7926.461","5.332387"
"64","7926.601","5.333237"
"64.01","7926.798","5.334075"
"64.02","7927.011","5.334912"
"64.03","7927.227","5.335737"
"64.04","7927.465","5.336575"
"64.05","7927.713","5.337412"
"64.06","7927.929","5.338237"
"64.07","7928.085","5.339062"
"64.08","7928.219","5.3399"
"64.09","7928.333","5.34075"
"64.1","7928.435","5.3416"
"64.11","7928.521","5.342437"
"64.12","7928.642","5.343275"
"64.13","7928.829","5.3441"
"64.14","7929.055","5.344913"
"64.15","7929.268","5.345737"
"64.16","7929.424","5.346575"
"64.17","7929.51","5.347425"
"64.18","7929.551","5.34825"
"64.19","7929.627","5.349087"
"64.2","7929.779","5.349925"
"64.21","7929.977","5.350775"
"64.22","7930.158","5.351613"
"64.23","7930.323","5.352437"
"64.24","7930.508","5.35325"
"64.25","7930.714","5.354087"
"64.26","7930.905","5.354912"
"64.27","7931.048","5.355725"
"64.28","7931.134","5.356562"
"64.29","7931.172","5.357412"
"64.3","7931.179","5.35825"
"64.31","7931.204","5.359087"
"64.32","7931.315","5.359912"
"64.33","7931.515","5.36075"
"64.34","7931.77","5.361562"
"64.35","7932.018","5.362387"
"64.36","7932.208","5.363225"
"64.37","7932.313","5.364062"
"64.38","7932.361","5.364887"
"64.39","7932.405","5.365725"
"64.4","7932.526","5.366562"
"64.41","7932.733","5.367413"
"64.42","7932.972","5.368237"
"64.43","7933.2","5.369075"
"64.44","7933.407","5.3699"
"64.45","7933.582","5.370725"
"64.46","7933.725","5.37155"
"64.47","7933.855","5.372362"
"64.48","7933.982","5.3732"
"64.49","7934.062","5.37405"
"64.5","7934.103","5.374887"
"64.51","7934.145","5.375737"
"64.52","7934.25","5.376563"
"64.53","7934.437","5.377388"
"64.54","7934.675","5.378212"
"64.55","7934.92","5.37905"
"64.56","7935.149","5.3799"
"64.57","7935.327","5.380737"
"64.58","7935.441","5.381588"
"64.59","7935.562","5.382425"
"64.6","7935.769","5.383262"
"64.61","7936.039","5.384112"
"64.62","7936.306","5.384937"
"64.63","7936.538","5.385762"
"64.64","7936.754","5.386587"
"64.65","7936.941","5.387425"
"64.66","7937.088","5.388237"
"64.67","7937.184","5.389062"
"64.68","7937.256","5.3899"
"64.69","7937.292","5.39075"
"64.7","7937.292","5.391587"
"64.71","7937.294","5.392425"
"64.72","7937.38","5.393262"
"64.73","7937.565","5.394087"
"64.74","7937.781","5.394912"
"64.75","7937.972","5.395737"
"64.76","7938.141","5.396575"
"64.77","7938.28","5.397412"
"64.78","7938.391","5.39825"
"64.79","7938.5","5.399087"
"64.8","7938.639","5.399925"
"64.81","7938.817","5.400775"
"64.82","7939.018","5.401612"
"64.83","7939.215","5.402437"
"64.84","7939.402","5.403262"
"64.85","7939.593","5.404088"
"64.86","7939.762","5.4049"
"64.87","7939.889","5.405712"
"64.88","7939.949","5.40655"
"64.89","7939.968","5.407387"
"64.9","7939.962","5.408225"
"64.91","7939.968","5.409062"
"64.92","7940.022","5.4099"
"64.93","7940.149","5.410725"
"64.94","7940.331","5.411537"
"64.95","7940.541","5.412363"
"64.96","7940.722","5.4132"
"64.97","7940.836","5.414037"
"64.98","7940.912","5.414862"
"64.99","7941.014","5.4157"
"65","7941.176","5.416563"
"65.01","7941.374","5.4174"
"65.02","7941.599","5.418237"
"65.03","7941.844","5.419075"
"65.04","7942.088","5.419912"
"65.05","7942.327","5.420737"
"65.06","7942.54","5.421575"
"65.07","7942.721","5.422388"
"65.08","7942.848","5.423225"
"65.09","7942.918","5.424075"
"65.1","7942.953","5.424925"
"65.11","7942.985","5.425762"
"65.12","7943.064","5.426588"
"65.13","7943.236","5.427413"
"65.14","7943.465","5.428237"
"65.15","7943.697","5.42905"
"65.16","7943.872","5.429887"
"65.17","7943.989","5.430725"
"65.18","7944.043","5.431562"
"65.19","7944.094","5.4324"
"65.2","7944.196","5.433238"
"65.21","7944.361","5.434087"
"65.22","7944.565","5.434912"
"65.23","7944.781","5.43575"
"65.24","7945.013","5.436575"
"65.25","7945.248","5.437412"
"65.26","7945.439","5.438237"
"65.27","7945.576","5.43905"
"65.28","7945.681","5.439888"
"65.29","7945.767","5.440737"
"65.3","7945.836","5.441587"
"65.31","7945.877","5.442437"
"65.32","7945.944","5.443263"
"65.33","7946.11","5.444088"
"65.34","7946.374","5.444912"
"65.35","7946.647","5.445737"
"65.36","7946.873","5.446575"
"65.37","7947.019","5.447425"
"65.38","7947.105","5.44825"
"65.39","7947.178","5.449087"
"65.4","7947.292","5.449925"
"65.41","7947.455","5.450762"
"65.42","7947.636","5.4516"
"65.43","7947.823","5.452437"
"65.44","7948.021","5.45325"
"65.45","7948.211","5.454075"
"65.46","7948.357","5.454887"
"65.47","7948.465","5.4557"
"65.48","7948.517","5.456537"
"65.49","7948.51","5.457387"
"65.5","7948.475","5.458237"
"65.51","7948.459","5.459075"
"65.52","7948.542","5.4599"
"65.53","7948.748","5.460725"
"65.54","7949.025","5.46155"
"65.55","7949.263","5.462375"
"65.56","7949.416","5.463225"
"65.57","7949.521","5.464062"
"65.58","7949.632","5.4649"
"65.59","7949.778","5.465737"
"65.6","7949.969","5.466588"
"65.61","7950.198","5.467425"
"65.62","7950.439","5.468262"
"65.63","7950.681","5.469087"
"65.64","7950.919","5.469913"
"65.65","7951.136","5.470737"
"65.66","7951.304","5.471562"
"65.67","7951.416","5.472375"
"65.68","7951.482","5.473212"
"65.69","7951.517","5.47405"
"65.7","7951.517","5.474887"
"65.71","7951.492","5.475738"
"65.72","7951.504","5.476575"
"65.73","7951.638","5.477387"
"65.74","7951.879","5.4782"
"65.75","7952.146","5.47905"
"65.76","7952.35","5.479887"
"65.77","7952.48","5.480725"
"65.78","7952.576","5.481562"
"65.79","7952.712","5.4824"
"65.8","7952.916","5.48325"
"65.81","7953.148","5.4841"
"65.82","7953.396","5.484937"
"65.83","7953.647","5.485763"
"65.84","7953.901","5.486588"
"65.85","7954.117","5.487425"
"65.86","7954.279","5.488237"
"65.87","7954.375","5.489062"
"65.88","7954.419","5.4899"
"65.89","7954.441","5.49075"
"65.9","7954.458","5.491587"
"65.91","7954.486","5.492437"
"65.92","7954.591","5.493275"
"65.93","7954.794","5.4941"
"65.94","7955.036","5.494912"
"65.95","7955.255","5.495738"
"65.96","7955.412","5.496562"
"65.97","7955.513","5.4974"
"65.98","7955.577","5.498225"
"65.99","7955.637","5.499075"
"66","7955.71","5.499912"
"66.01","7955.824","5.500762"
"66.02","7956.003","5.501587"
"66.03","7956.234","5.502425"
"66.04","7956.473","5.50325"
"66.05","7956.689","5.504087"
"66.06","7956.861","5.5049"
"66.07","7956.976","5.505713"
"66.08","7957.052","5.50655"
"66.09","7957.103","5.5074"
"66.1","7957.134","5.508237"
"66.11","7957.16","5.509088"
"66.12","7957.224","5.509912"
"66.13","7957.369","5.510737"
"66.14","7957.592","5.51155"
"66.15","7957.84","5.512375"
"66.16","7958.043","5.513225"
"66.17","7958.155","5.514062"
"66.18","7958.215","5.514887"
"66.19","7958.301","5.515725"
"66.2","7958.438","5.516562"
"66.21","7958.609","5.517412"
"66.22","7958.774","5.518238"
"66.23","7958.969","5.519075"
"66.24","7959.191","5.5199"
"66.25","7959.417","5.52075"
"66.26","7959.614","5.521575"
"66.27","7959.767","5.522388"
"66.28","7959.877","5.523225"
"66.29","7959.992","5.524075"
"66.3","7960.1","5.524912"
"66.31","7960.164","5.525763"
"66.32","7960.234","5.526587"
"66.33","7960.402","5.527412"
"66.34","7960.666","5.528237"
"66.35","7960.936","5.52905"
"66.36","7961.108","5.5299"
"66.37","7961.174","5.530725"
"66.38","7961.207","5.531562"
"66.39","7961.292","5.5324"
"66.4","7961.448","5.533237"
"66.41","7961.62","5.534087"
"66.42","7961.785","5.534925"
"66.43","7961.969","5.53575"
"66.44","7962.179","5.536575"
"66.45","7962.408","5.5374"
"66.46","7962.599","5.538225"
"66.47","7962.729","5.539037"
"66.48","7962.796","5.539875"
"66.49","7962.828","5.540712"
"66.5","7962.831","5.541563"
"66.51","7962.837","5.542412"
"66.52","7962.891","5.54325"
"66.53","7963.028","5.544075"
"66.54","7963.25","5.544912"
"66.55","7963.514","5.545725"
"66.56","7963.747","5.546575"
"66.57","7963.899","5.547425"
"66.58","7963.985","5.548263"
"66.59","7964.09","5.5491"
"66.6","7964.281","5.54995"
"66.61","7964.538","5.550787"
"66.62","7964.792","5.551625"
"66.63","7965.005","5.55245"
"66.64","7965.202","5.553275"
"66.65","7965.399","5.5541"
"66.66","7965.565","5.554913"
"66.67","7965.635","5.555725"
"66.68","7965.619","5.55655"
"66.69","7965.581","5.557412"
"66.7","7965.549","5.558238"
"66.71","7965.54","5.559075"
"66.72","7965.597","5.559912"
"66.73","7965.755","5.560737"
"66.74","7965.984","5.56155"
"66.75","7966.185","5.562375"
"66.76","7966.347","5.563225"
"66.77","7966.467","5.564063"
"66.78","7966.579","5.564888"
"66.79","7966.703","5.565725"
"66.8","7966.858","5.566575"
"66.81","7967.04","5.567412"
"66.82","7967.23","5.56825"
"66.83","7967.428","5.569088"
"66.84","7967.65","5.569912"
"66.85","7967.869","5.57075"
"66.86","7968.041","5.571562"
"66.87","7968.162","5.572375"
"66.88","7968.264","5.573212"
"66.89","7968.336","5.57405"
"66.9","7968.362","5.574887"
"66.91","7968.375","5.575737"
"66.92","7968.435","5.576575"
"66.93","7968.569","5.5774"
"66.94","7968.763","5.578212"
"66.95","7968.96","5.579037"
"66.96","7969.116","5.579887"
"66.97","7969.217","5.580725"
"66.98","7969.293","5.58155"
"66.99","7969.414","5.582387"
"67","7969.605","5.58325"
"67.01","7969.809","5.584087"
"67.02","7969.983","5.584925"
"67.03","7970.177","5.58575"
"67.04","7970.403","5.586587"
"67.05","7970.642","5.587425"
"67.06","7970.838","5.58825"
"67.07","7970.969","5.589075"
"67.08","7971.061","5.589925"
"67.09","7971.138","5.590775"
"67.1","7971.188","5.591612"
"67.11","7971.223","5.59245"
"67.12","7971.303","5.593287"
"67.13","7971.474","5.5941"
"67.14","7971.697","5.594925"
"67.15","7971.891","5.595737"
"67.16","7972.005","5.596575"
"67.17","7972.05","5.597413"
"67.18","7972.075","5.59825"
"67.19","7972.126","5.599087"
"67.2","7972.212","5.599925"
"67.21","7972.333","5.600762"
"67.22","7972.485","5.601587"
"67.23","7972.673","5.602425"
"67.24","7972.873","5.60325"
"67.25","7973.07","5.604087"
"67.26","7973.257","5.6049"
"67.27","7973.419","5.605712"
"67.28","7973.531","5.60655"
"67.29","7973.576","5.607388"
"67.3","7973.576","5.608225"
"67.31","7973.566","5.609075"
"67.32","7973.591","5.6099"
"67.33","7973.712","5.610725"
"67.34","7973.916","5.61155"
"67.35","7974.148","5.612375"
"67.36","7974.354","5.613225"
"67.37","7974.491","5.61405"
"67.38","7974.571","5.614887"
"67.39","7974.672","5.615725"
"67.4","7974.841","5.616562"
"67.41","7975.057","5.617413"
"67.42","7975.248","5.61825"
"67.43","7975.432","5.619075"
"67.44","7975.642","5.6199"
"67.45","7975.864","5.620738"
"67.46","7976.036","5.621562"
"67.47","7976.145","5.622375"
"67.48","7976.224","5.6232"
"67.49","7976.3","5.62405"
"67.5","7976.351","5.6249"
"67.51","7976.36","5.625737"
"67.52","7976.411","5.626563"
"67.53","7976.567","5.6274"
"67.54","7976.799","5.628225"
"67.55","7977.015","5.62905"
"67.56","7977.193","5.6299"
"67.57","7977.336","5.630725"
"67.58","7977.457","5.631575"
"67.59","7977.594","5.632412"
"67.6","7977.766","5.633262"
"67.61","7977.95","5.634112"
"67.62","7978.134","5.634937"
"67.63","7978.325","5.635762"
"67.64","7978.531","5.636587"
"67.65","7978.745","5.637425"
"67.66","7978.916","5.63825"
"67.67","7979.012","5.63905"
"67.68","7979.037","5.6399"
"67.69","7979.018","5.640738"
"67.7","7979.002","5.641587"
"67.71","7979.018","5.642425"
"67.72","7979.107","5.643262"
"67.73","7979.301","5.644087"
"67.74","7979.536","5.6449"
"67.75","7979.746","5.645737"
"67.76","7979.886","5.646575"
"67.77","7979.978","5.647425"
"67.78","7980.042","5.64825"
"67.79","7980.124","5.649087"
"67.8","7980.261","5.649937"
"67.81","7980.458","5.650787"
