"CuivreC1",,,,"CuivreC1+N",,,,"AcierC70",,,
"Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1"
"sec","N","mm","mm","sec","N","mm","mm","sec","N","mm","mm"
"14.57","4423.663","1.214025","0.1596451","14.57","1455.291","1.214062","0.2974192","14.57","3617.433","1.214062","0.07324219"
"14.58","4425.465","1.214875","0.160408","14.58","1455.555","1.214887","0.2981822","14.58","3620.758","1.2149","0.07324219"
"14.59","4427.284","1.215712","0.1608531","14.59","1455.809","1.215712","0.2981822","14.59","3624.131","1.215725","0.07324219"
"14.6","4429.137","1.21655","0.161616","14.6","1456.029","1.216537","0.2986272","14.6","3627.558","1.21655","0.07324219"
"14.61","4431.038","1.217363","0.162824","14.61","1456.216","1.217363","0.2993902","14.61","3630.997","1.217375","0.07324219"
"14.62","4432.958","1.218187","0.1635869","14.62","1456.413","1.2182","0.2997716","14.62","3634.418","1.218212","0.07324219"
"14.63","4434.862","1.219037","0.1644135","14.63","1456.652","1.21905","0.2997716","14.63","3637.807","1.21905","0.07324219"
"14.64","4436.716","1.219887","0.16524","14.64","1456.925","1.2199","0.2997716","14.64","3641.148","1.219875","0.07324219"
"14.65","4438.534","1.220712","0.1660029","14.65","1457.198","1.220737","0.3002167","14.65","3644.444","1.220712","0.07324219"
"14.66","4440.342","1.221563","0.1660029","14.66","1457.456","1.221575","0.3005981","14.66","3647.753","1.22155","0.07324219"
"14.67","4442.189","1.2224","0.1663844","14.67","1457.717","1.2224","0.3009796","14.67","3651.117","1.222387","0.07362366"
"14.68","4444.081","1.22325","0.1668294","14.68","1457.974","1.223225","0.3009796","14.68","3654.534","1.223225","0.07362366"
"14.69","4445.976","1.224087","0.1672109","14.69","1458.206","1.22405","0.3018061","14.69","3657.967","1.22405","0.07400513"
"14.7","4447.845","1.2249","0.1679738","14.7","1458.419","1.224887","0.3013611","14.7","3661.407","1.224887","0.07400513"
"14.71","4449.682","1.225737","0.1675924","14.71","1458.635","1.225725","0.3018061","14.71","3664.853","1.225725","0.07400513"
"14.72","4451.507","1.226563","0.1675924","14.72","1458.87","1.226563","0.3018061","14.72","3668.289","1.22655","0.07362366"
"14.73","4453.3","1.227387","0.1679738","14.73","1459.106","1.2274","0.3025691","14.73","3671.697","1.227375","0.07362366"
"14.74","4455.042","1.228212","0.1675924","14.74","1459.354","1.228238","0.3041585","14.74","3675.089","1.2282","0.07400513"
"14.75","4456.749","1.229025","0.1684189","14.75","1459.618","1.229062","0.3053665","14.75","3678.484","1.22905","0.07400513"
"14.76","4458.443","1.229862","0.1691818","14.76","1459.891","1.2299","0.306193","14.76","3681.879","1.2299","0.07400513"
"14.77","4460.141","1.230712","0.1695633","14.77","1460.136","1.230725","0.3065745","14.77","3685.261","1.230762","0.07400513"
"14.78","4461.848","1.23155","0.1707713","14.78","1460.349","1.23155","0.306956","14.78","3688.647","1.2316","0.07400513"
"14.79","4463.564","1.2324","0.1703898","14.79","1460.536","1.232375","0.306956","14.79","3692.071","1.232425","0.07400513"
"14.8","4465.313","1.233225","0.1707713","14.8","1460.74","1.2332","0.3073374","14.8","3695.542","1.23325","0.07445017"
"14.81","4467.096","1.23405","0.1715978","14.81","1460.959","1.234025","0.3073374","14.81","3699.032","1.234062","0.07445017"
"14.82","4468.889","1.234875","0.1715978","14.82","1461.204","1.234862","0.3073374","14.82","3702.498","1.2349","0.07483164"
"14.83","4470.647","1.235713","0.1719793","14.83","1461.445","1.235713","0.3073374","14.83","3705.915","1.235737","0.07483164"
"14.84","4472.335","1.23655","0.1731873","14.84","1461.703","1.236562","0.3077825","14.84","3709.262","1.236575","0.07483164"
"14.85","4473.991","1.237387","0.1735687","14.85","1461.954","1.237412","0.3077825","14.85","3712.565","1.237412","0.07483164"
"14.86","4475.654","1.238225","0.1739502","14.86","1462.208","1.23825","0.3085454","14.86","3715.9","1.238238","0.07521311"
"14.87","4477.335","1.239062","0.1747767","14.87","1462.456","1.239075","0.3089269","14.87","3719.304","1.239087","0.07559458"
"14.88","4479.042","1.239913","0.1755397","14.88","1462.708","1.2399","0.3089269","14.88","3722.77","1.239925","0.07559458"
"14.89","4480.775","1.24075","0.1763662","14.89","1462.965","1.240725","0.3093719","14.89","3726.238","1.24075","0.07483164"
"14.9","4482.517","1.241575","0.1763662","14.9","1463.21","1.241562","0.3097534","14.9","3729.68","1.241575","0.07400513"
"14.91","4484.256","1.2424","0.1767476","14.91","1463.451","1.2424","0.3101349","14.91","3733.091","1.2424","0.07400513"
"14.92","4485.973","1.243225","0.1771291","14.92","1463.693","1.24325","0.3105164","14.92","3736.48","1.243212","0.07400513"
"14.93","4487.642","1.24405","0.1775742","14.93","1463.935","1.244087","0.3109614","14.93","3739.856","1.244038","0.07400513"
"14.94","4489.256","1.244875","0.1775742","14.94","1464.173","1.244925","0.3109614","14.94","3743.216","1.244862","0.07445017"
"14.95","4490.853","1.245687","0.1775742","14.95","1464.421","1.245762","0.3113429","14.95","3746.548","1.245713","0.07483164"
"14.96","4492.445","1.24655","0.1779556","14.96","1464.672","1.246588","0.3113429","14.96","3749.857","1.246562","0.07521311"
"14.97","4494.015","1.247387","0.1783371","14.97","1464.936","1.247412","0.3113429","14.97","3753.166","1.2474","0.07521311"
"14.98","4495.551","1.248237","0.1787186","14.98","1465.19","1.248225","0.3117243","14.98","3756.52","1.248237","0.07483164"
"14.99","4497.112","1.249075","0.1787186","14.99","1465.426","1.24905","0.3117243","14.99","3759.925","1.249075","0.07483164"
"15","4498.749","1.249913","0.1791636","15","1465.632","1.249862","0.3121058","15","3763.354","1.249887","0.07521311"
"15.01","4500.431","1.250737","0.1787186","15.01","1465.826","1.250687","0.3129323","15.01","3766.781","1.250713","0.07521311"
"15.02","4502.1","1.25155","0.1787186","15.02","1466.033","1.251525","0.3133138","15.02","3770.189","1.25155","0.07559458"
"15.03","4503.714","1.252388","0.1795451","15.03","1466.271","1.252362","0.3133138","15.03","3773.591","1.252388","0.07680257"
"15.04","4505.291","1.253225","0.1795451","15.04","1466.506","1.253212","0.3137589","15.04","3776.954","1.253225","0.07801056"
"15.05","4506.826","1.254062","0.1787186","15.05","1466.745","1.25405","0.3141403","15.05","3780.289","1.25405","0.07921854"
"15.06","4508.336","1.2549","0.1787186","15.06","1467.012","1.254875","0.3141403","15.06","3783.639","1.254887","0.07998148"
"15.07","4509.872","1.255737","0.1791636","15.07","1467.317","1.2557","0.3153483","15.07","3787.044","1.255737","0.08042654"
"15.08","4511.448","1.256575","0.1787186","15.08","1467.613","1.256525","0.3153483","15.08","3790.477","1.256562","0.07998148"
"15.09","4513.035","1.257412","0.1791636","15.09","1467.87","1.257375","0.3161112","15.09","3793.891","1.257388","0.07960001"
"15.1","4514.618","1.25825","0.1787186","15.1","1468.089","1.258212","0.3173192","15.1","3797.309","1.258225","0.07998148"
"15.11","4516.191","1.259062","0.1791636","15.11","1468.29","1.25905","0.3177007","15.11","3800.748","1.25905","0.07998148"
"15.12","4517.75","1.259887","0.1803716","15.12","1468.512","1.259887","0.3185272","15.12","3804.204","1.259875","0.07998148"
"15.13","4519.275","1.260725","0.1823425","15.13","1468.77","1.260737","0.3189087","15.13","3807.618","1.2607","0.07883707"
"15.14","4520.769","1.26155","0.183932","15.14","1469.049","1.261575","0.3192902","15.14","3810.969","1.261513","0.07921854"
"15.15","4522.25","1.262375","0.1846949","15.15","1469.307","1.262412","0.3201167","15.15","3814.287","1.262362","0.08042654"
"15.16","4523.716","1.263212","0.1846949","15.16","1469.549","1.263237","0.3208796","15.16","3817.596","1.263212","0.08157095"
"15.17","4525.159","1.264075","0.18514","15.17","1469.806","1.264075","0.3208796","15.17","3820.899","1.264063","0.08277893"
"15.18","4526.605","1.264912","0.1859029","15.18","1470.079","1.264887","0.3212611","15.18","3824.224","1.2649","0.08239746"
"15.19","4528.081","1.265737","0.1862844","15.19","1470.337","1.265725","0.3217061","15.19","3827.607","1.265737","0.08239746"
"15.2","4529.604","1.266575","0.1871109","15.2","1470.55","1.26655","0.3217061","15.2","3831.084","1.26655","0.08239746"
"15.21","4531.155","1.2674","0.1878738","15.21","1470.725","1.267362","0.3217061","15.21","3834.578","1.267375","0.08201599"
"15.22","4532.687","1.268225","0.1887004","15.22","1470.903","1.268188","0.3224691","15.22","3838.031","1.268225","0.08080801"
"15.23","4534.162","1.26905","0.1899083","15.23","1471.119","1.269037","0.3224691","15.23","3841.41","1.269063","0.08042654"
"15.24","4535.58","1.269887","0.1902898","15.24","1471.376","1.269887","0.3224691","15.24","3844.741","1.2699","0.08042654"
"15.25","4536.94","1.270712","0.1911163","15.25","1471.65","1.270725","0.3229141","15.25","3848.085","1.270737","0.07960001"
"15.26","4538.288","1.27155","0.1911163","15.26","1471.917","1.271575","0.3229141","15.26","3851.477","1.271575","0.07998148"
"15.27","4539.684","1.272388","0.1906713","15.27","1472.19","1.272388","0.3232956","15.27","3854.933","1.272425","0.08042654"
"15.28","4541.133","1.273225","0.1899083","15.28","1472.464","1.273212","0.3240585","15.28","3858.426","1.273263","0.08042654"
"15.29","4542.599","1.274063","0.1887004","15.29","1472.74","1.274037","0.324885","15.29","3861.939","1.274087","0.08042654"
"15.3","4544.039","1.274887","0.1887004","15.3","1473.007","1.274875","0.324885","15.3","3865.439","1.2749","0.08080801"
"15.31","4545.473","1.275725","0.1887004","15.31","1473.246","1.2757","0.3252665","15.31","3868.901","1.275725","0.08118948"
"15.32","4546.928","1.27655","0.1895269","15.32","1473.433","1.276537","0.325648","15.32","3872.325","1.27655","0.08157095"
"15.33","4548.365","1.277375","0.1899083","15.33","1473.637","1.277387","0.325648","15.33","3875.701","1.277375","0.08157095"
"15.34","4549.771","1.2782","0.1906713","15.34","1473.881","1.278237","0.326093","15.34","3879.013","1.2782","0.08201599"
"15.35","4551.131","1.279025","0.1922607","15.35","1474.152","1.279075","0.3264745","15.35","3882.291","1.27905","0.08239746"
"15.36","4552.463","1.279863","0.1927058","15.36","1474.403","1.2799","0.326856","15.36","3885.565","1.279912","0.0831604"
"15.37","4553.776","1.280712","0.1930873","15.37","1474.644","1.280738","0.3272375","15.37","3888.858","1.280738","0.08277893"
"15.38","4555.06","1.281575","0.1930873","15.38","1474.873","1.28155","0.3272375","15.38","3892.209","1.281575","0.08277893"
"15.39","4556.347","1.282412","0.1938502","15.39","1475.073","1.282387","0.328064","15.39","3895.633","1.282412","0.08201599"
"15.4","4557.676","1.283237","0.1938502","15.4","1475.277","1.283212","0.3284454","15.4","3899.114","1.283237","0.08201599"
"15.41","4559.063","1.284063","0.1942952","15.41","1475.509","1.284025","0.3296534","15.41","3902.575","1.284063","0.08239746"
"15.42","4560.461","1.284875","0.1942952","15.42","1475.738","1.284875","0.3296534","15.42","3905.98","1.284887","0.08201599"
"15.43","4561.828","1.285712","0.1942952","15.43","1475.948","1.285738","0.3300349","15.43","3909.343","1.285738","0.08239746"
"15.44","4563.112","1.28655","0.1942952","15.44","1476.154","1.286587","0.3300349","15.44","3912.671","1.286575","0.08239746"
"15.45","4564.323","1.287387","0.1942952","15.45","1476.377","1.287425","0.3304799","15.45","3915.98","1.2874","0.08277893"
"15.46","4565.541","1.288225","0.1942952","15.46","1476.625","1.28825","0.3308614","15.46","3919.325","1.288237","0.08277893"
"15.47","4566.835","1.289063","0.1946767","15.47","1476.892","1.289075","0.3312429","15.47","3922.739","1.289087","0.08239746"
"15.48","4568.189","1.2899","0.1950582","15.48","1477.152","1.2899","0.3316244","15.48","3926.201","1.289925","0.0831604"
"15.49","4569.537","1.29075","0.1974742","15.49","1477.385","1.290725","0.3324509","15.49","3929.656","1.290738","0.0831604"
"15.5","4570.862","1.291575","0.1990636","15.5","1477.582","1.291562","0.3324509","15.5","3933.121","1.291562","0.08398692"
"15.51","4572.182","1.292387","0.1998266","15.51","1477.788","1.292413","0.3332138","15.51","3936.602","1.292387","0.08436839"
"15.52","4573.495","1.293212","0.201416","15.52","1478.03","1.293237","0.3332138","15.52","3940.058","1.293212","0.08436839"
"15.53","4574.782","1.29405","0.201416","15.53","1478.294","1.294075","0.3332138","15.53","3943.443","1.294025","0.08474986"
"15.54","4576.019","1.294863","0.201416","15.54","1478.554","1.294912","0.3344218","15.54","3946.746","1.29485","0.08640289"
"15.55","4577.217","1.295687","0.2018611","15.55","1478.809","1.29575","0.3340403","15.55","3950.014","1.295687","0.0875473"
"15.56","4578.399","1.296538","0.2018611","15.56","1479.06","1.296575","0.3348033","15.56","3953.282","1.296538","0.08678436"
"15.57","4579.585","1.2974","0.2022425","15.57","1479.305","1.2974","0.3356298","15.57","3956.582","1.297387","0.08557638"
"15.58","4580.768","1.298237","0.2022425","15.58","1479.54","1.298225","0.3363927","15.58","3959.926","1.298225","0.08474986"
"15.59","4581.935","1.299075","0.2030055","15.59","1479.769","1.29905","0.3363927","15.59","3963.321","1.29905","0.08474986"
"15.6","4583.136","1.299912","0.2034505","15.6","1479.969","1.299875","0.3372192","15.6","3966.745","1.299875","0.08474986"
"15.61","4584.401","1.300738","0.2034505","15.61","1480.163","1.3007","0.3380457","15.61","3970.175","1.300687","0.08474986"
"15.62","4585.667","1.301562","0.2034505","15.62","1480.363","1.301538","0.3384272","15.62","3973.586","1.301538","0.08474986"
"15.63","4586.897","1.3024","0.2034505","15.63","1480.595","1.302387","0.3391902","15.63","3976.958","1.302375","0.08436839"
"15.64","4588.063","1.303237","0.203832","15.64","1480.84","1.303237","0.3391902","15.64","3980.29","1.3032","0.08519491"
"15.65","4589.18","1.304075","0.203832","15.65","1481.082","1.304075","0.3396352","15.65","3983.593","1.304037","0.08519491"
"15.66","4590.286","1.304912","0.2042135","15.66","1481.358","1.3049","0.3400167","15.66","3986.921","1.304875","0.08519491"
"15.67","4591.452","1.30575","0.2058029","15.67","1481.657","1.305737","0.3400167","15.67","3990.32","1.305725","0.08519491"
"15.68","4592.68","1.306587","0.2066294","15.68","1481.93","1.306562","0.3400167","15.68","3993.766","1.306562","0.08519491"
"15.69","4593.894","1.307425","0.2070109","15.69","1482.143","1.307387","0.3400167","15.69","3997.218","1.3074","0.08595785"
"15.7","4595.063","1.30825","0.2073924","15.7","1482.34","1.308225","0.3403982","15.7","4000.66","1.308225","0.08678436"
"15.71","4596.221","1.309075","0.2078374","15.71","1482.56","1.30905","0.3412247","15.71","4004.113","1.30905","0.08716583"
"15.72","4597.384","1.3099","0.2078374","15.72","1482.795","1.309887","0.3416061","15.72","4007.568","1.309887","0.08716583"
"15.73","4598.528","1.310725","0.2086004","15.73","1483.037","1.310725","0.3416061","15.73","4011.001","1.310712","0.08678436"
"15.74","4599.616","1.311538","0.2086004","15.74","1483.297","1.311562","0.3416061","15.74","4014.393","1.311525","0.08716583"
"15.75","4600.652","1.31235","0.2086004","15.75","1483.587","1.312413","0.3419876","15.75","4017.731","1.312375","0.08678436"
"15.76","4601.675","1.313187","0.2094269","15.76","1483.854","1.313237","0.3423691","15.76","4021.034","1.313225","0.08678436"
"15.77","4602.693","1.314025","0.2089818","15.77","1484.102","1.314062","0.3423691","15.77","4024.324","1.314075","0.08716583"
"15.78","4603.707","1.314875","0.2101898","15.78","1484.334","1.314888","0.3428141","15.78","4027.627","1.314912","0.08837382"
"15.79","4604.75","1.315712","0.2110163","15.79","1484.566","1.315712","0.3428141","15.79","4030.971","1.315737","0.08996328"
"15.8","4605.85","1.31655","0.2122243","15.8","1484.779","1.316537","0.3428141","15.8","4034.357","1.316562","0.09034475"
"15.81","4607.016","1.317375","0.2122243","15.81","1484.966","1.31735","0.3431956","15.81","4037.739","1.317375","0.08996328"
"15.82","4608.202","1.3182","0.2122243","15.82","1485.144","1.318187","0.3431956","15.82","4041.09","1.318213","0.08913676"
"15.83","4609.356","1.319037","0.2122243","15.83","1485.344","1.319037","0.3435771","15.83","4044.393","1.319037","0.08837382"
"15.84","4610.446","1.319875","0.2122243","15.84","1485.573","1.3199","0.3439585","15.84","4047.683","1.319875","0.08799235"
"15.85","4611.492","1.320712","0.2126058","15.85","1485.815","1.320737","0.3439585","15.85","4050.96","1.320712","0.08913676"
"15.86","4612.528","1.32155","0.2138138","15.86","1486.079","1.321575","0.3439585","15.86","4054.26","1.32155","0.08958181"
"15.87","4613.587","1.322387","0.2145767","15.87","1486.355","1.3224","0.3444036","15.87","4057.608","1.3224","0.08996328"
"15.88","4614.674","1.32325","0.2157847","15.88","1486.638","1.323225","0.3447851","15.88","4061.028","1.323225","0.08958181"
"15.89","4615.771","1.324088","0.2161662","15.89","1486.915","1.324062","0.3447851","15.89","4064.48","1.32405","0.08958181"
"15.9","4616.877","1.324912","0.2165477","15.9","1487.169","1.3249","0.3447851","15.9","4067.939","1.324888","0.08958181"
"15.91","4617.968","1.325737","0.2169927","15.91","1487.401","1.325737","0.3451665","15.91","4071.395","1.325712","0.08875529"
"15.92","4619.02","1.32655","0.2173742","15.92","1487.617","1.326575","0.3451665","15.92","4074.825","1.32655","0.08875529"
"15.93","4620.018","1.327387","0.2177556","15.93","1487.831","1.327412","0.3451665","15.93","4078.22","1.327375","0.08837382"
"15.94","4620.975","1.3282","0.2181371","15.94","1488.053","1.328262","0.3451665","15.94","4081.589","1.3282","0.08875529"
"15.95","4621.91","1.329025","0.2177556","15.95","1488.291","1.329087","0.3451665","15.95","4084.917","1.329037","0.08958181"
"15.96","4622.834","1.329862","0.2177556","15.96","1488.543","1.329925","0.345993","15.96","4088.211","1.3299","0.08958181"
"15.97","4623.756","1.330725","0.2177556","15.97","1488.8","1.33075","0.345993","15.97","4091.495","1.33075","0.08958181"
"15.98","4624.697","1.331563","0.2185822","15.98","1489.042","1.331563","0.3463745","15.98","4094.82","1.331587","0.08958181"
"15.99","4625.658","1.3324","0.2201716","15.99","1489.271","1.332387","0.346756","15.99","4098.215","1.332425","0.09034475"
"16","4626.656","1.333225","0.2217611","16","1489.477","1.333212","0.346756","16","4101.671","1.333237","0.08996328"
"16.01","4627.692","1.33405","0.2229691","16.01","1489.668","1.334037","0.346756","16.01","4105.145","1.33405","0.08996328"
"16.02","4628.722","1.334862","0.223732","16.02","1489.865","1.334875","0.347964","16.02","4108.575","1.3349","0.09034475"
"16.03","4629.713","1.3357","0.22494","16.03","1490.094","1.335725","0.3483454","16.03","4111.945","1.335737","0.09034475"
"16.04","4630.651","1.336537","0.226148","16.04","1490.342","1.336575","0.3487905","16.04","4115.264","1.336575","0.09072622"
"16.05","4631.567","1.337375","0.2272924","16.05","1490.583","1.337412","0.349172","16.05","4118.576","1.3374","0.09072622"
"16.06","4632.477","1.338212","0.2285004","16.06","1490.825","1.33825","0.3503799","16.06","4121.917","1.33825","0.09072622"
"16.07","4633.392","1.33905","0.2289454","16.07","1491.07","1.339075","0.3511429","16.07","4125.325","1.339087","0.09072622"
"16.08","4634.317","1.3399","0.2289454","16.08","1491.295","1.3399","0.3515244","16.08","4128.768","1.339912","0.09034475"
"16.09","4635.245","1.340725","0.2297084","16.09","1491.524","1.340725","0.3519694","16.09","4132.198","1.34075","0.09034475"
"16.1","4636.186","1.34155","0.2300898","16.1","1491.75","1.341575","0.3523509","16.1","4135.628","1.341575","0.09034475"
"16.11","4637.165","1.342387","0.2309163","16.11","1491.989","1.3424","0.3527323","16.11","4139.093","1.342387","0.09072622"
"16.12","4638.176","1.343212","0.2312978","16.12","1492.224","1.343238","0.3531774","16.12","4142.558","1.343212","0.09117126"
"16.13","4639.165","1.34405","0.2321243","16.13","1492.488","1.344087","0.3535589","16.13","4145.979","1.344037","0.09155273"
"16.14","4640.096","1.344875","0.2325058","16.14","1492.771","1.344925","0.3539403","16.14","4149.332","1.34485","0.0919342"
"16.15","4640.967","1.3457","0.2332687","16.15","1493.038","1.345762","0.3539403","16.15","4152.651","1.3457","0.0919342"
"16.16","4641.815","1.34655","0.2332687","16.16","1493.266","1.346587","0.3547668","16.16","4155.944","1.34655","0.09231567"
"16.17","4642.646","1.3474","0.2332687","16.17","1493.467","1.347412","0.3551483","16.17","4159.218","1.347387","0.09276072"
"16.18","4643.463","1.34825","0.2328873","16.18","1493.68","1.348238","0.3551483","16.18","4162.518","1.348238","0.09276072"
"16.19","4644.312","1.349087","0.2328873","16.19","1493.896","1.34905","0.3551483","16.19","4165.897","1.349062","0.09314219"
"16.2","4645.208","1.349925","0.2332687","16.2","1494.09","1.349875","0.3555298","16.2","4169.372","1.349887","0.09231567"
"16.21","4646.146","1.35075","0.2332687","16.21","1494.265","1.350688","0.3555298","16.21","4172.856","1.350712","0.09155273"
"16.22","4647.096","1.351563","0.2337138","16.22","1494.443","1.351525","0.3559113","16.22","4176.286","1.35155","0.09155273"
"16.23","4648.005","1.352387","0.2344767","16.23","1494.646","1.352363","0.3563563","16.23","4179.662","1.352387","0.0919342"
"16.24","4648.834","1.353238","0.2348582","16.24","1494.878","1.353212","0.3563563","16.24","4183.016","1.353225","0.09231567"
"16.25","4649.591","1.354075","0.2353032","16.25","1495.12","1.35405","0.3563563","16.25","4186.379","1.354062","0.09231567"
"16.26","4650.348","1.3549","0.2356847","16.26","1495.368","1.354887","0.3563563","16.26","4189.787","1.3549","0.09231567"
"16.27","4651.143","1.355737","0.2356847","16.27","1495.632","1.355712","0.3563563","16.27","4193.252","1.35575","0.09231567"
"16.28","4651.995","1.356575","0.2360662","16.28","1495.908","1.356537","0.3567378","16.28","4196.746","1.356587","0.09276072"
"16.29","4652.875","1.357425","0.2365112","16.29","1496.159","1.357375","0.3567378","16.29","4200.252","1.3574","0.09352366"
"16.3","4653.75","1.358262","0.2368927","16.3","1496.388","1.358212","0.3571192","16.3","4203.752","1.358238","0.09555817"
"16.31","4654.614","1.359075","0.2372742","16.31","1496.604","1.359038","0.3579458","16.31","4207.255","1.359062","0.09670258"
"16.32","4655.476","1.3599","0.2376556","16.32","1496.846","1.359875","0.3590902","16.32","4210.724","1.359887","0.09752909"
"16.33","4656.315","1.360725","0.2384822","16.33","1497.1","1.360712","0.3599167","16.33","4214.144","1.3607","0.09714762"
"16.34","4657.094","1.361537","0.2392451","16.34","1497.351","1.361562","0.3602982","16.34","4217.504","1.361525","0.09632111"
"16.35","4657.822","1.362363","0.2396901","16.35","1497.609","1.3624","0.3615061","16.35","4220.838","1.362375","0.09555817"
"16.36","4658.537","1.3632","0.2400716","16.36","1497.863","1.363238","0.3623327","16.36","4224.157","1.363212","0.09473165"
"16.37","4659.265","1.364062","0.2404531","16.37","1498.095","1.364062","0.3627141","16.37","4227.479","1.364062","0.09390513"
"16.38","4660","1.364913","0.2416611","16.38","1498.311","1.364887","0.3630956","16.38","4230.839","1.3649","0.09390513"
"16.39","4660.756","1.365737","0.2420425","16.39","1498.515","1.365713","0.3634771","16.39","4234.253","1.365725","0.09390513"
"16.4","4661.573","1.366575","0.2432505","16.4","1498.728","1.366537","0.3639221","16.4","4237.731","1.36655","0.09511312"
"16.41","4662.434","1.367387","0.244077","16.41","1498.953","1.367375","0.3634771","16.41","4241.225","1.367375","0.09632111"
"16.42","4663.267","1.368212","0.24484","16.42","1499.192","1.3682","0.3639221","16.42","4244.706","1.368212","0.09714762"
"16.43","4664.03","1.369038","0.2456665","16.43","1499.43","1.369062","0.3639221","16.43","4248.161","1.36905","0.09714762"
"16.44","4664.745","1.369875","0.2456665","16.44","1499.646","1.369913","0.3639221","16.44","4251.579","1.369887","0.09632111"
"16.45","4665.455","1.370713","0.2456665","16.45","1499.863","1.37075","0.3643036","16.45","4254.971","1.370725","0.09593964"
"16.46","4666.172","1.37155","0.246048","16.46","1500.085","1.371588","0.3646851","16.46","4258.388","1.371575","0.09593964"
"16.47","4666.91","1.372387","0.2464294","16.47","1500.327","1.372412","0.3646851","16.47","4261.847","1.372412","0.09593964"
"16.48","4667.676","1.373225","0.2468109","16.48","1500.575","1.373237","0.3650665","16.48","4265.347","1.37325","0.09632111"
"16.49","4668.465","1.374062","0.2468109","16.49","1500.804","1.37405","0.365893","16.49","4268.869","1.374087","0.09632111"
"16.5","4669.247","1.374887","0.2468109","16.5","1501.029","1.374887","0.3662745","16.5","4272.417","1.3749","0.09670258"
"16.51","4670.042","1.375725","0.247256","16.51","1501.268","1.375725","0.367101","16.51","4275.971","1.375725","0.09752909"
"16.52","4670.833","1.37655","0.2476374","16.52","1501.5","1.376562","0.367101","16.52","4279.493","1.376562","0.09829203"
"16.53","4671.593","1.377375","0.2484004","16.53","1501.716","1.3774","0.3674825","16.53","4282.929","1.377375","0.09873708"
"16.54","4672.295","1.378187","0.2496084","16.54","1501.929","1.378225","0.367864","16.54","4286.286","1.3782","0.09911855"
"16.55","4672.95","1.379025","0.2508163","16.55","1502.171","1.379075","0.367864","16.55","4289.621","1.37905","0.09911855"
"16.56","4673.599","1.379862","0.2520243","16.56","1502.441","1.379887","0.3686905","16.56","4292.965","1.3799","0.09950002"
"16.57","4674.244","1.3807","0.2527873","16.57","1502.708","1.380725","0.369072","16.57","4296.328","1.38075","0.09911855"
"16.58","4674.886","1.381562","0.2532323","16.58","1502.959","1.381537","0.369072","16.58","4299.713","1.381575","0.09791056"
"16.59","4675.557","1.3824","0.2536138","16.59","1503.166","1.382375","0.3694534","16.59","4303.16","1.382412","0.09670258"
"16.6","4676.269","1.383225","0.2539953","16.6","1503.353","1.3832","0.3698985","16.6","4306.675","1.383237","0.09670258"
"16.61","4677.022","1.38405","0.2543767","16.61","1503.541","1.384025","0.3706614","16.61","4310.201","1.384062","0.09752909"
"16.62","4677.779","1.384875","0.2543767","16.62","1503.757","1.384862","0.3710429","16.62","4313.675","1.384887","0.09829203"
"16.63","4678.517","1.385725","0.2548218","16.63","1503.989","1.385713","0.3710429","16.63","4317.087","1.385725","0.09873708"
"16.64","4679.203","1.386562","0.2543767","16.64","1504.208","1.386575","0.3714879","16.64","4320.44","1.386562","0.09911855"
"16.65","4679.829","1.3874","0.2543767","16.65","1504.408","1.387412","0.3714879","16.65","4323.765","1.387388","0.09911855"
"16.66","4680.446","1.388237","0.2543767","16.66","1504.621","1.38825","0.3718694","16.66","4327.129","1.388237","0.09911855"
"16.67","4681.123","1.389075","0.2548218","16.67","1504.889","1.389087","0.3718694","16.67","4330.568","1.389075","0.09911855"
"16.68","4681.857","1.389925","0.2552032","16.68","1505.178","1.3899","0.3722509","16.68","4334.062","1.389925","0.09950002"
"16.69","4682.588","1.390762","0.2559662","16.69","1505.442","1.390725","0.3726324","16.69","4337.565","1.39075","0.09911855"
"16.7","4683.275","1.391587","0.2571742","16.7","1505.674","1.391562","0.3726324","16.7","4341.072","1.391575","0.09911855"
"16.71","4683.924","1.392412","0.2595901","16.71","1505.89","1.3924","0.3730774","16.71","4344.584","1.3924","0.09911855"
"16.72","4684.563","1.393225","0.2607981","16.72","1506.106","1.393237","0.3734589","16.72","4348.068","1.393225","0.09873708"
"16.73","4685.221","1.394063","0.2611796","16.73","1506.319","1.394063","0.3746668","16.73","4351.524","1.394037","0.09873708"
"16.74","4685.856","1.394875","0.2619425","16.74","1506.542","1.3949","0.3750483","16.74","4354.929","1.394862","0.09873708"
"16.75","4686.457","1.3957","0.2623876","16.75","1506.78","1.395737","0.3750483","16.75","4358.282","1.3957","0.09873708"
"16.76","4687.039","1.396537","0.2631505","16.76","1507.028","1.396575","0.3754298","16.76","4361.591","1.39655","0.09911855"
"16.77","4687.595","1.3974","0.2631505","16.77","1507.26","1.3974","0.3754298","16.77","4364.907","1.3974","0.09911855"
"16.78","4688.129","1.398237","0.2639771","16.78","1507.483","1.398225","0.3762563","16.78","4368.264","1.398237","0.09950002"
"16.79","4688.695","1.399087","0.2643585","16.79","1507.702","1.399037","0.3770193","16.79","4371.691","1.399063","0.09950002"
"16.8","4689.344","1.399912","0.26474","16.8","1507.924","1.399862","0.3782272","16.8","4375.181","1.399887","0.09988149"
