"CuivreC1",,,,"CuivreC1+N",,,,"AcierC70",,,
"Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1"
"sec","N","mm","mm","sec","N","mm","mm","sec","N","mm","mm"
,,,,"217.28","3821.357","18.10655","9.518242",,,,
,,,,"217.29","3821.421","18.10736","9.518623",,,,
,,,,"217.3","3821.43","18.10821","9.519832",,,,
,,,,"217.31","3821.43","18.10905","9.520658",,,,
,,,,"217.32","3821.443","18.10987","9.521039",,,,
,,,,"217.33","3821.484","18.11071","9.52142",,,,
,,,,"217.34","3821.551","18.11156","9.522247",,,,
,,,,"217.35","3821.611","18.1124","9.522629",,,,
,,,,"217.36","3821.656","18.11324","9.522629",,,,
,,,,"217.37","3821.713","18.11406","9.522247",,,,
,,,,"217.38","3821.792","18.1149","9.522629",,,,
,,,,"217.39","3821.869","18.11572","9.52301",,,,
,,,,"217.4","3821.914","18.11655","9.523456",,,,
,,,,"217.41","3821.945","18.11736","9.523837",,,,
,,,,"217.42","3821.996","18.11821","9.524219",,,,
,,,,"217.43","3822.066","18.11906","9.5246",,,,
,,,,"217.44","3822.12","18.11991","9.525426",,,,
,,,,"217.45","3822.146","18.12075","9.525807",,,,
,,,,"217.46","3822.184","18.12157","9.526189",,,,
,,,,"217.47","3822.263","18.1224","9.527016",,,,
,,,,"217.48","3822.365","18.12321","9.528224",,,,
,,,,"217.49","3822.444","18.12405","9.528987",,,,
,,,,"217.5","3822.486","18.12489","9.529813",,,,
,,,,"217.51","3822.489","18.12571","9.530576",,,,
,,,,"217.52","3822.47","18.12655","9.531784",,,,
,,,,"217.53","3822.47","18.1274","9.532611",,,,
,,,,"217.54","3822.521","18.12824","9.533755",,,,
,,,,"217.55","3822.606","18.12907","9.534581",,,,
,,,,"217.56","3822.692","18.12991","9.534963",,,,
,,,,"217.57","3822.778","18.13072","9.534581",,,,
,,,,"217.58","3822.858","18.13155","9.534963",,,,
,,,,"217.59","3822.896","18.13239","9.534963",,,,
,,,,"217.6","3822.896","18.13321","9.536171",,,,
,,,,"217.61","3822.883","18.13404","9.536171",,,,
,,,,"217.62","3822.915","18.13489","9.536552",,,,
,,,,"217.63","3822.982","18.13574","9.536552",,,,
,,,,"217.64","3823.042","18.13659","9.538142",,,,
,,,,"217.65","3823.105","18.13742","9.538968",,,,
,,,,"217.66","3823.198","18.13826","9.540558",,,,
,,,,"217.67","3823.312","18.13909","9.541321",,,,
,,,,"217.68","3823.411","18.1399","9.542529",,,,
,,,,"217.69","3823.449","18.14074","9.543736",,,,
,,,,"217.7","3823.446","18.14157","9.544118",,,,
,,,,"217.71","3823.436","18.1424","9.544945",,,,
,,,,"217.72","3823.439","18.14324","9.544945",,,,
,,,,"217.73","3823.461","18.14408","9.544945",,,,
,,,,"217.74","3823.5","18.14491","9.545326",,,,
,,,,"217.75","3823.557","18.14575","9.545708",,,,
,,,,"217.76","3823.627","18.14656","9.546916",,,,
,,,,"217.77","3823.703","18.14739","9.547742",,,,
,,,,"217.78","3823.789","18.14822","9.547742",,,,
,,,,"217.79","3823.843","18.14904","9.547742",,,,
,,,,"217.8","3823.853","18.14986","9.547742",,,,
,,,,"217.81","3823.84","18.15067","9.548123",,,,
,,,,"217.82","3823.84","18.15151","9.549332",,,,
,,,,"217.83","3823.849","18.15235","9.55054",,,,
,,,,"217.84","3823.878","18.15321","9.551303",,,,
,,,,"217.85","3823.916","18.15405","9.551684",,,,
,,,,"217.86","3823.96","18.15489","9.55251",,,,
,,,,"217.87","3824.037","18.15571","9.552892",,,,
,,,,"217.88","3824.135","18.15652","9.553719",,,,
,,,,"217.89","3824.212","18.15738","9.5541",,,,
,,,,"217.9","3824.244","18.15821","9.554863",,,,
,,,,"217.91","3824.247","18.15905","9.554863",,,,
,,,,"217.92","3824.263","18.15989","9.554863",,,,
,,,,"217.93","3824.323","18.16074","9.555308",,,,
,,,,"217.94","3824.418","18.16159","9.55569",,,,
,,,,"217.95","3824.53","18.16242","9.556453",,,,
,,,,"217.96","3824.628","18.16325","9.558868",,,,
,,,,"217.97","3824.708","18.16407","9.559695",,,,
,,,,"217.98","3824.765","18.1649","9.560077",,,,
,,,,"217.99","3824.8","18.16572","9.560458",,,,
,,,,"218","3824.809","18.16655","9.56084",,,,
,,,,"218.01","3824.793","18.16736","9.56084",,,,
,,,,"218.02","3824.778","18.16819","9.56084",,,,
,,,,"218.03","3824.793","18.16905","9.561284",,,,
,,,,"218.04","3824.828","18.1699","9.562047",,,,
,,,,"218.05","3824.864","18.17074","9.562874",,,,
,,,,"218.06","3824.911","18.17156","9.564018",,,,
,,,,"218.07","3825","18.17239","9.564464",,,,
,,,,"218.08","3825.127","18.17321","9.564845",,,,
,,,,"218.09","3825.219","18.17404","9.564845",,,,
,,,,"218.1","3825.232","18.17488","9.565227",,,,
,,,,"218.11","3825.197","18.17572","9.565608",,,,
,,,,"218.12","3825.194","18.17655","9.565227",,,,
,,,,"218.13","3825.245","18.1774","9.566052",,,,
,,,,"218.14","3825.34","18.17824","9.567261",,,,
,,,,"218.15","3825.439","18.17908","9.568405",,,,
,,,,"218.16","3825.531","18.1799","9.569613",,,,
,,,,"218.17","3825.617","18.18073","9.569995",,,,
,,,,"218.18","3825.684","18.18156","9.569995",,,,
,,,,"218.19","3825.719","18.18239","9.570821",,,,
,,,,"218.2","3825.719","18.18321","9.570821",,,,
,,,,"218.21","3825.687","18.18404","9.572411",,,,
,,,,"218.22","3825.668","18.18488","9.572792",,,,
,,,,"218.23","3825.687","18.18572","9.572792",,,,
,,,,"218.24","3825.734","18.18657","9.573619",,,,
,,,,"218.25","3825.789","18.18741","9.574",,,,
,,,,"218.26","3825.865","18.18824","9.574382",,,,
,,,,"218.27","3825.96","18.18906","9.574382",,,,
,,,,"218.28","3826.043","18.18989","9.574382",,,,
,,,,"218.29","3826.087","18.19071","9.574382",,,,
,,,,"218.3","3826.091","18.19156","9.574826",,,,
,,,,"218.31","3826.103","18.1924","9.575208",,,,
,,,,"218.32","3826.129","18.19324","9.576416",,,,
,,,,"218.33","3826.173","18.19407","9.576797",,,,
,,,,"218.34","3826.224","18.19491","9.577179",,,,
,,,,"218.35","3826.265","18.19575","9.57756",,,,
,,,,"218.36","3826.313","18.19659","9.578387",,,,
,,,,"218.37","3826.396","18.19741","9.578769",,,,
,,,,"218.38","3826.497","18.19824","9.578769",,,,
,,,,"218.39","3826.577","18.19906","9.578769",,,,
,,,,"218.4","3826.612","18.19989","9.57915",,,,
,,,,"218.41","3826.618","18.2007","9.579595",,,,
,,,,"218.42","3826.612","18.20155","9.580358",,,,
,,,,"218.43","3826.596","18.2024","9.580739",,,,
,,,,"218.44","3826.577","18.20325","9.581184",,,,
,,,,"218.45","3826.593","18.20409","9.580739",,,,
,,,,"218.46","3826.656","18.20491","9.581184",,,,
,,,,"218.47","3826.758","18.20574","9.582774",,,,
,,,,"218.48","3826.854","18.20656","9.583537",,,,
,,,,"218.49","3826.927","18.20737","9.585126",,,,
,,,,"218.5","3826.971","18.20823","9.585953",,,,
,,,,"218.51","3826.99","18.20905","9.586334",,,,
,,,,"218.52","3827.003","18.20989","9.587161",,,,
,,,,"218.53","3827.003","18.21072","9.588305",,,,
,,,,"218.54","3827.025","18.21156","9.58875",,,,
,,,,"218.55","3827.089","18.2124","9.589131",,,,
,,,,"218.56","3827.168","18.21322","9.589513",,,,
,,,,"218.57","3827.254","18.21405","9.589958",,,,
,,,,"218.58","3827.33","18.21489","9.59034",,,,
,,,,"218.59","3827.381","18.21571","9.59034",,,,
,,,,"218.6","3827.394","18.21654","9.59034",,,,
,,,,"218.61","3827.394","18.21736","9.591548",,,,
,,,,"218.62","3827.419","18.2182","9.592692",,,,
,,,,"218.63","3827.458","18.21905","9.593137",,,,
,,,,"218.64","3827.479","18.2199","9.594281",,,,
,,,,"218.65","3827.505","18.22074","9.595108",,,,
,,,,"218.66","3827.572","18.22157","9.595871",,,,
,,,,"218.67","3827.689","18.2224","9.596316",,,,
,,,,"218.68","3827.81","18.22321","9.596698",,,,
,,,,"218.69","3827.89","18.22405","9.597079",,,,
,,,,"218.7","3827.931","18.22489","9.597524",,,,
,,,,"218.71","3827.941","18.22573","9.597524",,,,
,,,,"218.72","3827.947","18.22656","9.597524",,,,
,,,,"218.73","3827.957","18.22739","9.597905",,,,
,,,,"218.74","3828.008","18.22824","9.598668",,,,
,,,,"218.75","3828.087","18.22907","9.600258",,,,
,,,,"218.76","3828.173","18.2299","9.601848",,,,
,,,,"218.77","3828.242","18.23071","9.602674",,,,
,,,,"218.78","3828.3","18.23155","9.603055",,,,
,,,,"218.79","3828.341","18.23237","9.603055",,,,
,,,,"218.8","3828.37","18.2332","9.603436",,,,
,,,,"218.81","3828.392","18.23402","9.603882",,,,
,,,,"218.82","3828.405","18.23487","9.604263",,,,
,,,,"218.83","3828.411","18.23573","9.604263",,,,
,,,,"218.84","3828.427","18.23657","9.604645",,,,
,,,,"218.85","3828.471","18.2374","9.604263",,,,
,,,,"218.86","3828.557","18.23825","9.603882",,,,
,,,,"218.87","3828.659","18.23907","9.605472",,,,
,,,,"218.88","3828.754","18.2399","9.606679",,,,
,,,,"218.89","3828.821","18.24072","9.607823",,,,
,,,,"218.9","3828.856","18.24158","9.607823",,,,
,,,,"218.91","3828.875","18.2424","9.607823",,,,
,,,,"218.92","3828.885","18.24324","9.608269",,,,
,,,,"218.93","3828.917","18.24407","9.60865",,,,
,,,,"218.94","3828.971","18.24492","9.609413",,,,
,,,,"218.95","3829.047","18.24576","9.609859",,,,
,,,,"218.96","3829.123","18.24659","9.610621",,,,
,,,,"218.97","3829.193","18.2474","9.611447",,,,
,,,,"218.98","3829.244","18.24824","9.61221",,,,
,,,,"218.99","3829.26","18.24905","9.613419",,,,
,,,,"219","3829.263","18.24987","9.614627",,,,
,,,,"219.01","3829.285","18.25069","9.615008",,,,
,,,,"219.02","3829.304","18.25152","9.615834",,,,
,,,,"219.03","3829.295","18.25236","9.615834",,,,
,,,,"219.04","3829.26","18.25321","9.616979",,,,
,,,,"219.05","3829.238","18.25406","9.617805",,,,
,,,,"219.06","3829.276","18.25489","9.617805",,,,
,,,,"219.07","3829.365","18.2557","9.618568",,,,
,,,,"219.08","3829.473","18.25653","9.619395",,,,
,,,,"219.09","3829.562","18.25736","9.620158",,,,
,,,,"219.1","3829.632","18.25821","9.621811",,,,
,,,,"219.11","3829.705","18.25905","9.622574",,,,
,,,,"219.12","3829.768","18.25989","9.623401",,,,
,,,,"219.13","3829.835","18.26073","9.623782",,,,
,,,,"219.14","3829.931","18.26157","9.624164",,,,
,,,,"219.15","3830.039","18.26241","9.624164",,,,
,,,,"219.16","3830.125","18.26324","9.624164",,,,
,,,,"219.17","3830.185","18.26406","9.624164",,,,
,,,,"219.18","3830.245","18.26489","9.624164",,,,
,,,,"219.19","3830.309","18.26572","9.624164",,,,
,,,,"219.2","3830.357","18.26655","9.624164",,,,
,,,,"219.21","3830.366","18.26736","9.624164",,,,
,,,,"219.22","3830.357","18.2682","9.624545",,,,
,,,,"219.23","3830.357","18.26905","9.62499",,,,
,,,,"219.24","3830.376","18.26989","9.62499",,,,
,,,,"219.25","3830.411","18.27074","9.62499",,,,
,,,,"219.26","3830.452","18.27156","9.62499",,,,
,,,,"219.27","3830.503","18.27239","9.625371",,,,
,,,,"219.28","3830.563","18.27321","9.625752",,,,
,,,,"219.29","3830.617","18.27404","9.626961",,,,
,,,,"219.3","3830.659","18.27487","9.627724",,,,
,,,,"219.31","3830.674","18.27571","9.627342",,,,
,,,,"219.32","3830.674","18.27655","9.627724",,,,
,,,,"219.33","3830.709","18.27739","9.629758",,,,
,,,,"219.34","3830.779","18.27822","9.631348",,,,
,,,,"219.35","3830.872","18.27906","9.632556",,,,
,,,,"219.36","3830.958","18.2799","9.6337",,,,
,,,,"219.37","3831.034","18.28073","9.633319",,,,
,,,,"219.38","3831.104","18.28156","9.6337",,,,
,,,,"219.39","3831.164","18.28239","9.6337",,,,
,,,,"219.4","3831.224","18.28321","9.634145",,,,
,,,,"219.41","3831.279","18.28403","9.635289",,,,
,,,,"219.42","3831.32","18.28487","9.635735",,,,
,,,,"219.43","3831.326","18.28574","9.636497",,,,
,,,,"219.44","3831.31","18.28659","9.637706",,,,
,,,,"219.45","3831.317","18.28744","9.637706",,,,
,,,,"219.46","3831.355","18.28826","9.637706",,,,
,,,,"219.47","3831.441","18.28909","9.637706",,,,
,,,,"219.48","3831.568","18.2899","9.638532",,,,
,,,,"219.49","3831.679","18.29072","9.638913",,,,
,,,,"219.5","3831.73","18.29157","9.639295",,,,
,,,,"219.51","3831.711","18.29241","9.640121",,,,
,,,,"219.52","3831.685","18.29324","9.640121",,,,
,,,,"219.53","3831.711","18.29408","9.640884",,,,
,,,,"219.54","3831.8","18.29491","9.641266",,,,
,,,,"219.55","3831.917","18.29575","9.641266",,,,
,,,,"219.56","3832.003","18.29659","9.641711",,,,
,,,,"219.57","3832.048","18.29741","9.642093",,,,
,,,,"219.58","3832.057","18.29823","9.642856",,,,
,,,,"219.59","3832.054","18.29905","9.6433",,,,
,,,,"219.6","3832.067","18.29988","9.6433",,,,
,,,,"219.61","3832.083","18.3007","9.644508",,,,
,,,,"219.62","3832.089","18.30154","9.64489",,,,
,,,,"219.63","3832.099","18.3024","9.646098",,,,
,,,,"219.64","3832.118","18.30324","9.646861",,,,
,,,,"219.65","3832.166","18.30406","9.646861",,,,
,,,,"219.66","3832.245","18.3049","9.647243",,,,
,,,,"219.67","3832.362","18.30573","9.647243",,,,
,,,,"219.68","3832.452","18.30655","9.647687",,,,
,,,,"219.69","3832.486","18.30737","9.648068",,,,
,,,,"219.7","3832.483","18.30822","9.648068",,,,
,,,,"219.71","3832.474","18.30905","9.648831",,,,
,,,,"219.72","3832.477","18.30988","9.65004",,,,
,,,,"219.73","3832.518","18.31071","9.650867",,,,
,,,,"219.74","3832.595","18.31156","9.651629",,,,
,,,,"219.75","3832.684","18.3124","9.652011",,,,
,,,,"219.76","3832.757","18.31322","9.652837",,,,
,,,,"219.77","3832.83","18.31406","9.652837",,,,
,,,,"219.78","3832.916","18.31489","9.653218",,,,
,,,,"219.79","3832.989","18.31571","9.653218",,,,
,,,,"219.8","3833.024","18.31654","9.654045",,,,
,,,,"219.81","3833.04","18.31735","9.654808",,,,
,,,,"219.82","3833.049","18.31819","9.656842",,,,
,,,,"219.83","3833.049","18.31904","9.657224",,,,
,,,,"219.84","3833.049","18.31989","9.657605",,,,
,,,,"219.85","3833.062","18.32074","9.657987",,,,
,,,,"219.86","3833.138","18.32156","9.658432",,,,
,,,,"219.87","3833.249","18.3224","9.659195",,,,
,,,,"219.88","3833.345","18.32321","9.659195",,,,
,,,,"219.89","3833.386","18.32405","9.659576",,,,
,,,,"219.9","3833.392","18.3249","9.660785",,,,
,,,,"219.91","3833.396","18.32574","9.661611",,,,
,,,,"219.92","3833.43","18.32657","9.661992",,,,
,,,,"219.93","3833.513","18.32741","9.662374",,,,
,,,,"219.94","3833.615","18.32826","9.662819",,,,
,,,,"219.95","3833.72","18.3291","9.663582",,,,
,,,,"219.96","3833.806","18.32992","9.664409",,,,
,,,,"219.97","3833.866","18.33075","9.664409",,,,
,,,,"219.98","3833.907","18.33158","9.664409",,,,
,,,,"219.99","3833.936","18.3324","9.664409",,,,
,,,,"220","3833.949","18.33321","9.66479",,,,
,,,,"220.01","3833.936","18.33404","9.66479",,,,
,,,,"220.02","3833.933","18.33489","9.665172",,,,
,,,,"220.03","3833.936","18.33574","9.665553",,,,
,,,,"220.04","3833.936","18.33659","9.665998",,,,
,,,,"220.05","3833.936","18.33743","9.66835",,,,
,,,,"220.06","3833.978","18.33825","9.66994",,,,
,,,,"220.07","3834.06","18.33908","9.671147",,,,
,,,,"220.08","3834.149","18.3399","9.671974",,,,
,,,,"220.09","3834.225","18.34072","9.672737",,,,
,,,,"220.1","3834.279","18.34157","9.672356",,,,
,,,,"220.11","3834.311","18.34241","9.672737",,,,
,,,,"220.12","3834.327","18.34324","9.673564",,,,
,,,,"220.13","3834.356","18.34407","9.674327",,,,
,,,,"220.14","3834.416","18.34492","9.675153",,,,
,,,,"220.15","3834.499","18.34576","9.675153",,,,
,,,,"220.16","3834.584","18.34659","9.675534",,,,
,,,,"220.17","3834.674","18.34741","9.675916",,,,
,,,,"220.18","3834.76","18.34824","9.676743",,,,
,,,,"220.19","3834.842","18.34906","9.677124",,,,
,,,,"220.2","3834.867","18.34987","9.677505",,,,
,,,,"220.21","3834.842","18.35069","9.677505",,,,
,,,,"220.22","3834.807","18.35152","9.677505",,,,
,,,,"220.23","3834.791","18.35238","9.677505",,,,
,,,,"220.24","3834.775","18.35321","9.677951",,,,
,,,,"220.25","3834.785","18.35406","9.679095",,,,
,,,,"220.26","3834.842","18.35487","9.681129",,,,
,,,,"220.27","3834.944","18.35571","9.681129",,,,
,,,,"220.28","3835.055","18.35653","9.681892",,,,
,,,,"220.29","3835.125","18.35737","9.681892",,,,
,,,,"220.3","3835.135","18.3582","9.682719",,,,
,,,,"220.31","3835.109","18.35904","9.683482",,,,
,,,,"220.32","3835.103","18.35987","9.683482",,,,
,,,,"220.33","3835.141","18.36071","9.683482",,,,
,,,,"220.34","3835.227","18.36156","9.683482",,,,
,,,,"220.35","3835.325","18.3624","9.683927",,,,
,,,,"220.36","3835.427","18.36322","9.68469",,,,
,,,,"220.37","3835.529","18.36406","9.68469",,,,
,,,,"220.38","3835.624","18.36489","9.685516",,,,
,,,,"220.39","3835.685","18.36571","9.685898",,,,
,,,,"220.4","3835.7","18.36654","9.685516",,,,
,,,,"220.41","3835.675","18.36736","9.685516",,,,
,,,,"220.42","3835.659","18.3682","9.685898",,,,
,,,,"220.43","3835.675","18.36906","9.686279",,,,
,,,,"220.44","3835.716","18.36991","9.687106",,,,
,,,,"220.45","3835.767","18.37076","9.687106",,,,
,,,,"220.46","3835.821","18.37159","9.687869",,,,
,,,,"220.47","3835.897","18.3724","9.687869",,,,
,,,,"220.48","3835.977","18.37322","9.688695",,,,
,,,,"220.49","3836.044","18.37405","9.690285",,,,
,,,,"220.5","3836.079","18.37489","9.690666",,,,
,,,,"220.51","3836.085","18.37571","9.691493",,,,
,,,,"220.52","3836.075","18.37656","9.691493",,,,
,,,,"220.53","3836.088","18.3774","9.691493",,,,
,,,,"220.54","3836.136","18.37824","9.691493",,,,
,,,,"220.55","3836.215","18.37906","9.691493",,,,
,,,,"220.56","3836.292","18.37989","9.691875",,,,
,,,,"220.57","3836.362","18.38071","9.691875",,,,
,,,,"220.58","3836.419","18.38155","9.691875",,,,
,,,,"220.59","3836.463","18.38237","9.691875",,,,
,,,,"220.6","3836.492","18.3832","9.692637",,,,
,,,,"220.61","3836.524","18.38402","9.693845",,,,
,,,,"220.62","3836.549","18.38487","9.695435",,,,
,,,,"220.63","3836.568","18.38573","9.697024",,,,
,,,,"220.64","3836.578","18.38657","9.698232",,,,
,,,,"220.65","3836.6","18.38742","9.698232",,,,
,,,,"220.66","3836.645","18.38825","9.698232",,,,
,,,,"220.67","3836.74","18.38907","9.698995",,,,
,,,,"220.68","3836.867","18.3899","9.69944",,,,
,,,,"220.69","3836.972","18.39074","9.700648",,,,
,,,,"220.7","3837.02","18.39157","9.702237",,,,
,,,,"220.71","3836.997","18.39241","9.703",,,,
,,,,"220.72","3836.978","18.39324","9.703827",,,,
,,,,"220.73","3836.997","18.39408","9.70459",,,,
,,,,"220.74","3837.08","18.39491","9.70459",,,,
,,,,"220.75","3837.182","18.39575","9.705417",,,,
,,,,"220.76","3837.268","18.39659","9.705417",,,,
,,,,"220.77","3837.331","18.39741","9.70618",,,,
,,,,"220.78","3837.382","18.39822","9.707006",,,,
,,,,"220.79","3837.442","18.39905","9.708595",,,,
,,,,"220.8","3837.503","18.39986","9.709358",,,,
,,,,"220.81","3837.538","18.40069","9.710185",,,,
,,,,"220.82","3837.525","18.40152","9.710185",,,,
,,,,"220.83","3837.468","18.40237","9.710567",,,,
,,,,"220.84","3837.442","18.40322","9.710948",,,,
,,,,"220.85","3837.49","18.40406","9.710948",,,,
,,,,"220.86","3837.598","18.4049","9.710948",,,,
,,,,"220.87","3837.725","18.40573","9.710948",,,,
,,,,"220.88","3837.808","18.40655","9.711392",,,,
,,,,"220.89","3837.853","18.40738","9.711392",,,,
,,,,"220.9","3837.887","18.40822","9.711392",,,,
,,,,"220.91","3837.903","18.40906","9.712155",,,,
,,,,"220.92","3837.903","18.4099","9.712982",,,,
,,,,"220.93","3837.922","18.41074","9.712982",,,,
,,,,"220.94","3838.008","18.41159","9.713364",,,,
,,,,"220.95","3838.135","18.41241","9.713745",,,,
,,,,"220.96","3838.24","18.41324","9.714953",,,,
,,,,"220.97","3838.307","18.41407","9.715779",,,,
,,,,"220.98","3838.358","18.4149","9.716161",,,,
,,,,"220.99","3838.409","18.41572","9.717751",,,,
,,,,"221","3838.453","18.41654","9.718959",,,,
,,,,"221.01","3838.479","18.41736","9.71934",,,,
,,,,"221.02","3838.463","18.4182","9.720103",,,,
,,,,"221.03","3838.434","18.41905","9.720548",,,,
,,,,"221.04","3838.403","18.4199","9.720929",,,,
,,,,"221.05","3838.409","18.42072","9.721311",,,,
,,,,"221.06","3838.447","18.42156","9.721311",,,,
,,,,"221.07","3838.504","18.42239","9.721311",,,,
,,,,"221.08","3838.574","18.4232","9.721311",,,,
,,,,"221.09","3838.65","18.42404","9.721692",,,,
,,,,"221.1","3838.717","18.42489","9.721692",,,,
,,,,"221.11","3838.752","18.42572","9.722137",,,,
,,,,"221.12","3838.781","18.42656","9.723727",,,,
,,,,"221.13","3838.847","18.4274","9.723727",,,,
,,,,"221.14","3838.965","18.42825","9.724935",,,,
,,,,"221.15","3839.08","18.42909","9.725698",,,,
,,,,"221.16","3839.172","18.42991","9.726079",,,,
,,,,"221.17","3839.251","18.43074","9.726524",,,,
,,,,"221.18","3839.334","18.43156","9.726906",,,,
,,,,"221.19","3839.372","18.43239","9.727669",,,,
,,,,"221.2","3839.356","18.43321","9.728114",,,,
,,,,"221.21","3839.321","18.43404","9.728496",,,,
,,,,"221.22","3839.312","18.43487","9.728877",,,,
,,,,"221.23","3839.312","18.43572","9.728877",,,,
,,,,"221.24","3839.312","18.43657","9.729259",,,,
,,,,"221.25","3839.328","18.43741","9.730084",,,,
,,,,"221.26","3839.388","18.43825","9.731293",,,,
,,,,"221.27","3839.493","18.43908","9.731674",,,,
,,,,"221.28","3839.601","18.4399","9.732501",,,,
,,,,"221.29","3839.665","18.44071","9.732882",,,,
,,,,"221.3","3839.712","18.44156","9.733645",,,,
,,,,"221.31","3839.738","18.44239","9.733645",,,,
,,,,"221.32","3839.741","18.44322","9.73409",,,,
,,,,"221.33","3839.763","18.44406","9.733645",,,,
,,,,"221.34","3839.827","18.44491","9.733645",,,,
,,,,"221.35","3839.912","18.44576","9.73409",,,,
,,,,"221.36","3839.986","18.44658","9.734471",,,,
,,,,"221.37","3840.046","18.4474","9.73568",,,,
,,,,"221.38","3840.119","18.44824","9.736061",,,,
,,,,"221.39","3840.192","18.44905","9.737269",,,,
,,,,"221.4","3840.211","18.44987","9.738858",,,,
,,,,"221.41","3840.183","18.45069","9.740067",,,,
,,,,"221.42","3840.144","18.45152","9.740448",,,,
,,,,"221.43","3840.135","18.45238","9.740829",,,,
,,,,"221.44","3840.132","18.45324","9.741211",,,,
,,,,"221.45","3840.157","18.45407","9.741656",,,,
,,,,"221.46","3840.23","18.4549","9.742038",,,,
,,,,"221.47","3840.364","18.45572","9.742419",,,,
,,,,"221.48","3840.5","18.45654","9.742801",,,,
,,,,"221.49","3840.58","18.45737","9.743627",,,,
,,,,"221.5","3840.605","18.45821","9.744008",,,,
,,,,"221.51","3840.596","18.45905","9.744835",,,,
,,,,"221.52","3840.59","18.45989","9.74439",,,,
,,,,"221.53","3840.631","18.46072","9.74439",,,,
,,,,"221.54","3840.71","18.46156","9.745216",,,,
,,,,"221.55","3840.802","18.4624","9.745979",,,,
,,,,"221.56","3840.873","18.46322","9.747188",,,,
,,,,"221.57","3840.942","18.46405","9.748395",,,,
,,,,"221.58","3841.035","18.46489","9.749222",,,,
,,,,"221.59","3841.127","18.46571","9.749985",,,,
,,,,"221.6","3841.165","18.46655","9.750812",,,,
,,,,"221.61","3841.165","18.46737","9.750812",,,,
,,,,"221.62","3841.162","18.46821","9.751193",,,,
,,,,"221.63","3841.187","18.46906","9.751193",,,,
,,,,"221.64","3841.232","18.4699","9.751575",,,,
,,,,"221.65","3841.276","18.47074","9.751575",,,,
,,,,"221.66","3841.317","18.47157","9.751575",,,,
,,,,"221.67","3841.362","18.4724","9.751575",,,,
,,,,"221.68","3841.41","18.47322","9.751956",,,,
,,,,"221.69","3841.46","18.47405","9.7524",,,,
,,,,"221.7","3841.505","18.47489","9.753163",,,,
,,,,"221.71","3841.515","18.47573","9.75558",,,,
,,,,"221.72","3841.489","18.47655","9.756787",,,,
,,,,"221.73","3841.499","18.47739","9.757932",,,,
,,,,"221.74","3841.559","18.47824","9.757169",,,,
,,,,"221.75","3841.642","18.47906","9.757169",,,,
,,,,"221.76","3841.702","18.47989","9.757932",,,,
,,,,"221.77","3841.756","18.48071","9.758759",,,,
,,,,"221.78","3841.829","18.48156","9.758759",,,,
,,,,"221.79","3841.893","18.48237","9.75914",,,,
,,,,"221.8","3841.941","18.4832","9.760348",,,,
,,,,"221.81","3841.953","18.48401","9.761937",,,,
,,,,"221.82","3841.963","18.48486","9.762319",,,,
,,,,"221.83","3841.969","18.48571","9.761937",,,,
,,,,"221.84","3841.96","18.48656","9.761556",,,,
,,,,"221.85","3841.95","18.48741","9.762319",,,,
,,,,"221.86","3841.979","18.48824","9.763145",,,,
,,,,"221.87","3842.087","18.48906","9.763908",,,,
,,,,"221.88","3842.227","18.4899","9.764735",,,,
,,,,"221.89","3842.332","18.49072","9.764735",,,,
,,,,"221.9","3842.395","18.49158","9.764735",,,,
,,,,"221.91","3842.417","18.49241","9.765943",,,,
,,,,"221.92","3842.456","18.49325","9.767532",,,,
,,,,"221.93","3842.503","18.49409","9.767914",,,,
,,,,"221.94","3842.58","18.49494","9.768677",,,,
,,,,"221.95","3842.656","18.49578","9.768295",,,,
,,,,"221.96","3842.726","18.4966","9.769885",,,,
,,,,"221.97","3842.792","18.49743","9.770329",,,,
,,,,"221.98","3842.843","18.49824","9.771092",,,,
,,,,"221.99","3842.875","18.49906","9.771919",,,,
,,,,"222","3842.878","18.49987","9.771919",,,,
,,,,"222.01","3842.837","18.50069","9.772682",,,,
,,,,"222.02","3842.777","18.50154","9.773509",,,,
,,,,"222.03","3842.732","18.50239","9.774272",,,,
,,,,"222.04","3842.726","18.50323","9.775861",,,,
,,,,"222.05","3842.773","18.50406","9.777069",,,,
,,,,"222.06","3842.875","18.50489","9.777896",,,,
,,,,"222.07","3843.015","18.50571","9.777896",,,,
,,,,"222.08","3843.142","18.50654","9.780248",,,,
,,,,"222.09","3843.196","18.50736","9.780629",,,,
,,,,"222.1","3843.196","18.50822","9.781075",,,,
,,,,"222.11","3843.193","18.50905","9.781456",,,,
,,,,"222.12","3843.212","18.50989","9.781456",,,,
,,,,"222.13","3843.263","18.51073","9.782219",,,,
,,,,"222.14","3843.323","18.51157","9.782664",,,,
,,,,"222.15","3843.39","18.51241","9.783046",,,,
,,,,"222.16","3843.454","18.51324","9.783046",,,,
,,,,"222.17","3843.54","18.51406","9.783046",,,,
,,,,"222.18","3843.622","18.51489","9.783046",,,,
,,,,"222.19","3843.673","18.51572","9.783046",,,,
,,,,"222.2","3843.702","18.51654","9.783427",,,,
,,,,"222.21","3843.727","18.51736","9.783427",,,,
,,,,"222.22","3843.762","18.5182","9.783427",,,,
,,,,"222.23","3843.787","18.51905","9.783809",,,,
