Brut 1,,,Brut 2,,,Recuit,,,Recuit test 250°C,,,Etiré test amb,,,Etiré test 250°C,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
1.41,0.1144409,0.1174125,1.41,0.09854635,0.1174,1.41,0.009536743,0.1173875,1.41,118.4781,0.117375,1.41,0.06039937,0.1174,1.41,12.19749,0.117375
1.42,0.1144409,0.118225,1.42,0.06993612,0.118225,1.42,0.009536743,0.118225,1.42,119.578,0.1182,1.42,0.06039937,0.1182375,1.42,12.16253,0.1182375
1.43,0.1049042,0.119075,1.43,0.06039937,0.119075,1.43,0.01907349,0.11905,1.43,120.6589,0.119025,1.43,0.03814697,0.119075,1.43,12.16888,0.119075
1.44,0.09536743,0.1199,1.44,0.07947286,0.1199125,1.44,0.03496806,0.119875,1.44,121.7397,0.11985,1.44,0.03814697,0.1199125,1.44,12.15299,0.1199125
1.45,0.07311503,0.1207375,1.45,0.09854635,0.1207625,1.45,0.03496806,0.1207125,1.45,122.8269,0.1207,1.45,0.07311503,0.12075,1.45,12.11802,0.12075
1.46,0.04768372,0.121575,1.46,0.1207987,0.1215875,1.46,0.01271566,0.12155,1.46,123.8982,0.12155,1.46,0.09536743,0.121575,1.46,12.1212,0.121575
1.47,0.0222524,0.1224125,1.47,0.1335144,0.122425,1.47,-0.006357829,0.122375,1.47,124.9504,0.1224,1.47,0.08583069,0.1224,1.47,12.17206,0.1224
1.48,0.01907349,0.12325,1.48,0.1335144,0.12325,1.48,-0.0222524,0.1232125,1.48,126.0058,0.1232375,1.48,0.07311503,0.1232375,1.48,12.1816,0.123225
1.49,0.0222524,0.1240875,1.49,0.1080831,0.1240625,1.49,-0.02543131,0.12405,1.49,127.1025,0.1240625,1.49,0.07947286,0.1240625,1.49,12.1371,0.124075
1.5,0.0445048,0.1249125,1.5,0.08583069,0.1249,1.5,-0.02543131,0.1248875,1.5,128.2279,0.1249,1.5,0.08900961,0.1249,1.5,12.11802,0.1249125
1.51,0.06993612,0.1257375,1.51,0.07947286,0.1257375,1.51,-0.01271566,0.125725,1.51,129.3246,0.1257125,1.51,0.09536743,0.1257375,1.51,12.15617,0.12575
1.52,0.08583069,0.1265625,1.52,0.09536743,0.126575,1.52,-0.003178914,0.1265625,1.52,130.3959,0.12655,1.52,0.08583069,0.126575,1.52,12.19432,0.1265875
1.53,0.09536743,0.1273875,1.53,0.1335144,0.1274125,1.53,-0.01271566,0.1274,1.53,131.4767,0.1274,1.53,0.06357829,0.1274125,1.53,12.17842,0.127425
1.54,0.08900961,0.1282125,1.54,0.2002716,0.12825,1.54,-0.04132589,0.1282125,1.54,132.5576,0.1282375,1.54,0.03814697,0.1282375,1.54,12.17842,0.12825
1.55,0.05404155,0.12905,1.55,0.2702077,0.1290875,1.55,-0.05722046,0.12905,1.55,133.6002,0.129075,1.55,0.01907349,0.129075,1.55,12.20703,0.1290875
1.56,0.01907349,0.1299,1.56,0.3210703,0.129925,1.56,-0.06357829,0.129875,1.56,134.6461,0.1299125,1.56,-0.006357829,0.1299,1.56,12.21339,0.1299125
1.57,-0.003178914,0.13075,1.57,0.3274282,0.13075,1.57,-0.06357829,0.1306875,1.57,135.7587,0.13075,1.57,-0.01271566,0.1307375,1.57,12.16888,0.130725
1.58,0.009536743,0.1315875,1.58,0.3051758,0.1315875,1.58,-0.06357829,0.1315375,1.58,136.8936,0.1315875,1.58,0.03814697,0.1315625,1.58,12.15617,0.13155
1.59,0.02861023,0.132425,1.59,0.295639,0.1324125,1.59,-0.05086263,0.1323875,1.59,138.0062,0.1324125,1.59,0.1335144,0.1323875,1.59,12.19749,0.1323875
1.6,0.04768372,0.13325,1.6,0.3210703,0.13325,1.6,-0.03178914,0.1332375,1.6,139.087,0.1332375,1.6,0.3178914,0.1332125,1.6,12.20385,0.133225
1.61,0.05404155,0.1340875,1.61,0.3782908,0.1340625,1.61,-0.006357829,0.134075,1.61,140.1838,0.1340625,1.61,0.6103516,0.13405,1.61,12.14345,0.1340625
1.62,0.0445048,0.1349,1.62,0.4482269,0.1349,1.62,0.009536743,0.1349125,1.62,141.2805,0.134875,1.62,1.014074,0.1349,1.62,12.11166,0.1349125
1.63,0.01907349,0.13575,1.63,0.5149841,0.1357375,1.63,0.01907349,0.135725,1.63,142.3359,0.1356875,1.63,1.484553,0.13575,1.63,12.15299,0.13575
1.64,0.009536743,0.1365875,1.64,0.5690257,0.1365875,1.64,0.02861023,0.13655,1.64,143.3531,0.136525,1.64,1.974106,0.1365875,1.64,12.17842,0.1365875
1.65,0.01907349,0.137425,1.65,0.629425,0.1374375,1.65,0.04768372,0.1373875,1.65,144.3736,0.137375,1.65,2.479553,0.137425,1.65,12.1212,0.137425
1.66,0.06039937,0.13825,1.66,0.6961823,0.1382625,1.66,0.07947286,0.1382125,1.66,145.4067,0.1382125,1.66,2.997716,0.13825,1.66,12.0608,0.13825
1.67,0.09536743,0.1390875,1.67,0.7216136,0.1391,1.67,0.09854635,0.1390375,1.67,146.4335,0.1390625,1.67,3.525416,0.139075,1.67,12.0767,0.139075
1.68,0.09854635,0.139925,1.68,0.7216136,0.139925,1.68,0.09854635,0.139875,1.68,147.4635,0.1399,1.68,4.0404,0.1399125,1.68,12.13392,0.1399125
1.69,0.08583069,0.1407625,1.69,0.7247925,0.14075,1.69,0.08583069,0.1407125,1.69,148.5221,0.140725,1.69,4.549026,0.14075,1.69,12.14663,0.1407375
1.7,0.07947286,0.1415875,1.7,0.7597606,0.1415875,1.7,0.08900961,0.14155,1.7,149.5806,0.14155,1.7,5.064011,0.141575,1.7,12.1371,0.141575
1.71,0.09854635,0.142425,1.71,0.816981,0.1424125,1.71,0.1207987,0.1423875,1.71,150.6233,0.142375,1.71,5.604426,0.1424125,1.71,12.15299,0.1424125
1.72,0.1207987,0.14325,1.72,0.8964539,0.1432375,1.72,0.1589457,0.1432125,1.72,151.6469,0.143225,1.72,6.170273,0.1432625,1.72,12.1816,0.1432375
1.73,0.1144409,0.1440625,1.73,0.9822845,0.144075,1.73,0.2066294,0.1440375,1.73,152.6801,0.1440625,1.73,6.732941,0.1441,1.73,12.17842,0.144075
1.74,0.08900961,0.1448875,1.74,1.058578,0.1449125,1.74,0.260671,0.144875,1.74,153.7164,0.1448875,1.74,7.251104,0.144925,1.74,12.15617,0.1449125
1.75,0.06993612,0.1457375,1.75,1.115799,0.14575,1.75,0.3306071,0.1456875,1.75,154.7241,0.145725,1.75,7.753372,0.1457625,1.75,12.16253,0.1457375
1.76,0.07947286,0.146575,1.76,1.144409,0.1465875,1.76,0.3910065,0.1465125,1.76,155.6969,0.1465625,1.76,8.268356,0.1465875,1.76,12.15299,0.1465625
1.77,0.09854635,0.147425,1.77,1.153946,0.1474125,1.77,0.4323324,0.14735,1.77,156.6569,0.1474,1.77,8.808772,0.1474125,1.77,12.11166,0.1473875
1.78,0.1080831,0.1482625,1.78,1.160304,0.1482375,1.78,0.483195,0.1482,1.78,157.6424,0.1482375,1.78,9.33965,0.148225,1.78,12.09577,0.1482125
1.79,0.09854635,0.1491125,1.79,1.179377,0.149075,1.79,0.5276998,0.1490375,1.79,158.6469,0.14905,1.79,9.797414,0.14905,1.79,12.13392,0.149025
1.8,0.08900961,0.14995,1.8,1.23024,0.1498875,1.8,0.559489,0.1498875,1.8,159.6324,0.1498875,1.8,10.14709,0.1498875,1.8,12.16253,0.1498625
1.81,0.08900961,0.150775,1.81,1.296997,0.1507125,1.81,0.594457,0.150725,1.81,160.5924,0.1507125,1.81,10.39505,0.15075,1.81,12.14345,0.1507
1.82,0.09854635,0.1515875,1.82,1.357396,0.15155,1.82,0.6612142,0.151575,1.82,161.562,0.1515375,1.82,10.57625,0.1515875,1.82,12.11802,0.1515375
1.83,0.1080831,0.1524375,1.83,1.392365,0.1523875,1.83,0.7406871,0.1523875,1.83,162.522,0.15235,1.83,10.69387,0.1524375,1.83,12.14663,0.1524
1.84,0.1144409,0.15325,1.84,1.424154,0.1532375,1.84,0.8106232,0.153225,1.84,163.4407,0.1531875,1.84,10.7638,0.153275,1.84,12.1816,0.1532375
1.85,0.1207987,0.1540875,1.85,1.459122,0.1540875,1.85,0.8614858,0.15405,1.85,164.3562,0.154025,1.85,10.81467,0.1541125,1.85,12.16888,0.1540625
1.86,0.1144409,0.154925,1.86,1.513163,0.1549375,1.86,0.9123484,0.1548875,1.86,165.3004,0.154875,1.86,10.87825,0.154925,1.86,12.13392,0.1549
1.87,0.1080831,0.15575,1.87,1.586278,0.155775,1.87,0.9568532,0.155725,1.87,166.2572,0.1557125,1.87,11.0213,0.1557375,1.87,12.15299,0.1557125
1.88,0.09536743,0.1566,1.88,1.665751,0.1565875,1.88,1.004537,0.1565625,1.88,167.195,0.15655,1.88,11.31376,0.1565875,1.88,12.21339,0.1565625
1.89,0.07311503,0.157425,1.89,1.742045,0.1574125,1.89,1.0554,0.1574,1.89,168.1519,0.1573875,1.89,11.78741,0.1574125,1.89,12.22928,0.1574
1.9,0.06357829,0.1582375,1.9,1.777013,0.1582625,1.9,1.099904,0.1582375,1.9,169.1151,0.1582125,1.9,12.37869,0.15825,1.9,12.19749,0.1582375
1.91,0.06357829,0.159075,1.91,1.783371,0.1590875,1.91,1.150767,0.159075,1.91,170.0497,0.1590375,1.91,12.98269,0.1590875,1.91,12.19749,0.159075
1.92,0.07947286,0.1599,1.92,1.783371,0.1599125,1.92,1.211166,0.1599,1.92,170.9493,0.1598875,1.92,13.53264,0.159925,1.92,12.24518,0.159925
1.93,0.1080831,0.1607125,1.93,1.802444,0.160775,1.93,1.281103,0.160725,1.93,171.8585,0.160725,1.93,13.99676,0.16075,1.93,12.23882,0.1607625
1.94,0.1303355,0.1615375,1.94,1.856486,0.1616,1.94,1.341502,0.1615375,1.94,172.7899,0.16155,1.94,14.34008,0.1615875,1.94,12.19432,0.1616
1.95,0.1303355,0.1623625,1.95,1.929601,0.1624375,1.95,1.401901,0.1623625,1.95,173.7086,0.1624,1.95,14.53718,0.1624,1.95,12.19432,0.162425
1.96,0.1144409,0.1632125,1.96,1.99,0.1632625,1.96,1.462301,0.1631875,1.96,174.6082,0.1632375,1.96,14.63254,0.163225,1.96,12.24518,0.16325
1.97,0.08900961,0.1640625,1.97,2.028147,0.1641,1.97,1.529058,0.1640125,1.97,175.5142,0.164075,1.97,14.6993,0.16405,1.97,12.25789,0.1640625
1.98,0.06357829,0.1649,1.98,2.053579,0.1649125,1.98,1.589457,0.1648375,1.98,176.4361,0.1649125,1.98,14.75016,0.164875,1.98,12.21339,0.1648875
1.99,0.0445048,0.16575,1.99,2.075831,0.1657375,1.99,1.64032,0.1657,1.99,177.323,0.16575,1.99,14.79467,0.1657125,1.99,12.20385,0.1657125
2,0.03814697,0.166575,2,2.113978,0.1665625,2,1.694361,0.1665375,2,178.1591,0.166575,2,14.82646,0.1665375,2,12.24518,0.16655
2.01,0.03814697,0.1674125,2.01,2.164841,0.1673875,2.01,1.770655,0.167375,2.01,178.9888,0.1673875,2.01,14.83917,0.167375,2.01,12.26425,0.167375
2.02,0.04768372,0.168225,2.02,2.215703,0.1682125,2.02,1.846949,0.1682125,2.02,179.863,0.1682125,2.02,14.85507,0.168225,2.02,12.24836,0.1682125
2.03,0.07311503,0.169075,2.03,2.247493,0.16905,2.03,1.907349,0.16905,2.03,180.7435,0.169025,2.03,14.8646,0.1690625,2.03,12.28015,0.1690625
2.04,0.09854635,0.1699125,2.04,2.276103,0.1699,2.04,1.942317,0.169875,2.04,181.5764,0.16985,2.04,14.87096,0.1699125,2.04,12.35962,0.1699
2.05,0.08583069,0.1707625,2.05,2.323786,0.1707375,2.05,1.993179,0.1707,2.05,182.3839,0.1707125,2.05,14.87096,0.1707375,2.05,12.39459,0.1707375
2.06,0.03814697,0.1716,2.06,2.37147,0.171575,2.06,2.063115,0.1715625,2.06,183.2199,0.17155,2.06,14.87414,0.171575,2.06,12.38505,0.1715625
2.07,0.01271566,0.172425,2.07,2.419154,0.1724125,2.07,2.145767,0.1723875,2.07,184.0528,0.1723875,2.07,14.87414,0.1723875,2.07,12.41684,0.1723875
2.08,0.0222524,0.173275,2.08,2.447764,0.1732375,2.08,2.222061,0.1732375,2.08,184.8571,0.173225,2.08,14.86142,0.17325,2.08,12.48995,0.1732375
2.09,0.03496806,0.1741,2.09,2.495448,0.174075,2.09,2.311071,0.174075,2.09,185.6486,0.1740625,2.09,14.83599,0.174075,2.09,12.51539,0.1740625
2.1,0.03496806,0.1749375,2.1,2.559026,0.1749125,2.1,2.393723,0.1749125,2.1,186.4815,0.1748875,2.1,14.81374,0.1749125,2.1,12.47724,0.1749
2.11,0.0222524,0.1757625,2.11,2.625783,0.1757625,2.11,2.447764,0.1757625,2.11,187.3271,0.1757,2.11,14.81374,0.17575,2.11,12.46452,0.17575
2.12,0.0222524,0.176575,2.12,2.670288,0.1765875,2.12,2.495448,0.1765875,2.12,188.125,0.1765375,2.12,14.83599,0.1766,2.12,12.52492,0.1765875
2.13,0.03814697,0.1774,2.13,2.705256,0.1774375,2.13,2.539953,0.1774125,2.13,188.8974,0.177375,2.13,14.8646,0.1774375,2.13,12.57579,0.177425
2.14,0.06357829,0.178225,2.14,2.743403,0.178275,2.14,2.600352,0.178225,2.14,189.6858,0.1782125,2.14,14.89639,0.1782625,2.14,12.56625,0.1782625
2.15,0.08583069,0.17905,2.15,2.791087,0.179125,2.15,2.676646,0.17905,2.15,190.4678,0.17905,2.15,14.90593,0.1791,2.15,12.53128,0.1790875
2.16,0.08583069,0.1798875,2.16,2.838771,0.17995,2.16,2.762477,0.179875,2.16,191.2181,0.1798875,2.16,14.89003,0.179925,2.16,12.51221,0.1799125
2.17,0.06993612,0.180725,2.17,2.867381,0.1807875,2.17,2.832413,0.1807,2.17,191.9397,0.180725,2.17,14.87096,0.1807375,2.17,12.50267,0.1807375
2.18,0.05404155,0.181575,2.18,2.902349,0.181625,2.18,2.876918,0.1815375,2.18,192.6772,0.1815625,2.18,14.87096,0.1815625,2.18,12.48042,0.1815625
2.19,0.05404155,0.1824125,2.19,2.950032,0.182425,2.19,2.902349,0.1823875,2.19,193.4465,0.1824,2.19,14.89003,0.1823875,2.19,12.49631,0.1824
2.2,0.06039937,0.18325,2.2,3.013611,0.18325,2.2,2.92778,0.1832375,2.2,194.2285,0.183225,2.2,14.89957,0.1832125,2.2,12.55671,0.1832125
2.21,0.06993612,0.1840625,2.21,3.080368,0.184075,2.21,2.985001,0.184075,2.21,195.0073,0.1840375,2.21,14.88686,0.18405,2.21,12.59804,0.1840625
2.22,0.08583069,0.1849,2.22,3.147125,0.1849,2.22,3.064473,0.1849,2.22,195.7798,0.184875,2.22,14.86142,0.1848875,2.22,12.5885,0.1849
2.23,0.09854635,0.18575,2.23,3.197988,0.18575,2.23,3.150304,0.185725,2.23,196.5268,0.1857,2.23,14.82964,0.18575,2.23,12.57579,0.18575
2.24,0.1144409,0.186575,2.24,3.232956,0.1865875,2.24,3.226598,0.1865375,2.24,197.2389,0.186525,2.24,14.79467,0.186575,2.24,12.60757,0.186575
2.25,0.1303355,0.1874125,2.25,3.258387,0.1874375,2.25,3.296534,0.1873875,2.25,197.9478,0.187375,2.25,14.76924,0.1874125,2.25,12.62347,0.1874125
2.26,0.1335144,0.1882625,2.26,3.293355,0.188275,2.26,3.363292,0.188225,2.26,198.6949,0.188225,2.26,14.77559,0.1882375,2.26,12.5885,0.1882375
2.27,0.1207987,0.1891,2.27,3.347397,0.1891125,2.27,3.414154,0.18905,2.27,199.4642,0.189075,2.27,14.77877,0.18905,2.27,12.55035,0.18905
2.28,0.09854635,0.1899375,2.28,3.407796,0.189925,2.28,3.452301,0.1899,2.28,200.2112,0.1899,2.28,14.77559,0.1899125,2.28,12.56625,0.1898875
2.29,0.09854635,0.190775,2.29,3.468196,0.1907375,2.29,3.490448,0.190725,2.29,200.9328,0.1907375,2.29,14.78831,0.1907375,2.29,12.59168,0.190725
2.3,0.1049042,0.1916125,2.3,3.515879,0.1916,2.3,3.528595,0.1915625,2.3,201.6671,0.1915625,2.3,14.81374,0.191575,2.3,12.57261,0.19155
2.31,0.1080831,0.1924375,2.31,3.560384,0.192425,2.31,3.588994,0.1924,2.31,202.3983,0.1923875,2.31,14.82964,0.192425,2.31,12.55035,0.1923875
2.32,0.09854635,0.19325,2.32,3.604889,0.19325,2.32,3.681183,0.1932375,2.32,203.1167,0.193225,2.32,14.8201,0.1932625,2.32,12.56625,0.1932125
2.33,0.07947286,0.194075,2.33,3.639857,0.1941,2.33,3.773371,0.19405,2.33,203.8097,0.19405,2.33,14.8042,0.1941,2.33,12.57579,0.1940625
2.34,0.0445048,0.1949,2.34,3.665288,0.1949375,2.34,3.821055,0.1948875,2.34,204.4996,0.1948875,2.34,14.79467,0.1949375,2.34,12.56307,0.1949
2.35,0.01271566,0.195725,2.35,3.706614,0.1957625,2.35,3.852844,0.1957,2.35,205.2021,0.1957125,2.35,14.78831,0.195775,2.35,12.56307,0.195725
2.36,0.009536743,0.1965625,2.36,3.751119,0.1966,2.36,3.906886,0.1965375,2.36,205.8856,0.19655,2.36,14.79467,0.1965875,2.36,12.60757,0.19655
2.37,0.01907349,0.197425,2.37,3.801982,0.197425,2.37,4.005432,0.1973625,2.37,206.5436,0.1973875,2.37,14.81374,0.1974125,2.37,12.63618,0.1973875
2.38,0.03814697,0.198275,2.38,3.862381,0.19825,2.38,4.081726,0.1982,2.38,207.2144,0.198225,2.38,14.82646,0.1982375,2.38,12.61393,0.1982125
2.39,0.05404155,0.1990875,2.39,3.938675,0.199075,2.39,4.110336,0.19905,2.39,207.9169,0.1990625,2.39,14.81374,0.1990625,2.39,12.56625,0.1990375
2.4,0.06039937,0.199925,2.4,4.014969,0.1999,2.4,4.12941,0.1999,2.4,208.5972,0.199875,2.4,14.76288,0.1999,2.4,12.55035,0.1998625
2.41,0.06039937,0.20075,2.41,4.065832,0.200725,2.41,4.196167,0.200725,2.41,209.2361,0.2007,2.41,14.6993,0.2007375,2.41,12.55671,0.2007125
2.42,0.06357829,0.2015625,2.42,4.107157,0.20155,2.42,4.288355,0.2015625,2.42,209.8719,0.201525,2.42,14.66433,0.2015875,2.42,12.56625,0.2015625
2.43,0.05404155,0.2024,2.43,4.145304,0.2024,2.43,4.374186,0.2023875,2.43,210.5586,0.20235,2.43,14.67387,0.202425,2.43,12.57579,0.2024
2.44,0.0445048,0.203225,2.44,4.196167,0.20325,2.44,4.453659,0.2032125,2.44,211.2675,0.2031875,2.44,14.70248,0.2032625,2.44,12.60122,0.20325
2.45,0.04768372,0.2040625,2.45,4.237493,0.2041,2.45,4.53949,0.2040375,2.45,211.9573,0.204025,2.45,14.72473,0.2040875,2.45,12.61711,0.2040875
2.46,0.07947286,0.2049,2.46,4.288355,0.204925,2.46,4.641215,0.2048875,2.46,212.6312,0.204875,2.46,14.71837,0.2049125,2.46,12.60122,0.2049125
2.47,0.09854635,0.2057375,2.47,4.348755,0.2057625,2.47,4.752477,0.2057,2.47,213.2893,0.205725,2.47,14.71519,0.205725,2.47,12.5885,0.205725
2.48,0.1049042,0.206575,2.48,4.418691,0.2065875,2.48,4.83195,0.20655,2.48,213.9155,0.2065625,2.48,14.70248,0.206575,2.48,12.60122,0.206575
2.49,0.09536743,0.2074,2.49,4.475912,0.2074,2.49,4.866918,0.2073875,2.49,214.5322,0.2074,2.49,14.67705,0.2074,2.49,12.62665,0.2074
2.5,0.07311503,0.2082375,2.5,4.520416,0.2082375,2.5,4.873276,0.208225,2.5,215.168,0.2082375,2.5,14.64844,0.208225,2.5,12.61711,0.2082375
2.51,0.06357829,0.2090625,2.51,4.564921,0.2090875,2.51,4.88917,0.20905,2.51,215.8387,0.20905,2.51,14.63254,0.2090625,2.51,12.59804,0.209075
2.52,0.06993612,0.2098875,2.52,4.599889,0.2099125,2.52,4.927317,0.2099,2.52,216.5127,0.2098875,2.52,14.63254,0.2099,2.52,12.5885,0.2099125
2.53,0.09854635,0.2107125,2.53,4.631678,0.21075,2.53,4.984538,0.210725,2.53,217.1644,0.210725,2.53,14.64844,0.2107375,2.53,12.59804,0.21075
2.54,0.1239777,0.2115375,2.54,4.666646,0.2115875,2.54,5.054474,0.21155,2.54,217.8192,0.21155,2.54,14.67387,0.211575,2.54,12.59168,0.211575
2.55,0.1207987,0.2123875,2.55,4.727046,0.212425,2.55,5.140305,0.2123625,2.55,218.4772,0.2124,2.55,14.68976,0.2124,2.55,12.57579,0.2124
2.56,0.09536743,0.213225,2.56,4.809698,0.2132625,2.56,5.232493,0.2131875,2.56,219.113,0.2132375,2.56,14.66433,0.2132375,2.56,12.60122,0.2132375
2.57,0.06039937,0.214075,2.57,4.870097,0.2141,2.57,5.311966,0.214025,2.57,219.7266,0.214075,2.57,14.60711,0.2140625,2.57,12.64254,0.21405
2.58,0.04768372,0.214925,2.58,4.898707,0.214925,2.58,5.381902,0.2148625,2.58,220.3465,0.2149125,2.58,14.56579,0.2148875,2.58,12.66162,0.2148875
2.59,0.04768372,0.2157625,2.59,4.940033,0.21575,2.59,5.448659,0.2157125,2.59,220.9918,0.2157375,2.59,14.54671,0.2157125,2.59,12.64254,0.2157125
2.6,0.03496806,0.2166,2.6,4.994074,0.216575,2.6,5.509058,0.2165625,2.6,221.6212,0.21655,2.6,14.54671,0.21655,2.6,12.62347,0.2165375
2.61,0.01907349,0.217425,2.61,5.06719,0.2173875,2.61,5.578995,0.2174,2.61,222.2061,0.217375,2.61,14.5785,0.2173875,2.61,12.61393,0.217375
2.62,0.01907349,0.2182375,2.62,5.137125,0.218225,2.62,5.642573,0.2182375,2.62,222.7783,0.2181875,2.62,14.62936,0.2182375,2.62,12.60757,0.218225
2.63,0.02861023,0.2190875,2.63,5.213419,0.2190625,2.63,5.690257,0.2190625,2.63,223.3791,0.2190125,2.63,14.66433,0.2190875,2.63,12.59804,0.219075
2.64,0.03496806,0.2199125,2.64,5.283356,0.2199125,2.64,5.750656,0.219875,2.64,224.0054,0.2198375,2.64,14.6548,0.219925,2.64,12.59168,0.2199125
2.65,0.0222524,0.22075,2.65,5.35965,0.2207625,2.65,5.823771,0.220725,2.65,224.6221,0.220675,2.65,14.61347,0.2207625,2.65,12.61393,0.22075
2.66,0.02861023,0.2215875,2.66,5.429586,0.2216,2.66,5.900065,0.22155,2.66,225.2038,0.2215375,2.66,14.5785,0.2215875,2.66,12.64254,0.221575
2.67,0.03814697,0.222425,2.67,5.50588,0.2224375,2.67,5.963644,0.2223875,2.67,225.757,0.222375,2.67,14.55625,0.2224,2.67,12.68387,0.2224
2.68,0.04768372,0.22325,2.68,5.582174,0.2232625,2.68,6.039937,0.223225,2.68,226.3133,0.2232125,2.68,14.53082,0.22325,2.68,12.71884,0.223225
2.69,0.06357829,0.2240875,2.69,5.642573,0.224075,2.69,6.125768,0.2240625,2.69,226.8887,0.22405,2.69,14.51174,0.224075,2.69,12.72837,0.224075
2.7,0.09536743,0.224925,2.7,5.687078,0.224925,2.7,6.217957,0.2249125,2.7,227.5117,0.224875,2.7,14.5181,0.2249,2.7,12.7093,0.2249125
2.71,0.1207987,0.2257375,2.71,5.731583,0.22575,2.71,6.29743,0.2257375,2.71,228.1634,0.2257,2.71,14.53718,0.22575,2.71,12.69341,0.22575
2.72,0.1207987,0.226575,2.72,5.788803,0.2265875,2.72,6.364187,0.2265625,2.72,228.7833,0.22655,2.72,14.54353,0.226575,2.72,12.69341,0.2265875
2.73,0.09536743,0.2274,2.73,5.830129,0.227425,2.73,6.415049,0.2274,2.73,229.365,0.2274,2.73,14.5181,0.227425,2.73,12.68387,0.227425
2.74,0.07311503,0.2282125,2.74,5.868276,0.2282625,2.74,6.465912,0.2282125,2.74,229.9309,0.2282375,2.74,14.49585,0.22825,2.74,12.65208,0.22825
2.75,0.05404155,0.22905,2.75,5.928675,0.2291,2.75,6.52949,0.22905,2.75,230.5063,0.229075,2.75,14.50539,0.2290875,2.75,12.61711,0.2290875
2.76,0.02861023,0.2298875,2.76,6.011327,0.2299375,2.76,6.621679,0.2298625,2.76,231.0848,0.2299125,2.76,14.5181,0.2299,2.76,12.61711,0.2299125
2.77,0.01271566,0.23075,2.77,6.074905,0.230775,2.77,6.710688,0.2307,2.77,231.6602,0.23075,2.77,14.49585,0.230725,2.77,12.64254,0.2307375
2.78,0.0222524,0.2315875,2.78,6.113052,0.2315875,2.78,6.79334,0.2315375,2.78,232.2356,0.2315875,2.78,14.45134,0.23155,2.78,12.66797,0.23155
2.79,0.0445048,0.232425,2.79,6.14802,0.232425,2.79,6.869634,0.2324,2.79,232.8332,0.2324125,2.79,14.41638,0.232375,2.79,12.68387,0.232375
2.8,0.05404155,0.2332625,2.8,6.211599,0.2332375,2.8,6.945928,0.2332375,2.8,233.434,0.23325,2.8,14.42591,0.2332125,2.8,12.69341,0.2332
2.81,0.04768372,0.2341,2.81,6.284714,0.2340625,2.81,7.019043,0.234075,2.81,233.9904,0.2340625,2.81,14.4577,0.23405,2.81,12.68387,0.2340375
2.82,0.05404155,0.2349125,2.82,6.345113,0.2348875,2.82,7.092158,0.2349125,2.82,234.5212,0.234875,2.82,14.47995,0.2349125,2.82,12.65208,0.2349
2.83,0.07947286,0.2357375,2.83,6.395976,0.2357375,2.83,7.162094,0.2357375,2.83,235.0807,0.2357,2.83,14.49585,0.2357625,2.83,12.64254,0.2357375
2.84,0.1049042,0.2365875,2.84,6.446838,0.2366,2.84,7.212957,0.23655,2.84,235.672,0.2365375,2.84,14.53082,0.2365875,2.84,12.65844,0.236575
2.85,0.1080831,0.237425,2.85,6.494522,0.2374375,2.85,7.263819,0.2373875,2.85,236.2315,0.237375,2.85,14.56579,0.237425,2.85,12.65844,0.2374125
2.86,0.09854635,0.2382625,2.86,6.554922,0.238275,2.86,7.327398,0.238225,2.86,236.7337,0.2382125,2.86,14.58804,0.23825,2.86,12.61393,0.2382375
2.87,0.07311503,0.2391,2.87,6.628036,0.2391125,2.87,7.422765,0.23905,2.87,237.2265,0.2390625,2.87,14.60393,0.2390625,2.87,12.56625,0.23905
2.88,0.0445048,0.23995,2.88,6.688436,0.239925,2.88,7.514954,0.2398875,2.88,237.7637,0.2399,2.88,14.62936,0.2399,2.88,12.56625,0.2399
2.89,0.0445048,0.240775,2.89,6.739298,0.24075,2.89,7.591248,0.240725,2.89,238.32,0.2407375,2.89,14.64844,0.24075,2.89,12.61393,0.2407375
2.9,0.06993612,0.2416,2.9,6.809235,0.2415875,2.9,7.651647,0.2415625,2.9,238.8859,0.2415625,2.9,14.6389,0.2415875,2.9,12.63301,0.2415625
2.91,0.1080831,0.242425,2.91,6.914139,0.2424125,2.91,7.705688,0.2423875,2.91,239.4517,0.242375,2.91,14.61665,0.242425,2.91,12.62347,0.2424125
2.92,0.149409,0.24325,2.92,7.015864,0.2432625,2.92,7.772446,0.243225,2.92,240.0017,0.243225,2.92,14.63254,0.2432625,2.92,12.61711,0.2432375
2.93,0.184377,0.2440625,2.93,7.066727,0.2441,2.93,7.858276,0.24405,2.93,240.5167,0.24405,2.93,14.6993,0.2441,2.93,12.63301,0.2440875
2.94,0.2098083,0.2448875,2.94,7.076263,0.244925,2.94,7.944107,0.2448625,2.94,241.0189,0.2448875,2.94,14.77559,0.2449375,2.94,12.62665,0.2449125
2.95,0.2066294,0.2457125,2.95,7.060369,0.2457625,2.95,7.979075,0.2456875,2.95,241.5435,0.245725,2.95,14.82964,0.2457625,2.95,12.5885,0.2457375
