S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déform1[mm];C_1_Déplacement[mm];
45;4.50011136000012;0.289905816316605;0.0263999998569489;0.37216329574585;
46;4.60001280000006;0.303598195314407;0.029899999499321;0.380642265081406;
47;4.70003712000016;0.315908014774323;0.0335999988019466;0.389153778553009;
48;4.80006144000004;0.334412634372711;0.0368999987840652;0.397795498371124;
49;4.90008576000014;0.346749067306519;0.0399000011384487;0.406160563230515;
50;5.00011008000001;0.357250958681107;0.0428999997675419;0.414720892906189;
51;5.10001152000018;0.372804433107376;0.0461999997496605;0.422939479351044;
52;5.20003584000006;0.388092011213303;0.0494000017642975;0.431027859449387;
53;5.30006016000016;0.396812587976456;0.0527999997138977;0.439230173826218;
54;5.40008448000003;0.412126749753952;0.0566000007092953;0.44769287109375;
55;5.50010880000013;0.426297694444656;0.0603000000119209;0.456041634082794;
56;5.60001024000007;0.437623798847198;0.0644000023603439;0.464634507894516;
57;5.70003456000018;0.453310191631317;0.067500002682209;0.47301584482193;
58;5.80005888000005;0.464077949523926;0.0706999972462654;0.481445997953415;
59;5.90008320000015;0.476600497961044;0.0736000016331673;0.489794760942459;
60;6.00010752000003;0.489681333303452;0.0764999985694885;0.497590214014053;
61;6.1000089600002;0.50435745716095;0.0798999965190887;0.505776226520538;
62;6.20003328000007;0.512652575969696;0.0837000012397766;0.514141261577606;
63;6.30005760000017;0.52690327167511;0.087399996817112;0.522620260715485;
64;6.40008192000005;0.543467044830322;0.0908000022172928;0.531180620193481;
65;6.50010624000015;0.551177322864532;0.093800000846386;0.539643287658691;
66;6.60000768000009;0.566491484642029;0.0966000035405159;0.547992050647736;
67;6.70003200000019;0.581300497055054;0.0996000021696091;0.55621063709259;
68;6.80005632000007;0.587681412696838;0.102799996733665;0.564136266708374;
69;6.90008064000017;0.603128552436829;0.10639999806881;0.572419941425323;
70;7.00010496000004;0.617113351821899;0.110600002110004;0.580768764019012;
71;7.10000639999998;0.628519237041473;0.114500001072884;0.589215159416199;
72;7.20003072000009;0.640775859355927;0.118100002408028;0.597742974758148;
73;7.30005504000019;0.653776943683624;0.121200002729893;0.606140553951263;
74;7.40007936000006;0.665900707244873;0.124300003051758;0.61445677280426;
75;7.50010368000017;0.67831689119339;0.12729999423027;0.622724175453186;
76;7.60000512000011;0.689430296421051;0.13060000538826;0.63051962852478;
77;7.70002943999998;0.701926231384277;0.134200006723404;0.638868391513824;
78;7.80005376000008;0.715724945068359;0.137999996542931;0.647331118583679;
79;7.90007808000018;0.728008151054382;0.142000004649162;0.655858874320984;
80;8.00010240000006;0.737739026546478;0.145500004291534;0.664435505867004;
81;8.10000384;0.749862790107727;0.148699998855591;0.672898173332214;
82;8.2000281600001;0.765123784542084;0.151800006628037;0.681295812129974;
83;8.30005247999998;0.774721741676331;0.154899999499321;0.6895632147789;
84;8.40007680000008;0.784426033496857;0.158000007271767;0.697423756122589;
85;8.50010112000018;0.794715225696564;0.161699995398521;0.705739974975586;
86;8.60000256000012;0.809577405452728;0.165600001811981;0.714056193828583;
87;8.70002688;0.82053130865097;0.169400006532669;0.722518861293793;
88;8.8000512000001;0.833372890949249;0.172999992966652;0.731111764907837;
89;8.90007551999997;0.846719622612;0.175899997353554;0.739525675773621;
90;9.00009984000008;0.856902480125427;0.179000005125999;0.747972071170807;
91;9.10000128000002;0.86570280790329;0.181999996304512;0.75627201795578;
92;9.20002560000012;0.881628453731537;0.18520000576973;0.764116287231445;
93;9.30004991999999;0.891146659851074;0.188999995589256;0.772318601608276;
94;9.40007424000009;0.9008509516716;0.192900002002716;0.780716180801392;
95;9.5000985600002;0.911725103855133;0.196799993515015;0.78919517993927;
96;9.60000000000014;0.926826536655426;0.200299993157387;0.797739207744598;
97;9.70002432000001;0.935228109359741;0.203400000929832;0.806169390678406;
98;9.80004864000011;0.947218894958496;0.206400007009506;0.814534425735474;
99;9.90007295999999;0.958066403865814;0.209399998188019;0.822753012180328;
100;10.0000972800001;0.96777069568634;0.212500005960464;0.830662369728088;
101;10.1001216000002;0.980186879634857;0.215800002217293;0.838978588581085;
102;10.2000230400001;0.992815732955933;0.219200000166893;0.847343623638153;
103;10.30004736;1.00124382972717;0.222699999809265;0.855806350708008;
104;10.4000716800001;1.01291561126709;0.225999996066093;0.864382982254028;
105;10.500096;1.0266877412796;0.228799998760223;0.87276428937912;
106;10.6001203200001;1.03290915489197;0.23139999806881;0.881113052368164;
107;10.70002176;1.04673445224762;0.234099999070168;0.889299094676971;
108;10.8000460800001;1.05502963066101;0.236900001764297;0.897208452224731;
109;10.9000704;1.06784462928772;0.239999994635582;0.905427038669586;
110;11.0000947200001;1.07861232757568;0.243599995970726;0.913889706134796;
111;11.10011904;1.09140074253082;0.246800005435944;0.922401249408722;
112;11.2000204800001;1.10009467601776;0.249799996614456;0.930880188941956;
113;11.3000448;1.1113942861557;0.252499997615814;0.939261555671692;
114;11.4000691200001;1.12112510204315;0.254999995231628;0.947512686252594;
115;11.50009344;1.13117504119873;0.257699996232986;0.955910265445709;
116;11.6001177600001;1.14377737045288;0.260699987411499;0.963721990585327;
117;11.7000192;1.15106225013733;0.264200001955032;0.972249746322632;
118;11.8000435200001;1.16366446018219;0.267599999904633;0.980696201324463;
119;11.90006784;1.17413985729218;0.27140000462532;0.98919141292572;
120;12.0000921600001;1.18256795406342;0.274599999189377;0.997784316539764;
121;12.10011648;1.19490432739258;0.277500003576279;1.00623071193695;
122;12.2000179200002;1.20431613922119;0.280299991369247;1.01464462280273;
123;12.30004224;1.21710455417633;0.282900005578995;1.02289569377899;
124;12.4000665600001;1.22633028030396;0.285800009965897;1.03070747852325;
125;12.50009088;1.23414695262909;0.289200007915497;1.03889346122742;
126;12.6001152000001;1.2451274394989;0.292600005865097;1.0473073720932;
127;12.7000166400001;1.25360870361328;0.296000003814697;1.05578637123108;
128;12.8000409600002;1.26442968845367;0.299199998378754;1.0643630027771;
129;12.90006528;1.27400100231171;0.301899999380112;1.07276058197021;
130;13.0000896000001;1.28538024425507;0.30460000038147;1.08109307289124;
131;13.10011392;1.29495167732239;0.307300001382828;1.08923029899597;
132;13.2000153600002;1.30303406715393;0.31029999256134;1.0971884727478;
133;13.3000396800001;1.31329679489136;0.313400000333786;1.10550463199615;
134;13.4000640000002;1.32278835773468;0.316799998283386;1.11390221118927;
135;13.50008832;1.33297121524811;0.320100009441376;1.12238121032715;
136;13.6001126400001;1.34469616413116;0.322699993848801;1.13094162940979;
137;13.7000140800001;1.35533094406128;0.325300008058548;1.13922524452209;
138;13.8000384000002;1.36152577400208;0.327600002288818;1.14754152297974;
139;13.9000627200001;1.37431418895721;0.330099999904633;1.15554845333099;
140;14.0000870400002;1.38359308242798;0.333299994468689;1.16358804702759;
141;14.10011136;1.39082479476929;0.336199998855591;1.1719856262207;
142;14.2000128000002;1.40265595912933;0.339199990034103;1.18043208122253;
143;14.3000371200001;1.41076505184174;0.342299997806549;1.18897616863251;
144;14.4000614400002;1.42068207263947;0.345200002193451;1.19753646850586;
145;14.50008576;1.43198156356812;0.347699999809265;1.20595037937164;
146;14.6001100800002;1.4411541223526;0.350100010633469;1.21438050270081;
147;14.7000115200001;1.45144331455231;0.352699995040894;1.22268044948578;
148;14.8000358400002;1.45989799499512;0.355500012636185;1.23073625564575;
149;14.9000601600001;1.46899080276489;0.358500003814697;1.23903620243073;
150;15.0000844800002;1.47946619987488;0.362100005149841;1.2473361492157;
151;15.1001088;1.48816013336182;0.365399986505508;1.25576639175415;
152;15.20001024;1.49592351913452;0.368499994277954;1.26434290409088;
153;15.3000345600001;1.51054644584656;0.371100008487701;1.27270805835724;
154;15.4000588800002;1.51729965209961;0.373499989509583;1.28107309341431;
155;15.5000832000001;1.52695071697235;0.37610000371933;1.28934049606323;
156;15.6001075200002;1.53290629386902;0.378699988126755;1.29715216159821;
157;15.7000089600001;1.54564142227173;0.3817999958992;1.30541956424713;
158;15.80003328;1.55409622192383;0.385300010442734;1.31386601924896;
159;15.9000576000001;1.56473100185394;0.38850000500679;1.32236123085022;
160;16.0000819200002;1.57552540302277;0.391299992799759;1.33093786239624;
161;16.1001062400001;1.5823050737381;0.393700003623962;1.33931922912598;
162;16.20000768;1.59448194503784;0.396200001239777;1.34760284423828;
163;16.3000320000001;1.60407996177673;0.398999989032745;1.35574007034302;
164;16.40005632;1.61237514019012;0.401899993419647;1.3637307882309;
165;16.5000806400001;1.62316942214966;0.405299991369247;1.37206327915192;
166;16.6001049600002;1.63008213043213;0.408399999141693;1.38049340248108;
167;16.7000064000001;1.63922810554504;0.411500006914139;1.38897240161896;
168;16.80003072;1.64826774597168;0.414200007915497;1.39756536483765;
169;16.9000550400001;1.6593279838562;0.416500002145767;1.405881524086;
170;17.00007936;1.66913855075836;0.418799996376038;1.41423034667969;
171;17.1001036800001;1.67761981487274;0.421299993991852;1.42240011692047;
172;17.20000512;1.68442618846893;0.424100011587143;1.43034195899963;
173;17.3000294400001;1.69878315925598;0.427199989557266;1.43860936164856;
174;17.40005376;1.70457923412323;0.430400013923645;1.44708836078644;
175;17.5000780800001;1.71295416355133;0.433299988508224;1.4555835723877;
176;17.6001024000002;1.72475874423981;0.435999989509583;1.46419274806976;
177;17.7000038400001;1.73286783695221;0.438199996948242;1.47244393825531;
178;17.80002816;1.74105668067932;0.440699994564056;1.48079264163971;
179;17.9000524800001;1.75142562389374;0.443199992179871;1.4888322353363;
180;18.0000768;1.7597473859787;0.446200013160706;1.49685549736023;
181;18.1001011200001;1.7703822851181;0.449400007724762;1.50536704063416;
182;18.20000256;1.77883696556091;0.452499985694885;1.51374840736389;
183;18.3000268800001;1.78545713424683;0.455399990081787;1.52225983142853;
184;18.4000512;1.7979531288147;0.458200007677078;1.53090155124664;
185;18.5000755200001;1.80733835697174;0.460399985313416;1.53928291797638;
186;18.60009984;1.81595253944397;0.462700009346008;1.54768049716949;
187;18.7000012800002;1.82541763782501;0.465200006961823;1.55599677562714;
188;18.8000256;1.83286201953888;0.467700004577637;1.56379222869873;
189;18.9000499200001;1.84211432933807;0.470699995756149;1.57204329967499;
190;19.00007424;1.85296177864075;0.47409999370575;1.58045721054077;
191;19.1000985600001;1.8609379529953;0.476999998092651;1.58898496627808;
192;19.2;1.87162601947784;0.479499995708466;1.59754526615143;
193;19.3000243200001;1.8782993555069;0.481599986553192;1.60589408874512;
194;19.40004864;1.88810992240906;0.483999997377396;1.61417770385742;
195;19.5000729600001;1.89619243144989;0.48649999499321;1.62233126163483;
196;19.60009728;1.90355706214905;0.489100009202957;1.63027310371399;
197;19.7001216000001;1.91490983963013;0.49219998717308;1.63865447044373;
198;19.80002304;1.92275297641754;0.495299994945526;1.64706838130951;
199;19.9000473600001;1.93463742733002;0.498100012540817;1.6555472612381;
200;20.00007168;1.94420874118805;0.500500023365021;1.66414022445679;
201;20.1000960000001;1.95016431808472;0.502799987792969;1.67244017124176;
202;20.20012032;1.95994830131531;0.504899978637695;1.68056106567383;
203;20.3000217600002;1.96757888793945;0.507600009441376;1.68876338005066;
204;20.40004608;1.97555494308472;0.510399997234344;1.69672155380249;
205;20.5000704000001;1.98456799983978;0.513499975204468;1.70503783226013;
206;20.60009472;1.99506986141205;0.51639997959137;1.71358191967011;
207;20.7001190400001;2.00535917282104;0.518899977207184;1.72209334373474;
208;20.8000204800001;2.01376056671143;0.521399974822998;1.73071885108948;
